benchmark,v_km_s,sigma_even,sigma_odd_raw,sigma_odd_x3,sigma_maj,sigma_dirac,R_triplet,maj_dir_ratio
BP1,6.9741,6.059215e-01,2.373229e-39,7.119687e-39,6.059215e-01,6.059215e-01,0.000000,1.000000
BP1,7.1493,6.191634e-01,2.496612e-38,7.489837e-38,6.191634e-01,6.191634e-01,0.000000,1.000000
BP1,7.3289,6.323273e-01,2.333806e-37,7.001418e-37,6.323273e-01,6.323273e-01,0.000000,1.000000
BP1,7.5130,6.453981e-01,2.025152e-36,6.075456e-36,6.453981e-01,6.453981e-01,0.000000,1.000000
BP1,7.7017,6.583614e-01,1.654725e-35,4.964176e-35,6.583614e-01,6.583614e-01,0.000000,1.000000
BP1,7.8952,6.712029e-01,1.280157e-34,3.840472e-34,6.712029e-01,6.712029e-01,0.000000,1.000000
BP1,8.0935,6.839089e-01,9.402492e-34,2.820747e-33,6.839089e-01,6.839089e-01,0.000000,1.000000
BP1,8.2968,6.964665e-01,6.567857e-33,1.970357e-32,6.964665e-01,6.964665e-01,0.000000,1.000000
BP1,8.5053,7.088629e-01,4.369324e-32,1.310797e-31,7.088629e-01,7.088629e-01,0.000000,1.000000
BP1,8.7189,7.210864e-01,2.771802e-31,8.315405e-31,7.210864e-01,7.210864e-01,0.000000,1.000000
BP1,8.9380,7.331255e-01,1.678745e-30,5.036236e-30,7.331255e-01,7.331255e-01,0.000000,1.000000
BP1,9.1625,7.449699e-01,9.718095e-30,2.915428e-29,7.449699e-01,7.449699e-01,0.000000,1.000000
BP1,9.3927,7.566095e-01,5.383135e-29,1.614940e-28,7.566095e-01,7.566095e-01,0.000000,1.000000
BP1,9.6287,7.680353e-01,2.856398e-28,8.569194e-28,7.680353e-01,7.680353e-01,0.000000,1.000000
BP1,9.8705,7.792388e-01,1.453420e-27,4.360261e-27,7.792388e-01,7.792388e-01,0.000000,1.000000
BP1,10.1185,7.902123e-01,7.099063e-27,2.129719e-26,7.902123e-01,7.902123e-01,0.000000,1.000000
BP1,10.3727,8.009489e-01,3.331850e-26,9.995551e-26,8.009489e-01,8.009489e-01,0.000000,1.000000
BP1,10.6333,8.114424e-01,1.504081e-25,4.512242e-25,8.114424e-01,8.114424e-01,0.000000,1.000000
BP1,10.9004,8.216874e-01,6.536937e-25,1.961081e-24,8.216874e-01,8.216874e-01,0.000000,1.000000
BP1,11.1742,8.316792e-01,2.737795e-24,8.213385e-24,8.316792e-01,8.316792e-01,0.000000,1.000000
BP1,11.4550,8.414138e-01,1.105980e-23,3.317939e-23,8.414138e-01,8.414138e-01,0.000000,1.000000
BP1,11.7427,8.508878e-01,4.313198e-23,1.293959e-22,8.508878e-01,8.508878e-01,0.000000,1.000000
BP1,12.0377,8.600986e-01,1.625305e-22,4.875914e-22,8.600986e-01,8.600986e-01,0.000000,1.000000
BP1,12.3401,8.690443e-01,5.922719e-22,1.776816e-21,8.690443e-01,8.690443e-01,0.000000,1.000000
BP1,12.6501,8.777236e-01,2.088899e-21,6.266696e-21,8.777236e-01,8.777236e-01,0.000000,1.000000
BP1,12.9679,8.861356e-01,7.136308e-21,2.140892e-20,8.861356e-01,8.861356e-01,0.000000,1.000000
BP1,13.2937,8.942802e-01,2.363369e-20,7.090106e-20,8.942802e-01,8.942802e-01,0.000000,1.000000
BP1,13.6277,9.021577e-01,7.593190e-20,2.277957e-19,9.021577e-01,9.021577e-01,0.000000,1.000000
BP1,13.9700,9.097691e-01,2.368521e-19,7.105562e-19,9.097691e-01,9.097691e-01,0.000000,1.000000
BP1,14.3210,9.171156e-01,7.178066e-19,2.153420e-18,9.171156e-01,9.171156e-01,0.000000,1.000000
BP1,14.6807,9.241990e-01,2.115070e-18,6.345209e-18,9.241990e-01,9.241990e-01,0.000000,1.000000
BP1,15.0495,9.310214e-01,6.063605e-18,1.819082e-17,9.310214e-01,9.310214e-01,0.000000,1.000000
BP1,15.4276,9.375854e-01,1.692469e-17,5.077407e-17,9.375854e-01,9.375854e-01,0.000000,1.000000
BP1,15.8152,9.438938e-01,4.602372e-17,1.380712e-16,9.438938e-01,9.438938e-01,0.000000,1.000000
BP1,16.2125,9.499497e-01,1.220097e-16,3.660291e-16,9.499497e-01,9.499497e-01,0.000000,1.000000
BP1,16.6198,9.557566e-01,3.155240e-16,9.465719e-16,9.557566e-01,9.557566e-01,0.000000,1.000000
BP1,17.0373,9.613181e-01,7.964578e-16,2.389373e-15,9.613181e-01,9.613181e-01,0.000000,1.000000
BP1,17.4653,9.666379e-01,1.963569e-15,5.890707e-15,9.666379e-01,9.666379e-01,0.000000,1.000000
BP1,17.9040,9.717200e-01,4.730824e-15,1.419247e-14,9.717200e-01,9.717200e-01,0.000000,1.000000
BP1,18.3538,9.765685e-01,1.114507e-14,3.343520e-14,9.765685e-01,9.765685e-01,0.000000,1.000000
BP1,18.8149,9.811877e-01,2.568774e-14,7.706323e-14,9.811877e-01,9.811877e-01,0.000000,1.000000
BP1,19.2876,9.855817e-01,5.795657e-14,1.738697e-13,9.855817e-01,9.855817e-01,0.000000,1.000000
BP1,19.7721,9.897549e-01,1.280688e-13,3.842064e-13,9.897549e-01,9.897549e-01,0.000000,1.000000
BP1,20.2688,9.937115e-01,2.773147e-13,8.319440e-13,9.937115e-01,9.937115e-01,0.000000,1.000000
BP1,20.7780,9.974560e-01,5.887223e-13,1.766167e-12,9.974560e-01,9.974560e-01,0.000000,1.000000
BP1,21.3000,1.000992e+00,1.225943e-12,3.677830e-12,1.000992e+00,1.000992e+00,0.000000,1.000000
BP1,21.8351,1.004325e+00,2.505309e-12,7.515928e-12,1.004325e+00,1.004325e+00,0.000000,1.000000
BP1,22.3836,1.007459e+00,5.026750e-12,1.508025e-11,1.007459e+00,1.007459e+00,0.000000,1.000000
BP1,22.9459,1.010396e+00,9.907111e-12,2.972133e-11,1.010396e+00,1.010396e+00,0.000000,1.000000
BP1,23.5223,1.013143e+00,1.918822e-11,5.756466e-11,1.013143e+00,1.013143e+00,0.000000,1.000000
BP1,24.1133,1.015701e+00,3.653755e-11,1.096127e-10,1.015701e+00,1.015701e+00,0.000000,1.000000
BP1,24.7190,1.018076e+00,6.842994e-11,2.052898e-10,1.018076e+00,1.018076e+00,0.000000,1.000000
BP1,25.3400,1.020270e+00,1.261058e-10,3.783174e-10,1.020270e+00,1.020270e+00,0.000000,1.000000
BP1,25.9766,1.022287e+00,2.287610e-10,6.862830e-10,1.022287e+00,1.022287e+00,0.000000,1.000000
BP1,26.6292,1.024131e+00,4.086567e-10,1.225970e-09,1.024131e+00,1.024131e+00,0.000000,1.000000
BP1,27.2981,1.025803e+00,7.191711e-10,2.157513e-09,1.025803e+00,1.025803e+00,0.000000,1.000000
BP1,27.9839,1.027307e+00,1.247287e-09,3.741860e-09,1.027307e+00,1.027307e+00,0.000000,1.000000
BP1,28.6869,1.028646e+00,2.132652e-09,6.397956e-09,1.028646e+00,1.028646e+00,0.000000,1.000000
BP1,29.4076,1.029822e+00,3.596242e-09,1.078873e-08,1.029822e+00,1.029822e+00,0.000000,1.000000
BP1,30.1464,1.030837e+00,5.982804e-09,1.794841e-08,1.030837e+00,1.030837e+00,0.000000,1.000000
BP1,30.9037,1.031694e+00,9.822800e-09,2.946840e-08,1.031694e+00,1.031694e+00,0.000000,1.000000
BP1,31.6800,1.032393e+00,1.592153e-08,4.776460e-08,1.032393e+00,1.032393e+00,0.000000,1.000000
BP1,32.4759,1.032936e+00,2.548556e-08,7.645669e-08,1.032936e+00,1.032936e+00,0.000000,1.000000
BP1,33.2917,1.033325e+00,4.029958e-08,1.208987e-07,1.033325e+00,1.033325e+00,0.000000,1.000000
BP1,34.1281,1.033561e+00,6.297058e-08,1.889117e-07,1.033561e+00,1.033561e+00,0.000000,1.000000
BP1,34.9854,1.033644e+00,9.726041e-08,2.917812e-07,1.033645e+00,1.033644e+00,0.000000,1.000000
BP1,35.8643,1.033575e+00,1.485330e-07,4.455990e-07,1.033576e+00,1.033576e+00,0.000000,1.000000
BP1,36.7653,1.033355e+00,2.243481e-07,6.730442e-07,1.033356e+00,1.033355e+00,0.000001,1.000000
BP1,37.6889,1.032983e+00,3.352394e-07,1.005718e-06,1.032984e+00,1.032983e+00,0.000001,1.000001
BP1,38.6357,1.032459e+00,4.957228e-07,1.487168e-06,1.032461e+00,1.032460e+00,0.000001,1.000001
BP1,39.6063,1.031783e+00,7.255854e-07,2.176756e-06,1.031785e+00,1.031784e+00,0.000002,1.000001
BP1,40.6013,1.030954e+00,1.051516e-06,3.154548e-06,1.030957e+00,1.030955e+00,0.000003,1.000002
BP1,41.6213,1.029971e+00,1.509141e-06,4.527422e-06,1.029976e+00,1.029973e+00,0.000004,1.000003
BP1,42.6668,1.028833e+00,2.145537e-06,6.436612e-06,1.028840e+00,1.028835e+00,0.000006,1.000004
BP1,43.7387,1.027539e+00,3.022304e-06,9.066912e-06,1.027548e+00,1.027542e+00,0.000009,1.000006
BP1,44.8375,1.026087e+00,4.219262e-06,1.265779e-05,1.026100e+00,1.026091e+00,0.000012,1.000008
BP1,45.9639,1.024475e+00,5.838870e-06,1.751661e-05,1.024493e+00,1.024481e+00,0.000017,1.000011
BP1,47.1186,1.022702e+00,8.011433e-06,2.403430e-05,1.022726e+00,1.022710e+00,0.000024,1.000016
BP1,48.3023,1.020764e+00,1.090117e-05,3.270352e-05,1.020797e+00,1.020775e+00,0.000032,1.000021
BP1,49.5157,1.018660e+00,1.471322e-05,4.413967e-05,1.018704e+00,1.018674e+00,0.000043,1.000029
BP1,50.7596,1.016386e+00,1.970160e-05,5.910481e-05,1.016445e+00,1.016406e+00,0.000058,1.000039
BP1,52.0348,1.013941e+00,2.617817e-05,7.853451e-05,1.014019e+00,1.013967e+00,0.000077,1.000052
BP1,53.3420,1.011320e+00,3.452261e-05,1.035678e-04,1.011424e+00,1.011355e+00,0.000102,1.000068
BP1,54.6820,1.008521e+00,4.519339e-05,1.355802e-04,1.008657e+00,1.008566e+00,0.000134,1.000090
BP1,56.0557,1.005540e+00,5.873961e-05,1.762188e-04,1.005716e+00,1.005599e+00,0.000175,1.000117
BP1,57.4640,1.002374e+00,7.581370e-05,2.274411e-04,1.002602e+00,1.002450e+00,0.000227,1.000151
BP1,58.9075,9.990192e-01,9.718479e-05,2.915544e-04,9.993107e-01,9.991164e-01,0.000292,1.000195
BP1,60.3874,9.954714e-01,1.237525e-04,3.712576e-04,9.958427e-01,9.955952e-01,0.000373,1.000249
BP1,61.9044,9.917270e-01,1.565613e-04,4.696840e-04,9.921967e-01,9.918836e-01,0.000473,1.000316
BP1,63.4596,9.877820e-01,1.968142e-04,5.904426e-04,9.883724e-01,9.879788e-01,0.000597,1.000398
BP1,65.0538,9.836322e-01,2.458867e-04,7.376601e-04,9.843698e-01,9.838781e-01,0.000749,1.000500
BP1,66.6880,9.792736e-01,3.053399e-04,9.160196e-04,9.801896e-01,9.795789e-01,0.000935,1.000623
BP1,68.3634,9.747020e-01,3.769321e-04,1.130796e-03,9.758328e-01,9.750790e-01,0.001159,1.000773
BP1,70.0808,9.699133e-01,4.626294e-04,1.387888e-03,9.713012e-01,9.703760e-01,0.001429,1.000954
BP1,71.8413,9.649034e-01,5.646138e-04,1.693842e-03,9.665972e-01,9.654680e-01,0.001752,1.001170
BP1,73.6461,9.596681e-01,6.852889e-04,2.055867e-03,9.617239e-01,9.603534e-01,0.002138,1.001427
BP1,75.4962,9.542034e-01,8.272829e-04,2.481849e-03,9.566852e-01,9.550306e-01,0.002594,1.001732
BP1,77.3928,9.485053e-01,9.934476e-04,2.980343e-03,9.514857e-01,9.494988e-01,0.003132,1.002093
BP1,79.3370,9.425701e-01,1.186854e-03,3.560563e-03,9.461307e-01,9.437570e-01,0.003763,1.002515
BP1,81.3301,9.363942e-01,1.410785e-03,4.232354e-03,9.406265e-01,9.378050e-01,0.004500,1.003009
BP1,83.3732,9.299740e-01,1.668717e-03,5.006152e-03,9.349801e-01,9.316427e-01,0.005354,1.003582
BP1,85.4677,9.233063e-01,1.964310e-03,5.892929e-03,9.291993e-01,9.252706e-01,0.006342,1.004246
BP1,87.6148,9.163882e-01,2.301375e-03,6.904125e-03,9.232924e-01,9.186896e-01,0.007478,1.005010
BP1,89.8158,9.092170e-01,2.683853e-03,8.051559e-03,9.172686e-01,9.119009e-01,0.008778,1.005886
BP1,92.0722,9.017903e-01,3.115777e-03,9.347331e-03,9.111377e-01,9.049061e-01,0.010259,1.006886
BP1,94.3852,8.941062e-01,3.601234e-03,1.080370e-02,9.049099e-01,8.977075e-01,0.011939,1.008023
BP1,96.7563,8.861631e-01,4.144325e-03,1.243297e-02,8.985961e-01,8.903074e-01,0.013836,1.009310
BP1,99.1870,8.779599e-01,4.749111e-03,1.424733e-02,8.922072e-01,8.827090e-01,0.015969,1.010760
BP1,101.6787,8.694959e-01,5.419569e-03,1.625871e-02,8.857546e-01,8.749155e-01,0.018356,1.012389
BP1,104.2330,8.607711e-01,6.159529e-03,1.847859e-02,8.792497e-01,8.669306e-01,0.021016,1.014210
BP1,106.8516,8.517858e-01,6.972623e-03,2.091787e-02,8.727037e-01,8.587585e-01,0.023969,1.016239
BP1,109.5358,8.425413e-01,7.862224e-03,2.358667e-02,8.661279e-01,8.504035e-01,0.027232,1.018491
BP1,112.2876,8.330390e-01,8.831384e-03,2.649415e-02,8.595332e-01,8.418704e-01,0.030824,1.020980
BP1,115.1084,8.232814e-01,9.882776e-03,2.964833e-02,8.529297e-01,8.331642e-01,0.034761,1.023723
BP1,118.0001,8.132716e-01,1.101863e-02,3.305590e-02,8.463275e-01,8.242902e-01,0.039058,1.026735
BP1,120.9645,8.030132e-01,1.224069e-02,3.672208e-02,8.397353e-01,8.152539e-01,0.043731,1.030029
BP1,124.0033,7.925109e-01,1.355015e-02,4.065045e-02,8.331613e-01,8.060610e-01,0.048791,1.033621
BP1,127.1185,7.817698e-01,1.494759e-02,4.484278e-02,8.266126e-01,7.967174e-01,0.054249,1.037523
BP1,130.3119,7.707961e-01,1.643297e-02,4.929891e-02,8.200951e-01,7.872291e-01,0.060114,1.041749
BP1,133.5856,7.595968e-01,1.800555e-02,5.401666e-02,8.136134e-01,7.776023e-01,0.066391,1.046310
BP1,136.9415,7.481793e-01,1.966390e-02,5.899169e-02,8.071710e-01,7.678432e-01,0.073085,1.051219
BP1,140.3817,7.365523e-01,2.140583e-02,6.421749e-02,8.007698e-01,7.579581e-01,0.080195,1.056483
BP1,143.9083,7.247250e-01,2.322842e-02,6.968527e-02,7.944103e-01,7.479535e-01,0.087719,1.062112
BP1,147.5235,7.127076e-01,2.512800e-02,7.538399e-02,7.880916e-01,7.378356e-01,0.095654,1.068113
BP1,151.2295,7.005109e-01,2.710012e-02,8.130035e-02,7.818112e-01,7.276110e-01,0.103990,1.074491
BP1,155.0287,6.881465e-01,2.913961e-02,8.741883e-02,7.755653e-01,7.172861e-01,0.112716,1.081250
BP1,158.9233,6.756267e-01,3.124059e-02,9.372178e-02,7.693485e-01,7.068673e-01,0.121820,1.088392
BP1,162.9157,6.629645e-01,3.339648e-02,1.001894e-01,7.631540e-01,6.963610e-01,0.131283,1.095917
BP1,167.0084,6.501737e-01,3.561337e-02,1.068401e-01,7.570138e-01,6.857870e-01,0.141134,1.103861
BP1,171.2039,6.372683e-01,3.786073e-02,1.135822e-01,7.508504e-01,6.751290e-01,0.151271,1.112159
BP1,175.5049,6.242630e-01,4.014058e-02,1.204217e-01,7.446848e-01,6.644036e-01,0.161708,1.120832
BP1,179.9138,6.111732e-01,4.244429e-02,1.273329e-01,7.385061e-01,6.536175e-01,0.172420,1.129875
BP1,184.4336,5.980143e-01,4.476286e-02,1.342886e-01,7.323028e-01,6.427771e-01,0.183378,1.139280
BP1,189.0668,5.848021e-01,4.708696e-02,1.412609e-01,7.260630e-01,6.318890e-01,0.194557,1.149036
BP1,193.8165,5.715527e-01,4.940709e-02,1.482213e-01,7.197740e-01,6.209598e-01,0.205928,1.159131
BP1,198.6855,5.582824e-01,5.171357e-02,1.551407e-01,7.134231e-01,6.099959e-01,0.217460,1.169554
BP1,203.6768,5.450073e-01,5.399670e-02,1.619901e-01,7.069974e-01,5.990040e-01,0.229124,1.180288
BP1,208.7935,5.317437e-01,5.624681e-02,1.687404e-01,7.004841e-01,5.879905e-01,0.240891,1.191319
BP1,214.0388,5.185077e-01,5.845436e-02,1.753631e-01,6.938708e-01,5.769621e-01,0.252732,1.202628
BP1,219.4158,5.053151e-01,6.061000e-02,1.818300e-01,6.871451e-01,5.659251e-01,0.264617,1.214198
BP1,224.9279,4.921816e-01,6.270468e-02,1.881141e-01,6.802957e-01,5.548863e-01,0.276518,1.226009
BP1,230.5784,4.791223e-01,6.472971e-02,1.941891e-01,6.733115e-01,5.438520e-01,0.288409,1.238042
BP1,236.3709,4.661521e-01,6.667681e-02,2.000304e-01,6.661825e-01,5.328289e-01,0.300264,1.250275
BP1,242.3090,4.532851e-01,6.853821e-02,2.056146e-01,6.588997e-01,5.218233e-01,0.312058,1.262687
BP1,248.3962,4.405350e-01,7.030667e-02,2.109200e-01,6.514550e-01,5.108417e-01,0.323768,1.275258
BP1,254.6363,4.279149e-01,7.197557e-02,2.159267e-01,6.438416e-01,4.998904e-01,0.335372,1.287965
BP1,261.0332,4.154755e-01,7.353889e-02,2.206167e-01,6.360922e-01,4.890144e-01,0.346831,1.300764
BP1,267.5908,4.031604e-01,7.499130e-02,2.249739e-01,6.281343e-01,4.781517e-01,0.358162,1.313672
BP1,274.3131,3.910117e-01,7.632816e-02,2.289845e-01,6.199962e-01,4.673399e-01,0.369332,1.326649
BP1,281.2043,3.790397e-01,7.754554e-02,2.326366e-01,6.116763e-01,4.565852e-01,0.380326,1.339676
BP1,288.2686,3.672537e-01,7.864019e-02,2.359206e-01,6.031743e-01,4.458939e-01,0.391132,1.352730
BP1,295.5104,3.556625e-01,7.960962e-02,2.388289e-01,5.944914e-01,4.352722e-01,0.401736,1.365792
BP1,302.9342,3.442739e-01,8.045203e-02,2.413561e-01,5.856300e-01,4.247259e-01,0.412131,1.378842
BP1,310.5444,3.330948e-01,8.116629e-02,2.434989e-01,5.765937e-01,4.142611e-01,0.422306,1.391861
BP1,318.3458,3.221315e-01,8.175197e-02,2.452559e-01,5.673874e-01,4.038834e-01,0.432255,1.404830
BP1,326.3431,3.113893e-01,8.220927e-02,2.466278e-01,5.580171e-01,3.935986e-01,0.441972,1.417732
BP1,334.5414,3.008729e-01,8.253902e-02,2.476171e-01,5.484900e-01,3.834119e-01,0.451452,1.430550
BP1,342.9457,2.905861e-01,8.274263e-02,2.482279e-01,5.388140e-01,3.733288e-01,0.460693,1.443270
BP1,351.5610,2.805321e-01,8.282205e-02,2.484661e-01,5.289983e-01,3.633542e-01,0.469692,1.455875
BP1,360.3928,2.707133e-01,8.283599e-02,2.485080e-01,5.192213e-01,3.535493e-01,0.478617,1.468597
BP1,369.4465,2.611314e-01,8.268589e-02,2.480577e-01,5.091890e-01,3.438172e-01,0.487162,1.480987
BP1,378.7276,2.517875e-01,8.242199e-02,2.472660e-01,4.990534e-01,3.342095e-01,0.495470,1.493236
BP1,388.2419,2.426821e-01,8.204817e-02,2.461445e-01,4.888267e-01,3.247303e-01,0.503542,1.505331
BP1,397.9952,2.338153e-01,8.156866e-02,2.447060e-01,4.785213e-01,3.153840e-01,0.511379,1.517266
BP1,407.9935,2.251865e-01,8.098795e-02,2.429639e-01,4.681503e-01,3.061744e-01,0.518987,1.529031
BP1,418.2429,2.167945e-01,8.031081e-02,2.409324e-01,4.577269e-01,2.971053e-01,0.526367,1.540622
BP1,428.7499,2.086379e-01,7.954217e-02,2.386265e-01,4.472644e-01,2.881801e-01,0.533524,1.552031
BP1,439.5208,2.007148e-01,7.868715e-02,2.360614e-01,4.367763e-01,2.794020e-01,0.540463,1.563254
BP1,450.5623,1.930229e-01,7.775098e-02,2.332529e-01,4.262758e-01,2.707739e-01,0.547188,1.574287
BP1,461.8812,1.855595e-01,7.673896e-02,2.302169e-01,4.157764e-01,2.622985e-01,0.553704,1.585127
BP1,473.4844,1.783937e-01,7.565645e-02,2.269694e-01,4.053630e-01,2.540501e-01,0.559916,1.595603
BP1,485.3791,1.713904e-01,7.450882e-02,2.235265e-01,3.949168e-01,2.458992e-01,0.566009,1.606011
BP1,497.5727,1.646075e-01,7.330142e-02,2.199042e-01,3.845117e-01,2.379089e-01,0.571905,1.616214
BP1,510.0725,1.580414e-01,7.203953e-02,2.161186e-01,3.741600e-01,2.300810e-01,0.577610,1.626210
BP1,522.8864,1.516885e-01,7.072838e-02,2.121851e-01,3.638737e-01,2.224169e-01,0.583129,1.635998
BP1,536.0222,1.455448e-01,6.937310e-02,2.081193e-01,3.536641e-01,2.149179e-01,0.588466,1.645578
BP1,549.4879,1.396062e-01,6.797869e-02,2.039361e-01,3.435422e-01,2.075848e-01,0.593627,1.654949
BP1,563.2920,1.338684e-01,6.655004e-02,1.996501e-01,3.335185e-01,2.004185e-01,0.598618,1.664111
BP1,577.4428,1.283273e-01,6.515875e-02,1.954762e-01,3.238036e-01,1.934861e-01,0.603688,1.673524
BP1,591.9492,1.229785e-01,6.368578e-02,1.910573e-01,3.140358e-01,1.866642e-01,0.608394,1.682357
BP1,606.8199,1.178174e-01,6.219331e-02,1.865799e-01,3.043973e-01,1.800107e-01,0.612949,1.690996
BP1,622.0642,1.128396e-01,6.068559e-02,1.820568e-01,2.948964e-01,1.735252e-01,0.617358,1.699444
BP1,637.6915,1.080406e-01,5.916665e-02,1.774999e-01,2.855405e-01,1.672072e-01,0.621628,1.707704
BP1,653.7114,1.034158e-01,5.764034e-02,1.729210e-01,2.763368e-01,1.610561e-01,0.625762,1.715780
BP1,670.1337,9.896058e-02,5.611030e-02,1.683309e-01,2.672915e-01,1.550709e-01,0.629765,1.723673
BP1,686.9686,9.473186e-02,5.457995e-02,1.637399e-01,2.584717e-01,1.493118e-01,0.633492,1.731087
BP1,704.2264,9.061082e-02,5.305251e-02,1.591575e-01,2.497684e-01,1.436633e-01,0.637221,1.738567
BP1,721.9178,8.664654e-02,5.153098e-02,1.545929e-01,2.412395e-01,1.381775e-01,0.640828,1.745866
BP1,740.0535,8.283451e-02,5.001814e-02,1.500544e-01,2.328889e-01,1.328527e-01,0.644318,1.752987
BP1,758.6449,7.917028e-02,4.851660e-02,1.455498e-01,2.247201e-01,1.276869e-01,0.647694,1.759931
BP1,777.7033,7.564940e-02,4.702873e-02,1.410862e-01,2.167356e-01,1.226781e-01,0.650960,1.766701
BP1,797.2405,7.226749e-02,4.561110e-02,1.368333e-01,2.091008e-01,1.178786e-01,0.654389,1.773866
BP1,817.2686,6.902020e-02,4.416408e-02,1.324923e-01,2.015125e-01,1.131843e-01,0.657489,1.780393
BP1,837.7997,6.590326e-02,4.273734e-02,1.282120e-01,1.941153e-01,1.086406e-01,0.660494,1.786766
BP1,858.8466,6.291242e-02,4.133250e-02,1.239975e-01,1.869099e-01,1.042449e-01,0.663408,1.792988
BP1,880.4223,6.004353e-02,3.995102e-02,1.198531e-01,1.798966e-01,9.999456e-02,0.666233,1.799064
BP1,902.5400,5.733844e-02,3.859421e-02,1.157826e-01,1.731211e-01,9.593265e-02,0.668796,1.804611
BP1,925.2133,5.470697e-02,3.726319e-02,1.117896e-01,1.664965e-01,9.197016e-02,0.671423,1.810332
BP1,948.4562,5.218581e-02,3.595894e-02,1.078768e-01,1.600626e-01,8.814475e-02,0.673966,1.815907
BP1,972.2830,4.977108e-02,3.468228e-02,1.040469e-01,1.538179e-01,8.445336e-02,0.676429,1.821336
BP1,996.7084,4.745898e-02,3.343392e-02,1.003018e-01,1.477608e-01,8.089291e-02,0.678812,1.826622
BP1,1021.7473,4.524580e-02,3.225577e-02,9.676732e-02,1.420131e-01,7.750157e-02,0.681397,1.832390
BP1,1047.4153,4.312788e-02,3.107046e-02,9.321138e-02,1.363393e-01,7.419834e-02,0.683672,1.837497
BP1,1073.7282,4.110167e-02,2.991512e-02,8.974536e-02,1.308470e-01,7.101680e-02,0.685880,1.842480
BP1,1100.7020,3.916371e-02,2.878998e-02,8.636995e-02,1.255337e-01,6.795369e-02,0.688022,1.847341
BP1,1128.3535,3.731060e-02,2.769517e-02,8.308550e-02,1.203961e-01,6.500577e-02,0.690101,1.852083
BP1,1156.6996,3.557797e-02,2.663070e-02,7.989210e-02,1.154701e-01,6.220868e-02,0.691886,1.856173
BP1,1185.7578,3.388903e-02,2.559654e-02,7.678961e-02,1.106786e-01,5.948557e-02,0.693807,1.860596
BP1,1215.5460,3.227558e-02,2.459254e-02,7.377761e-02,1.060532e-01,5.686812e-02,0.695666,1.864897
BP1,1246.0826,3.073458e-02,2.361851e-02,7.085552e-02,1.015901e-01,5.435309e-02,0.697465,1.869077
BP1,1277.3863,2.926308e-02,2.270837e-02,6.812512e-02,9.738820e-02,5.197146e-02,0.699521,1.873879
BP1,1309.4763,2.785823e-02,2.179701e-02,6.539102e-02,9.324925e-02,4.965524e-02,0.701250,1.877934
BP1,1342.3726,2.651725e-02,2.091484e-02,6.274452e-02,8.926177e-02,4.743209e-02,0.702927,1.881886
BP1,1376.0952,2.526560e-02,2.006145e-02,6.018435e-02,8.544995e-02,4.532705e-02,0.704323,1.885187
BP1,1410.6650,2.404733e-02,1.923637e-02,5.770910e-02,8.175643e-02,4.328370e-02,0.705866,1.888850
BP1,1446.1033,2.288531e-02,1.843908e-02,5.531725e-02,7.820256e-02,4.132439e-02,0.707359,1.892407
BP1,1482.4318,2.177711e-02,1.766906e-02,5.300719e-02,7.478430e-02,3.944617e-02,0.708801,1.895857
BP1,1519.6730,2.072039e-02,1.695211e-02,5.085634e-02,7.157673e-02,3.767250e-02,0.710515,1.899973
BP1,1557.8497,1.971288e-02,1.623748e-02,4.871245e-02,6.842533e-02,3.595036e-02,0.711907,1.903328
BP1,1596.9855,1.875241e-02,1.554849e-02,4.664546e-02,6.539787e-02,3.430090e-02,0.713257,1.906594
BP1,1637.1044,1.785988e-02,1.488450e-02,4.465349e-02,6.251338e-02,3.274438e-02,0.714303,1.909133
BP1,1678.2312,1.698947e-02,1.424488e-02,4.273463e-02,5.972410e-02,3.123435e-02,0.715534,1.912129
BP1,1720.3912,1.616014e-02,1.362898e-02,4.088693e-02,5.704708e-02,2.978912e-02,0.716723,1.915031
BP1,1763.6103,1.537003e-02,1.305667e-02,3.917002e-02,5.454005e-02,2.842670e-02,0.718188,1.918620
BP1,1807.9151,1.461733e-02,1.248815e-02,3.746446e-02,5.208179e-02,2.710548e-02,0.719339,1.921449
BP1,1853.3330,1.390032e-02,1.194147e-02,3.582440e-02,4.972472e-02,2.584179e-02,0.720454,1.924198
BP1,1899.8918,1.323603e-02,1.141595e-02,3.424786e-02,4.748389e-02,2.465199e-02,0.721252,1.926169
BP1,1947.6202,1.258719e-02,1.091096e-02,3.273287e-02,4.532006e-02,2.349815e-02,0.722260,1.928665
BP1,1996.5477,1.196935e-02,1.042582e-02,3.127747e-02,4.324682e-02,2.239517e-02,0.723232,1.931078
BP1,2046.7043,1.138105e-02,9.977167e-03,2.993150e-02,4.131255e-02,2.135821e-02,0.724514,1.934270
BP1,2098.1209,1.082090e-02,9.531300e-03,2.859390e-02,3.941480e-02,2.035220e-02,0.725461,1.936636
BP1,2150.8292,1.030246e-02,9.103435e-03,2.731030e-02,3.761276e-02,1.940589e-02,0.726091,1.938213
BP1,2204.8617,9.795931e-03,8.692948e-03,2.607884e-02,3.587477e-02,1.848888e-02,0.726941,1.940343
BP1,2260.2515,9.313766e-03,8.299229e-03,2.489769e-02,3.421145e-02,1.761300e-02,0.727759,1.942398
BP1,2317.0328,8.854797e-03,7.935819e-03,2.380746e-02,3.266225e-02,1.679062e-02,0.728898,1.945268
