benchmark,v_km_s,sigma_even,sigma_odd_raw,sigma_odd_x3,sigma_maj,sigma_dirac,R_triplet,maj_dir_ratio
BP1,2375.2405,8.417906e-03,7.574988e-03,2.272496e-02,3.114287e-02,1.599289e-02,0.729700,1.947294
BP1,2434.9105,8.014572e-03,7.229200e-03,2.168760e-02,2.970217e-02,1.524377e-02,0.730169,1.948479
BP1,2496.0795,7.619694e-03,6.897894e-03,2.069368e-02,2.831338e-02,1.451759e-02,0.730880,1.950281
BP1,2558.7852,7.243873e-03,6.591776e-03,1.977533e-02,2.701920e-02,1.383565e-02,0.731899,1.952868
BP1,2623.0662,6.886184e-03,6.288687e-03,1.886606e-02,2.575225e-02,1.317487e-02,0.732599,1.954649
BP1,2688.9620,6.555951e-03,5.998505e-03,1.799551e-02,2.455146e-02,1.255446e-02,0.732971,1.955598
BP1,2756.5132,6.232703e-03,5.720723e-03,1.716217e-02,2.339487e-02,1.195343e-02,0.733587,1.957169
BP1,2825.7614,5.925080e-03,5.464198e-03,1.639259e-02,2.231767e-02,1.138928e-02,0.734512,1.959534
BP1,2896.7492,5.632316e-03,5.210467e-03,1.563140e-02,2.126372e-02,1.084278e-02,0.735121,1.961094
BP1,2969.5204,5.362312e-03,4.967729e-03,1.490319e-02,2.026550e-02,1.033004e-02,0.735397,1.961802
BP1,3044.1197,5.097751e-03,4.735535e-03,1.420660e-02,1.930436e-02,9.833285e-03,0.735927,1.963164
BP1,3120.5931,4.845979e-03,4.521480e-03,1.356444e-02,1.841042e-02,9.367459e-03,0.736781,1.965359
BP1,3198.9876,4.606368e-03,4.309670e-03,1.292901e-02,1.753538e-02,8.916038e-03,0.737310,1.966723
BP1,3279.3515,4.385832e-03,4.107164e-03,1.232149e-02,1.670732e-02,8.492995e-03,0.737490,1.967188
BP1,3361.7343,4.169295e-03,3.913571e-03,1.174071e-02,1.591001e-02,8.082866e-03,0.737945,1.968362
BP1,3446.1867,3.963215e-03,3.735594e-03,1.120678e-02,1.517000e-02,7.698809e-03,0.738746,1.970434
BP1,3532.7606,3.773346e-03,3.559192e-03,1.067758e-02,1.445092e-02,7.332538e-03,0.738885,1.970794
BP1,3621.5095,3.587087e-03,3.390626e-03,1.017188e-02,1.375897e-02,6.977713e-03,0.739291,1.971844
BP1,3712.4878,3.409818e-03,3.235531e-03,9.706593e-03,1.311641e-02,6.645349e-03,0.740034,1.973773
BP1,3805.7517,3.246450e-03,3.082032e-03,9.246096e-03,1.249255e-02,6.328482e-03,0.740129,1.974019
BP1,3901.3586,3.086207e-03,2.935403e-03,8.806209e-03,1.189242e-02,6.021610e-03,0.740489,1.974956
BP1,3999.3672,2.933690e-03,2.800495e-03,8.401486e-03,1.133518e-02,5.734185e-03,0.741187,1.976772
BP1,4099.8380,2.788517e-03,2.667048e-03,8.001145e-03,1.078966e-02,5.455566e-03,0.741557,1.977735
BP1,4202.8327,2.650326e-03,2.539612e-03,7.618837e-03,1.026916e-02,5.189939e-03,0.741914,1.978668
BP1,4308.4149,2.524040e-03,2.417922e-03,7.253766e-03,9.777806e-03,4.941962e-03,0.741860,1.978527
BP1,4416.6495,2.399098e-03,2.301724e-03,6.905172e-03,9.304270e-03,4.700822e-03,0.742151,1.979286
BP1,4527.6031,2.280156e-03,2.190775e-03,6.572326e-03,8.852482e-03,4.470932e-03,0.742427,1.980008
BP1,4641.3441,2.166919e-03,2.090193e-03,6.270579e-03,8.437497e-03,4.257112e-03,0.743180,1.981977
BP1,4757.9424,2.059106e-03,1.989328e-03,5.967983e-03,8.027089e-03,4.048434e-03,0.743480,1.982764
BP1,4877.4698,1.956452e-03,1.893041e-03,5.679122e-03,7.635574e-03,3.849493e-03,0.743771,1.983527
BP1,5000.0000,1.864098e-03,1.801128e-03,5.403383e-03,7.267482e-03,3.665226e-03,0.743501,1.982819
MAP,3.0000,2.764226e+00,3.132529e-17,9.397588e-17,2.764226e+00,2.764226e+00,0.000000,1.000000
MAP,3.0754,2.762956e+00,9.521024e-17,2.856307e-16,2.762956e+00,2.762956e+00,0.000000,1.000000
MAP,3.1526,2.761620e+00,2.813378e-16,8.440133e-16,2.761620e+00,2.761620e+00,0.000000,1.000000
MAP,3.2318,2.760215e+00,8.087810e-16,2.426343e-15,2.760215e+00,2.760215e+00,0.000000,1.000000
MAP,3.3130,2.758739e+00,2.263539e-15,6.790616e-15,2.758739e+00,2.758739e+00,0.000000,1.000000
MAP,3.3962,2.757187e+00,6.171449e-15,1.851435e-14,2.757187e+00,2.757187e+00,0.000000,1.000000
MAP,3.4816,2.755557e+00,1.640249e-14,4.920748e-14,2.755557e+00,2.755557e+00,0.000000,1.000000
MAP,3.5690,2.753844e+00,4.252364e-14,1.275709e-13,2.753844e+00,2.753844e+00,0.000000,1.000000
MAP,3.6587,2.752045e+00,1.076010e-13,3.228031e-13,2.752045e+00,2.752045e+00,0.000000,1.000000
MAP,3.7506,2.750156e+00,2.659068e-13,7.977203e-13,2.750156e+00,2.750156e+00,0.000000,1.000000
MAP,3.8448,2.748172e+00,6.421314e-13,1.926394e-12,2.748172e+00,2.748172e+00,0.000000,1.000000
MAP,3.9414,2.746089e+00,1.516173e-12,4.548520e-12,2.746089e+00,2.746089e+00,0.000000,1.000000
MAP,4.0404,2.743901e+00,3.502246e-12,1.050674e-11,2.743901e+00,2.743901e+00,0.000000,1.000000
MAP,4.1419,2.741605e+00,7.918705e-12,2.375611e-11,2.741605e+00,2.741605e+00,0.000000,1.000000
MAP,4.2460,2.739194e+00,1.753486e-11,5.260459e-11,2.739194e+00,2.739194e+00,0.000000,1.000000
MAP,4.3526,2.736664e+00,3.804666e-11,1.141400e-10,2.736664e+00,2.736664e+00,0.000000,1.000000
MAP,4.4620,2.734008e+00,8.093134e-11,2.427940e-10,2.734008e+00,2.734008e+00,0.000000,1.000000
MAP,4.5741,2.731221e+00,1.688563e-10,5.065690e-10,2.731221e+00,2.731221e+00,0.000000,1.000000
MAP,4.6890,2.728296e+00,3.457225e-10,1.037167e-09,2.728296e+00,2.728296e+00,0.000000,1.000000
MAP,4.8068,2.725227e+00,6.949472e-10,2.084842e-09,2.725227e+00,2.725227e+00,0.000000,1.000000
MAP,4.9275,2.722007e+00,1.372110e-09,4.116331e-09,2.722007e+00,2.722007e+00,0.000000,1.000000
MAP,5.0513,2.718628e+00,2.662156e-09,7.986469e-09,2.718628e+00,2.718628e+00,0.000000,1.000000
MAP,5.1782,2.715083e+00,5.077790e-09,1.523337e-08,2.715083e+00,2.715083e+00,0.000000,1.000000
MAP,5.3083,2.711365e+00,9.525712e-09,2.857713e-08,2.711365e+00,2.711365e+00,0.000000,1.000000
MAP,5.4417,2.707465e+00,1.758254e-08,5.274762e-08,2.707465e+00,2.707465e+00,0.000000,1.000000
MAP,5.5784,2.703375e+00,3.194499e-08,9.583498e-08,2.703375e+00,2.703375e+00,0.000000,1.000000
MAP,5.7185,2.699086e+00,5.715209e-08,1.714563e-07,2.699086e+00,2.699086e+00,0.000000,1.000000
MAP,5.8622,2.694589e+00,1.007247e-07,3.021741e-07,2.694589e+00,2.694589e+00,0.000000,1.000000
MAP,6.0094,2.689874e+00,1.749350e-07,5.248049e-07,2.689874e+00,2.689874e+00,0.000000,1.000000
MAP,6.1604,2.684931e+00,2.995104e-07,8.985313e-07,2.684932e+00,2.684931e+00,0.000000,1.000000
MAP,6.3152,2.679750e+00,5.057027e-07,1.517108e-06,2.679751e+00,2.679750e+00,0.000001,1.000000
MAP,6.4738,2.674320e+00,8.423173e-07,2.526952e-06,2.674322e+00,2.674321e+00,0.000001,1.000001
MAP,6.6364,2.668630e+00,1.384516e-06,4.153549e-06,2.668634e+00,2.668631e+00,0.000002,1.000001
MAP,6.8031,2.662668e+00,2.246482e-06,6.739445e-06,2.662674e+00,2.662670e+00,0.000003,1.000002
MAP,6.9741,2.656422e+00,3.599366e-06,1.079810e-05,2.656433e+00,2.656426e+00,0.000004,1.000003
MAP,7.1493,2.649880e+00,5.696381e-06,1.708914e-05,2.649897e+00,2.649886e+00,0.000006,1.000004
MAP,7.3289,2.643029e+00,8.907366e-06,2.672210e-05,2.643055e+00,2.643038e+00,0.000010,1.000007
MAP,7.5130,2.635855e+00,1.376573e-05,4.129720e-05,2.635896e+00,2.635869e+00,0.000016,1.000010
MAP,7.7017,2.628344e+00,2.103136e-05,6.309408e-05,2.628407e+00,2.628365e+00,0.000024,1.000016
MAP,7.8952,2.620483e+00,3.177361e-05,9.532084e-05,2.620578e+00,2.620515e+00,0.000036,1.000024
MAP,8.0935,2.612256e+00,4.747947e-05,1.424384e-04,2.612399e+00,2.612304e+00,0.000055,1.000036
MAP,8.2968,2.603648e+00,7.019226e-05,2.105768e-04,2.603859e+00,2.603718e+00,0.000081,1.000054
MAP,8.5053,2.594644e+00,1.026871e-04,3.080612e-04,2.594952e+00,2.594747e+00,0.000119,1.000079
MAP,8.7189,2.585227e+00,1.486893e-04,4.460680e-04,2.585673e+00,2.585375e+00,0.000173,1.000115
MAP,8.9380,2.575380e+00,2.131428e-04,6.394283e-04,2.576020e+00,2.575593e+00,0.000248,1.000166
MAP,9.1625,2.565088e+00,3.025330e-04,9.075990e-04,2.565995e+00,2.565390e+00,0.000354,1.000236
MAP,9.3927,2.554331e+00,4.252710e-04,1.275813e-03,2.555607e+00,2.554756e+00,0.000499,1.000333
MAP,9.6287,2.543092e+00,5.921398e-04,1.776419e-03,2.544869e+00,2.543685e+00,0.000698,1.000466
MAP,9.8705,2.531354e+00,8.168046e-04,2.450414e-03,2.533804e+00,2.532171e+00,0.000967,1.000645
MAP,10.1185,2.519097e+00,1.116382e-03,3.349145e-03,2.522446e+00,2.520213e+00,0.001328,1.000886
MAP,10.3727,2.506302e+00,1.512058e-03,4.536175e-03,2.510838e+00,2.507814e+00,0.001807,1.001206
MAP,10.6333,2.492951e+00,2.029747e-03,6.089241e-03,2.499040e+00,2.494980e+00,0.002437,1.001627
MAP,10.9004,2.479023e+00,2.700756e-03,8.102267e-03,2.487125e+00,2.481723e+00,0.003258,1.002177
MAP,11.1742,2.464498e+00,3.562437e-03,1.068731e-02,2.475186e+00,2.468061e+00,0.004318,1.002887
MAP,11.4550,2.449358e+00,4.658786e-03,1.397636e-02,2.463334e+00,2.454017e+00,0.005674,1.003797
MAP,11.7427,2.433581e+00,6.040937e-03,1.812281e-02,2.451704e+00,2.439622e+00,0.007392,1.004952
MAP,12.0377,2.417148e+00,7.767511e-03,2.330253e-02,2.440450e+00,2.424915e+00,0.009548,1.006406
MAP,12.3401,2.400038e+00,9.904746e-03,2.971424e-02,2.429752e+00,2.409943e+00,0.012229,1.008220
MAP,12.6501,2.382232e+00,1.252638e-02,3.757913e-02,2.419811e+00,2.394758e+00,0.015530,1.010461
MAP,12.9679,2.363709e+00,1.571319e-02,4.713957e-02,2.410848e+00,2.379422e+00,0.019553,1.013208
MAP,13.2937,2.344450e+00,1.955223e-02,5.865668e-02,2.403106e+00,2.364002e+00,0.024409,1.016542
MAP,13.6277,2.324435e+00,2.413559e-02,7.240676e-02,2.396842e+00,2.348571e+00,0.030209,1.020553
MAP,13.9700,2.303646e+00,2.955884e-02,8.867653e-02,2.392323e+00,2.333205e+00,0.037067,1.025338
MAP,14.3210,2.282065e+00,3.591909e-02,1.077573e-01,2.389822e+00,2.317984e+00,0.045090,1.030992
MAP,14.6807,2.259673e+00,4.331262e-02,1.299379e-01,2.389611e+00,2.302985e+00,0.054376,1.037614
MAP,15.0495,2.236454e+00,5.183239e-02,1.554972e-01,2.391952e+00,2.288287e+00,0.065008,1.045302
MAP,15.4276,2.212393e+00,6.156525e-02,1.846958e-01,2.397089e+00,2.273959e+00,0.077050,1.054148
MAP,15.8152,2.187476e+00,7.258921e-02,2.177676e-01,2.405243e+00,2.260065e+00,0.090539,1.064236
MAP,16.2125,2.161688e+00,8.497074e-02,2.549122e-01,2.416600e+00,2.246659e+00,0.105484,1.075642
MAP,16.6198,2.135019e+00,9.876235e-02,2.962871e-01,2.431306e+00,2.233782e+00,0.121863,1.088426
MAP,17.0373,2.107460e+00,1.140005e-01,3.420015e-01,2.449461e+00,2.221460e+00,0.139623,1.102636
MAP,17.4653,2.079002e+00,1.307040e-01,3.921119e-01,2.471114e+00,2.209706e+00,0.158678,1.118300
MAP,17.9040,2.049641e+00,1.488729e-01,4.466188e-01,2.496260e+00,2.198514e+00,0.178915,1.135430
MAP,18.3538,2.019375e+00,1.684885e-01,5.054655e-01,2.524841e+00,2.187864e+00,0.200197,1.154021
MAP,18.8149,1.988205e+00,1.895130e-01,5.685390e-01,2.556744e+00,2.177718e+00,0.222368,1.174047
MAP,19.2876,1.956135e+00,2.118907e-01,6.356722e-01,2.591808e+00,2.168026e+00,0.245262,1.195469
MAP,19.7721,1.923174e+00,2.355495e-01,7.066484e-01,2.629823e+00,2.158724e+00,0.268706,1.218230
MAP,20.2688,1.889335e+00,2.604021e-01,7.812064e-01,2.670541e+00,2.149737e+00,0.292527,1.242264
MAP,20.7780,1.854635e+00,2.863491e-01,8.590472e-01,2.713682e+00,2.140984e+00,0.316561,1.267493
MAP,21.3000,1.819098e+00,3.132802e-01,9.398407e-01,2.758939e+00,2.132379e+00,0.340653,1.293832
MAP,21.8351,1.782754e+00,3.410775e-01,1.023233e+00,2.805986e+00,2.123831e+00,0.364661,1.321191
MAP,22.3836,1.745637e+00,3.696172e-01,1.108852e+00,2.854489e+00,2.115255e+00,0.388459,1.349478
MAP,22.9459,1.707792e+00,3.987718e-01,1.196316e+00,2.904108e+00,2.106564e+00,0.411939,1.378599
MAP,23.5223,1.669269e+00,4.284189e-01,1.285257e+00,2.954526e+00,2.097688e+00,0.435013,1.408468
MAP,24.1133,1.630127e+00,4.584194e-01,1.375258e+00,3.005385e+00,2.088546e+00,0.457598,1.438984
MAP,24.7190,1.590433e+00,4.886498e-01,1.465949e+00,3.056382e+00,2.079083e+00,0.479636,1.470063
MAP,25.3400,1.550263e+00,5.189845e-01,1.556954e+00,3.107217e+00,2.069247e+00,0.501077,1.501617
MAP,25.9766,1.509703e+00,5.493008e-01,1.647902e+00,3.157605e+00,2.059003e+00,0.521884,1.533560
MAP,26.6292,1.468846e+00,5.794789e-01,1.738437e+00,3.207283e+00,2.048325e+00,0.542028,1.565808
MAP,27.2981,1.427796e+00,6.094026e-01,1.828208e+00,3.256003e+00,2.037198e+00,0.561488,1.598275
MAP,27.9839,1.386663e+00,6.389591e-01,1.916877e+00,3.303540e+00,2.025622e+00,0.580249,1.630877
MAP,28.6869,1.345567e+00,6.680387e-01,2.004116e+00,3.349683e+00,2.013605e+00,0.598300,1.663525
MAP,29.4076,1.304632e+00,6.965352e-01,2.089606e+00,3.394238e+00,2.001167e+00,0.615633,1.696129
MAP,30.1464,1.263990e+00,7.243451e-01,2.173035e+00,3.437026e+00,1.988335e+00,0.632243,1.728594
MAP,30.9037,1.223777e+00,7.513680e-01,2.254104e+00,3.477881e+00,1.975145e+00,0.648126,1.760823
MAP,31.6800,1.184129e+00,7.775066e-01,2.332520e+00,3.516649e+00,1.961636e+00,0.663279,1.792712
MAP,32.4759,1.145186e+00,8.026663e-01,2.407999e+00,3.553185e+00,1.947852e+00,0.677702,1.824155
MAP,33.2917,1.107083e+00,8.267561e-01,2.480268e+00,3.587352e+00,1.933840e+00,0.691393,1.855041
MAP,34.1281,1.069956e+00,8.496883e-01,2.549065e+00,3.619021e+00,1.919644e+00,0.704352,1.885256
MAP,34.9854,1.033931e+00,8.713795e-01,2.614138e+00,3.648069e+00,1.905310e+00,0.716581,1.914685
MAP,35.8643,9.991298e-01,8.917506e-01,2.675252e+00,3.674382e+00,1.890880e+00,0.728082,1.943212
MAP,36.7653,9.657132e-01,9.107279e-01,2.732184e+00,3.697897e+00,1.876441e+00,0.738848,1.970697
MAP,37.6889,9.337022e-01,9.282436e-01,2.784731e+00,3.718433e+00,1.861946e+00,0.748899,1.997068
MAP,38.6357,9.032211e-01,9.442367e-01,2.832710e+00,3.735931e+00,1.847458e+00,0.758234,2.022201
MAP,39.6063,8.743456e-01,9.586535e-01,2.875961e+00,3.750306e+00,1.832999e+00,0.766860,2.045995
MAP,40.6013,8.471373e-01,9.714486e-01,2.914346e+00,3.761483e+00,1.818586e+00,0.774786,2.068356
MAP,41.6213,8.216429e-01,9.825853e-01,2.947756e+00,3.769399e+00,1.804228e+00,0.782023,2.089203
MAP,42.6668,7.978943e-01,9.920365e-01,2.976110e+00,3.774004e+00,1.789931e+00,0.788581,2.108464
MAP,43.7387,7.759082e-01,9.997850e-01,2.999355e+00,3.775263e+00,1.775693e+00,0.794476,2.126079
MAP,44.8375,7.556871e-01,1.005824e+00,3.017471e+00,3.773158e+00,1.761511e+00,0.799720,2.142001
MAP,45.9639,7.372197e-01,1.010156e+00,3.030468e+00,3.767688e+00,1.747376e+00,0.804331,2.156198
MAP,47.1186,7.204816e-01,1.012796e+00,3.038387e+00,3.758868e+00,1.733277e+00,0.808325,2.168648
MAP,48.3023,7.054366e-01,1.013767e+00,3.041300e+00,3.746736e+00,1.719203e+00,0.811720,2.179345
MAP,49.5157,6.920376e-01,1.013198e+00,3.039595e+00,3.731632e+00,1.705236e+00,0.814548,2.188338
MAP,50.7596,6.802282e-01,1.010977e+00,3.032932e+00,3.713160e+00,1.691206e+00,0.816806,2.195570
MAP,52.0348,6.699432e-01,1.007228e+00,3.021683e+00,3.691626e+00,1.677171e+00,0.818524,2.201103
MAP,53.3420,6.611103e-01,1.002011e+00,3.006033e+00,3.667144e+00,1.663121e+00,0.819721,2.204977
MAP,54.6820,6.536513e-01,9.953983e-01,2.986195e+00,3.639846e+00,1.649050e+00,0.820418,2.207239
MAP,56.0557,6.474826e-01,9.874657e-01,2.962397e+00,3.609880e+00,1.634948e+00,0.820636,2.207947
MAP,57.4640,6.425169e-01,9.782956e-01,2.934887e+00,3.577404e+00,1.620812e+00,0.820396,2.207167
MAP,58.9075,6.386632e-01,9.679751e-01,2.903925e+00,3.542588e+00,1.606638e+00,0.819718,2.204970
MAP,60.3874,6.358283e-01,9.565951e-01,2.869785e+00,3.505614e+00,1.592423e+00,0.818626,2.201433
MAP,61.9044,6.339171e-01,9.442494e-01,2.832748e+00,3.466665e+00,1.578166e+00,0.817139,2.196641
MAP,63.4596,6.328332e-01,9.310334e-01,2.793100e+00,3.425933e+00,1.563867e+00,0.815282,2.190681
MAP,65.0538,6.326895e-01,9.170440e-01,2.751132e+00,3.383822e+00,1.549734e+00,0.813025,2.183486
MAP,66.6880,6.330359e-01,9.023783e-01,2.707135e+00,3.340171e+00,1.535414e+00,0.810478,2.175420
MAP,68.3634,6.339358e-01,8.871331e-01,2.661399e+00,3.295335e+00,1.521069e+00,0.807626,2.166460
MAP,70.0808,6.352964e-01,8.714040e-01,2.614212e+00,3.249508e+00,1.506700e+00,0.804495,2.156705
MAP,71.8413,6.370260e-01,8.552851e-01,2.565855e+00,3.202881e+00,1.492311e+00,0.801108,2.146256
MAP,73.6461,6.390347e-01,8.388685e-01,2.516606e+00,3.155640e+00,1.477903e+00,0.797494,2.135214
MAP,75.4962,6.412346e-01,8.222434e-01,2.466730e+00,3.107965e+00,1.463478e+00,0.793680,2.123684
MAP,77.3928,6.435403e-01,8.054958e-01,2.416487e+00,3.060028e+00,1.449036e+00,0.789695,2.111768
MAP,79.3370,6.458694e-01,7.889654e-01,2.366896e+00,3.012766e+00,1.434835e+00,0.785622,2.099730
MAP,81.3301,6.481423e-01,7.722930e-01,2.316879e+00,2.965021e+00,1.420435e+00,0.781404,2.087403
MAP,83.3732,6.502835e-01,7.557521e-01,2.267256e+00,2.917540e+00,1.406036e+00,0.777112,2.075011
MAP,85.4677,6.522212e-01,7.394153e-01,2.218246e+00,2.870467e+00,1.391637e+00,0.772782,2.062656
MAP,87.6148,6.538881e-01,7.233503e-01,2.170051e+00,2.823939e+00,1.377238e+00,0.768448,2.050436
MAP,89.8158,6.552218e-01,7.076192e-01,2.122858e+00,2.778079e+00,1.362841e+00,0.764146,2.038447
MAP,92.0722,6.561650e-01,6.922786e-01,2.076836e+00,2.733001e+00,1.348444e+00,0.759910,2.026782
MAP,94.3852,6.569645e-01,6.773788e-01,2.032136e+00,2.689101e+00,1.334343e+00,0.755694,2.015299
MAP,96.7563,6.570602e-01,6.629635e-01,1.988891e+00,2.645951e+00,1.320024e+00,0.751673,2.004472
MAP,99.1870,6.566472e-01,6.490698e-01,1.947209e+00,2.603857e+00,1.305717e+00,0.747817,1.994197
MAP,101.6787,6.556954e-01,6.357275e-01,1.907183e+00,2.562878e+00,1.291423e+00,0.744157,1.984538
MAP,104.2330,6.541815e-01,6.229593e-01,1.868878e+00,2.523059e+00,1.277141e+00,0.740719,1.975553
MAP,106.8516,6.520890e-01,6.107805e-01,1.832342e+00,2.484431e+00,1.262870e+00,0.737530,1.967290
MAP,109.5358,6.494084e-01,5.991991e-01,1.797597e+00,2.447006e+00,1.248607e+00,0.734611,1.959788
MAP,112.2876,6.461367e-01,5.886157e-01,1.765847e+00,2.411984e+00,1.234752e+00,0.732114,1.953415
MAP,115.1084,6.422774e-01,5.783257e-01,1.734977e+00,2.377254e+00,1.220603e+00,0.729824,1.947606
MAP,118.0001,6.378402e-01,5.686354e-01,1.705906e+00,2.343746e+00,1.206476e+00,0.727854,1.942639
MAP,120.9645,6.328403e-01,5.595284e-01,1.678585e+00,2.311426e+00,1.192369e+00,0.726212,1.938516
MAP,124.0033,6.272983e-01,5.509829e-01,1.652949e+00,2.280247e+00,1.178281e+00,0.724899,1.935232
MAP,127.1185,6.212392e-01,5.429716e-01,1.628915e+00,2.250154e+00,1.164211e+00,0.723913,1.932772
MAP,130.3119,6.151606e-01,5.354628e-01,1.606388e+00,2.221549e+00,1.150623e+00,0.723094,1.930735
MAP,133.5856,6.082688e-01,5.284209e-01,1.585263e+00,2.193532e+00,1.136690e+00,0.722699,1.929754
MAP,136.9415,6.009778e-01,5.218070e-01,1.565421e+00,2.166399e+00,1.122785e+00,0.722591,1.929487
MAP,140.3817,5.933273e-01,5.155797e-01,1.546739e+00,2.140066e+00,1.108907e+00,0.722753,1.929888
MAP,143.9083,5.853586e-01,5.096955e-01,1.529087e+00,2.114445e+00,1.095054e+00,0.723162,1.930905
MAP,147.5235,5.771136e-01,5.045907e-01,1.513772e+00,2.090886e+00,1.081704e+00,0.723986,1.932955
MAP,151.2295,5.686339e-01,4.993671e-01,1.498101e+00,2.066735e+00,1.068001e+00,0.724864,1.935143
MAP,155.0287,5.599609e-01,4.943717e-01,1.483115e+00,2.043076e+00,1.054333e+00,0.725923,1.937791
MAP,158.9233,5.511343e-01,4.895630e-01,1.468689e+00,2.019823e+00,1.040697e+00,0.727137,1.940837
MAP,162.9157,5.426249e-01,4.849005e-01,1.454702e+00,1.997326e+00,1.027525e+00,0.728324,1.943822
MAP,167.0084,5.336976e-01,4.803458e-01,1.441037e+00,1.974735e+00,1.014043e+00,0.729737,1.947387
MAP,171.2039,5.247399e-01,4.758626e-01,1.427588e+00,1.952328e+00,1.000603e+00,0.731223,1.951152
MAP,175.5049,5.157836e-01,4.714172e-01,1.414252e+00,1.930035e+00,9.872008e-01,0.732760,1.955058
MAP,179.9138,5.068576e-01,4.669786e-01,1.400936e+00,1.907793e+00,9.738362e-01,0.734323,1.959050
MAP,184.4336,4.979872e-01,4.630232e-01,1.389070e+00,1.887057e+00,9.610104e-01,0.736104,1.963617
MAP,189.0668,4.891945e-01,4.586197e-01,1.375859e+00,1.865054e+00,9.478142e-01,0.737705,1.967742
MAP,193.8165,4.804980e-01,4.541642e-01,1.362492e+00,1.842991e+00,9.346622e-01,0.739283,1.971825
MAP,198.6855,4.719128e-01,4.496393e-01,1.348918e+00,1.820831e+00,9.215521e-01,0.740826,1.975830
MAP,203.6768,4.639573e-01,4.450308e-01,1.335092e+00,1.799050e+00,9.089881e-01,0.742110,1.979179
MAP,208.7935,4.557251e-01,4.403273e-01,1.320982e+00,1.776707e+00,8.960524e-01,0.743500,1.982816
MAP,214.0388,4.476447e-01,4.355200e-01,1.306560e+00,1.754205e+00,8.831646e-01,0.744816,1.986271
MAP,219.4158,4.397199e-01,4.306025e-01,1.291808e+00,1.731527e+00,8.703224e-01,0.746051,1.989524
MAP,224.9279,4.319523e-01,4.260998e-01,1.278299e+00,1.710252e+00,8.580521e-01,0.747434,1.993179
MAP,230.5784,4.243410e-01,4.210498e-01,1.263149e+00,1.687490e+00,8.453908e-01,0.748537,1.996107
MAP,236.3709,4.168832e-01,4.158969e-01,1.247691e+00,1.664574e+00,8.327801e-01,0.749556,1.998816
MAP,242.3090,4.100547e-01,4.106434e-01,1.231930e+00,1.641985e+00,8.206982e-01,0.750269,2.000717
MAP,248.3962,4.029756e-01,4.052929e-01,1.215879e+00,1.618854e+00,8.082685e-01,0.751074,2.002867
MAP,254.6363,3.960435e-01,3.998498e-01,1.199549e+00,1.595593e+00,7.958933e-01,0.751789,2.004782
MAP,261.0332,3.892512e-01,3.943195e-01,1.182958e+00,1.572210e+00,7.835707e-01,0.752418,2.006468
MAP,267.5908,3.825903e-01,3.892388e-01,1.167716e+00,1.550307e+00,7.718291e-01,0.753216,2.008614
MAP,274.3131,3.760522e-01,3.836419e-01,1.150926e+00,1.526978e+00,7.596941e-01,0.753728,2.009990
MAP,281.2043,3.696278e-01,3.779872e-01,1.133962e+00,1.503589e+00,7.476149e-01,0.754170,2.011181
MAP,288.2686,3.638183e-01,3.722817e-01,1.116845e+00,1.480663e+00,7.361000e-01,0.754287,2.011498
MAP,295.5104,3.576773e-01,3.665323e-01,1.099597e+00,1.457274e+00,7.242096e-01,0.754557,2.012227
MAP,302.9342,3.516322e-01,3.607457e-01,1.082237e+00,1.433869e+00,7.123779e-01,0.754767,2.012793
MAP,310.5444,3.456745e-01,3.554301e-01,1.066290e+00,1.411965e+00,7.011046e-01,0.755182,2.013915
MAP,318.3458,3.397962e-01,3.496670e-01,1.049001e+00,1.388797e+00,6.894633e-01,0.755331,2.014317
MAP,326.3431,3.339895e-01,3.438932e-01,1.031680e+00,1.365669e+00,6.778828e-01,0.755439,2.014610
MAP,334.5414,3.287498e-01,3.381140e-01,1.014342e+00,1.343092e+00,6.668638e-01,0.755229,2.014042
MAP,342.9457,3.231413e-01,3.323341e-01,9.970024e-01,1.320144e+00,6.554755e-01,0.755223,2.014025
MAP,351.5610,3.175920e-01,3.270011e-01,9.810034e-01,1.298595e+00,6.445932e-01,0.755434,2.014597
MAP,360.3928,3.120963e-01,3.212994e-01,9.638983e-01,1.275995e+00,6.333957e-01,0.755409,2.014530
MAP,369.4465,3.066489e-01,3.156152e-01,9.468456e-01,1.253495e+00,6.222641e-01,0.755365,2.014409
MAP,378.7276,3.017036e-01,3.099515e-01,9.298544e-01,1.231558e+00,6.116551e-01,0.755023,2.013485
MAP,388.2419,2.964058e-01,3.043106e-01,9.129319e-01,1.209338e+00,6.007165e-01,0.754902,2.013159
MAP,397.9952,2.911503e-01,2.991128e-01,8.973383e-01,1.188489e+00,5.902631e-01,0.755025,2.013490
MAP,407.9935,2.859338e-01,2.935831e-01,8.807492e-01,1.166683e+00,5.795169e-01,0.754917,2.013199
MAP,418.2429,2.807536e-01,2.880868e-01,8.642603e-01,1.145014e+00,5.688404e-01,0.754803,2.012891
MAP,428.7499,2.760487e-01,2.826249e-01,8.478747e-01,1.123923e+00,5.586736e-01,0.754388,2.011771
MAP,439.5208,2.709935e-01,2.771982e-01,8.315946e-01,1.102588e+00,5.481916e-01,0.754221,2.011319
MAP,450.5623,2.659731e-01,2.722203e-01,8.166608e-01,1.082634e+00,5.381934e-01,0.754328,2.011608
MAP,461.8812,2.609861e-01,2.669198e-01,8.007594e-01,1.061745e+00,5.279059e-01,0.754191,2.011240
