benchmark,v_km_s,sigma_even,sigma_odd_raw,sigma_odd_x3,sigma_maj,sigma_dirac,R_triplet,maj_dir_ratio
MAP_relic,3621.5095,4.719097e-03,4.710798e-03,1.413239e-02,1.885149e-02,9.429895e-03,0.749670,1.999120
MAP_relic,3712.4878,4.487484e-03,4.489846e-03,1.346954e-02,1.795702e-02,8.977331e-03,0.750099,2.000263
MAP_relic,3805.7517,4.276421e-03,4.278568e-03,1.283570e-02,1.711213e-02,8.554989e-03,0.750094,2.000251
MAP_relic,3901.3586,4.074620e-03,4.076587e-03,1.222976e-02,1.630438e-02,8.151207e-03,0.750090,2.000241
MAP_relic,3999.3672,3.881719e-03,3.874158e-03,1.162247e-02,1.550419e-02,7.755877e-03,0.749634,1.999025
MAP_relic,4099.8380,3.697368e-03,3.690088e-03,1.107026e-02,1.476763e-02,7.387456e-03,0.749630,1.999015
MAP_relic,4202.8327,3.521226e-03,3.514226e-03,1.054268e-02,1.406390e-02,7.035452e-03,0.749627,1.999005
MAP_relic,4308.4149,3.352963e-03,3.346240e-03,1.003872e-02,1.339168e-02,6.699203e-03,0.749624,1.998997
MAP_relic,4416.6495,3.184160e-03,3.185810e-03,9.557430e-03,1.274159e-02,6.369970e-03,0.750097,2.000259
MAP_relic,4527.6031,3.031042e-03,3.032624e-03,9.097872e-03,1.212891e-02,6.063666e-03,0.750098,2.000261
MAP_relic,4641.3441,2.884857e-03,2.886382e-03,8.659147e-03,1.154400e-02,5.771240e-03,0.750099,2.000264
MAP_relic,4757.9424,2.745317e-03,2.746795e-03,8.240385e-03,1.098570e-02,5.492112e-03,0.750101,2.000269
MAP_relic,4877.4698,2.612143e-03,2.613582e-03,7.840747e-03,1.045289e-02,5.225725e-03,0.750103,2.000275
MAP_relic,5000.0000,2.485068e-03,2.486474e-03,7.459422e-03,9.944490e-03,4.971542e-03,0.750106,2.000283
