v_km_s,BP1_S0,BP1_sigmaT_Maj,BP1_sigmaT_Dir,BP1_Phi_Maj,BP1_Phi_Dir,MAP_S0,MAP_sigmaT_Maj,MAP_sigmaT_Dir,MAP_Phi_Maj,MAP_Phi_Dir
858.8466,5.80479770e+00,1.49114481e-01,1.47751602e-01,3.89284638e+01,3.92875448e+01,3.69218917e+00,2.06076230e-01,2.04948068e-01,1.79166184e+01,1.80152427e+01
880.4223,5.66392046e+00,1.44083802e-01,1.42793905e-01,3.93099042e+01,3.96650016e+01,3.61113122e+00,1.99693592e-01,1.98586807e-01,1.80833605e+01,1.81841447e+01
902.5400,5.52675503e+00,1.39173447e-01,1.37945044e-01,3.97112749e+01,4.00649046e+01,3.53247045e+00,1.93439791e-01,1.92349924e-01,1.82613434e+01,1.83648134e+01
925.2133,5.39323135e+00,1.34381317e-01,1.33308532e-01,4.01337883e+01,4.04567606e+01,3.45614784e+00,1.87307936e-01,1.86078485e-01,1.84516894e+01,1.85736026e+01
948.4562,5.26328034e+00,1.29707492e-01,1.28686191e-01,4.05780751e+01,4.09001177e+01,3.38210499e+00,1.81314004e-01,1.80100460e-01,1.86533026e+01,1.87789914e+01
972.2830,5.13683375e+00,1.25151275e-01,1.24172013e-01,4.10449973e+01,4.13686918e+01,3.31028416e+00,1.75433799e-01,1.74247246e-01,1.88691357e+01,1.89976268e+01
996.7084,5.01382402e+00,1.20711897e-01,1.19866485e-01,4.15354589e+01,4.18284061e+01,3.24062828e+00,1.69678337e-01,1.68519136e-01,1.90986565e+01,1.92300314e+01
1021.7473,4.89418416e+00,1.16389128e-01,1.15576063e-01,4.20501834e+01,4.23460016e+01,3.17308097e+00,1.64053123e-01,1.62916300e-01,1.93417895e+01,1.94767556e+01
1047.4153,4.77784762e+00,1.12180929e-01,1.11483296e-01,4.25905513e+01,4.28570717e+01,3.10758657e+00,1.58547115e-01,1.57300180e-01,1.96003981e+01,1.97557725e+01
1073.7282,4.66474825e+00,1.08086803e-01,1.07413709e-01,4.31574265e+01,4.34278667e+01,3.04409017e+00,1.53184843e-01,1.51954263e-01,1.98720063e+01,2.00329370e+01
1100.7020,4.55482022e+00,1.04105660e-01,1.03532351e-01,4.37518978e+01,4.39941735e+01,2.98253764e+00,1.47928743e-01,1.46732928e-01,2.01619886e+01,2.03263008e+01
1128.3535,4.44799794e+00,1.00236332e-01,9.96801146e-02,4.43751068e+01,4.46227209e+01,2.92287565e+00,1.42803387e-01,1.41635974e-01,2.04678315e+01,2.06365344e+01
1156.6996,4.34421607e+00,9.64811411e-02,9.60078111e-02,4.50265826e+01,4.52485691e+01,2.86505170e+00,1.37794079e-01,1.36663087e-01,2.07922701e+01,2.09643420e+01
1185.7578,4.24340951e+00,9.28322622e-02,9.23688499e-02,4.57105042e+01,4.59398327e+01,2.80901415e+00,1.32932389e-01,1.31813847e-01,2.11311492e+01,2.13104633e+01
1215.5460,4.14551332e+00,8.92912985e-02,8.89023385e-02,4.64268455e+01,4.66299694e+01,2.75471223e+00,1.28169509e-01,1.27087724e-01,2.14927268e+01,2.16756751e+01
1246.0826,4.05046284e+00,8.58567732e-02,8.54719810e-02,4.71769749e+01,4.73893642e+01,2.70209609e+00,1.23537002e-01,1.22484086e-01,2.18727673e+01,2.20607933e+01
1277.3863,3.95819359e+00,8.25271357e-02,8.22071707e-02,4.79623285e+01,4.81490064e+01,2.65111681e+00,1.19015998e-01,1.18002191e-01,2.22752979e+01,2.24666744e+01
1309.4763,3.86864140e+00,7.93028505e-02,7.89801611e-02,4.87831317e+01,4.89824451e+01,2.60172640e+00,1.14645810e-01,1.13641199e-01,2.26936021e+01,2.28942181e+01
1342.3726,3.78174238e+00,7.61783822e-02,7.59122082e-02,4.96432489e+01,4.98173149e+01,2.55387784e+00,1.10365174e-01,1.09400164e-01,2.31402512e+01,2.33443693e+01
1376.0952,3.69743299e+00,7.31537761e-02,7.28827340e-02,5.05432964e+01,5.07312608e+01,2.50752509e+00,1.06213344e-01,1.05278042e-01,2.36083810e+01,2.38181206e+01
1410.6650,3.61565006e+00,7.02272231e-02,7.00061183e-02,5.14850210e+01,5.16476295e+01,2.46262312e+00,1.02166936e-01,1.01273687e-01,2.41039148e+01,2.43165149e+01
1446.1033,2.09719197e+00,6.74057185e-02,6.71678533e-02,3.11129681e+01,3.12231501e+01,2.41912788e+00,9.82734087e-02,9.73858590e-02,2.46163017e+01,2.48406484e+01
1482.4318,2.06515906e+00,6.46708444e-02,6.44764571e-02,3.19333863e+01,3.20296610e+01,2.37699634e+00,9.44711242e-02,9.36132225e-02,2.51610888e+01,2.53916731e+01
1519.6730,2.03412848e+00,6.20283969e-02,6.18226160e-02,3.27935040e+01,3.29026595e+01,2.33618649e+00,9.07692397e-02,8.99543507e-02,2.57376453e+01,2.59708004e+01
1557.8497,2.00406785e+00,5.94763798e-02,5.93098067e-02,3.36951889e+01,3.37898227e+01,2.29665734e+00,8.72192798e-02,8.64077287e-02,2.63319916e+01,2.65793046e+01
1596.9855,1.97494575e+00,5.70167687e-02,5.68810351e-02,3.46379810e+01,3.47206366e+01,2.25836892e+00,8.37539161e-02,8.29717570e-02,2.69643382e+01,2.72185259e+01
1637.1044,1.94673169e+00,5.46399714e-02,5.44919257e-02,3.56283439e+01,3.57251403e+01,2.22128227e+00,8.03831996e-02,7.97198478e-02,2.76336633e+01,2.78636040e+01
1678.2312,1.91939611e+00,5.23474631e-02,5.22312470e-02,3.66664590e+01,3.67480430e+01,2.18535948e+00,7.71624874e-02,7.64982109e-02,2.83215271e+01,2.85674587e+01
1720.3912,1.89291035e+00,5.01512548e-02,5.00079083e-02,3.77440277e+01,3.78522201e+01,2.15056361e+00,7.40191133e-02,7.33820423e-02,2.90541661e+01,2.93064017e+01
1763.6103,1.86724663e+00,4.80225471e-02,4.79077504e-02,3.88827071e+01,3.89758780e+01,2.11685876e+00,7.09640313e-02,7.03694412e-02,2.98300241e+01,3.00820743e+01
1807.9151,1.84237806e+00,4.59718761e-02,4.58830407e-02,4.00761992e+01,4.01537918e+01,2.08421001e+00,6.80560958e-02,6.75223262e-02,3.06248836e+01,3.08669758e+01
1853.3330,1.81827859e+00,4.39971111e-02,4.38949322e-02,4.13272267e+01,4.14234286e+01,2.05258343e+00,6.52178135e-02,6.47095504e-02,3.14727422e+01,3.17199458e+01
1899.8918,1.79492298e+00,4.21021021e-02,4.20191675e-02,4.26326215e+01,4.27167669e+01,2.02194607e+00,6.25076459e-02,6.19943443e-02,3.23471800e+01,3.26150086e+01
1947.6202,1.77228684e+00,4.02733349e-02,4.02133531e-02,4.40064585e+01,4.40720981e+01,1.99226593e+00,5.98631330e-02,5.94310044e-02,3.32803485e+01,3.35223332e+01
1996.5477,1.75034654e+00,3.85327009e-02,3.84757374e-02,4.54249639e+01,4.54922157e+01,1.96351197e+00,5.72960446e-02,5.69034659e-02,3.42695902e+01,3.45060171e+01
2046.7043,1.72907924e+00,3.68426379e-02,3.67734583e-02,4.69314723e+01,4.70197616e+01,1.93565407e+00,5.48675458e-02,5.44670773e-02,3.52786705e+01,3.55380565e+01
2098.1209,1.70846284e+00,3.52180273e-02,3.51690653e-02,4.85110318e+01,4.85785683e+01,1.90866304e+00,5.24967283e-02,5.21699493e-02,3.63577521e+01,3.65854877e+01
2150.8292,1.68847598e+00,3.36637436e-02,3.36271832e-02,5.01571065e+01,5.02116387e+01,1.88251057e+00,5.02441956e-02,4.99083072e-02,3.74672247e+01,3.77193833e+01
2204.8617,1.66909799e+00,3.21644395e-02,3.21460044e-02,5.18926496e+01,5.19224089e+01,1.85716924e+00,4.80452236e-02,4.77771727e-02,3.86546072e+01,3.88714764e+01
2260.2515,1.65030891e+00,3.07245002e-02,3.06970165e-02,5.37131248e+01,5.37612153e+01,1.83261250e+00,4.59596035e-02,4.56814587e-02,3.98744194e+01,4.01172064e+01
2317.0328,1.63208946e+00,2.93649281e-02,2.93334830e-02,5.55795488e+01,5.56391295e+01,1.80881463e+00,4.39234229e-02,4.37080226e-02,4.11810946e+01,4.13840418e+01
2375.2405,1.61442097e+00,2.80394881e-02,2.80250514e-02,5.75766921e+01,5.76063519e+01,1.78575074e+00,4.19956043e-02,4.17693199e-02,4.25223252e+01,4.27526889e+01
2434.9105,1.59728545e+00,2.67754294e-02,2.67699521e-02,5.96548957e+01,5.96671015e+01,1.76339674e+00,4.01131523e-02,3.99451296e-02,4.39605624e+01,4.41454754e+01
2496.0795,1.58066548e+00,2.55557990e-02,2.55664300e-02,6.18515383e+01,6.18258194e+01,1.74172931e+00,3.83340538e-02,3.81912198e-02,4.54355629e+01,4.56054905e+01
2558.7852,1.56454426e+00,2.43860528e-02,2.44127497e-02,6.41573394e+01,6.40871792e+01,1.72072592e+00,3.65963402e-02,3.64710752e-02,4.70190712e+01,4.71805648e+01
2623.0662,1.54890555e+00,2.32897205e-02,2.33071991e-02,6.65059744e+01,6.64561001e+01,1.70036477e+00,3.49569880e-02,3.48538076e-02,4.86416270e+01,4.87856246e+01
2688.9620,1.53373367e+00,2.22159405e-02,2.22282182e-02,6.90375305e+01,6.89993978e+01,1.68062478e+00,3.33551673e-02,3.33007611e-02,5.03857397e+01,5.04680591e+01
2756.5132,1.51901348e+00,2.11953402e-02,2.12148866e-02,7.16673317e+01,7.16013007e+01,1.66148557e+00,3.18467641e-02,3.17795340e-02,5.21712524e+01,5.22816215e+01
2825.7614,1.50473034e+00,2.02096935e-02,2.02446373e-02,7.44558713e+01,7.43273548e+01,1.64292744e+00,3.03721981e-02,3.03506686e-02,5.40931360e+01,5.41315075e+01
2896.7492,1.49087014e+00,1.92911792e-02,1.93158910e-02,7.72824784e+01,7.71836071e+01,1.62493138e+00,2.89998630e-02,2.89800506e-02,5.60323812e+01,5.60706881e+01
2969.5204,1.47741924e+00,1.83880705e-02,1.84271031e-02,8.03466159e+01,8.01764243e+01,1.60747898e+00,2.76709857e-02,2.76657076e-02,5.80925811e+01,5.81036639e+01
3044.1197,1.46436448e+00,1.75318680e-02,1.75767658e-02,8.35258671e+01,8.33125102e+01,1.59055248e+00,2.63718628e-02,2.63801737e-02,6.03124812e+01,6.02934801e+01
3120.5931,1.45169313e+00,1.67042728e-02,1.67469247e-02,8.69054969e+01,8.66841621e+01,1.57413472e+00,2.51531441e-02,2.51487774e-02,6.25820260e+01,6.25928923e+01
3198.9876,1.43939293e+00,1.59379357e-02,1.59698085e-02,9.03123820e+01,9.01321350e+01,1.55820912e+00,2.39984371e-02,2.39946502e-02,6.49296081e+01,6.49398556e+01
3279.3515,1.42745202e+00,1.51808444e-02,1.52102839e-02,9.40298169e+01,9.38478221e+01,1.54275967e+00,2.28567927e-02,2.28654369e-02,6.74967693e+01,6.74712525e+01
3361.7343,1.41585896e+00,1.44649947e-02,1.45007164e-02,9.78817476e+01,9.76406213e+01,1.52777090e+00,2.17879481e-02,2.17846821e-02,7.01199992e+01,7.01305116e+01
3446.1867,1.40460268e+00,1.37969533e-02,1.38225513e-02,1.01805280e+02,1.01616746e+02,1.51322789e+00,2.07766936e-02,2.07738146e-02,7.28329500e+01,7.28430438e+01
3532.7606,1.39367253e+00,1.31352156e-02,1.31587111e-02,1.06101991e+02,1.05912541e+02,1.49911621e+00,1.97757649e-02,1.97842898e-02,7.58057253e+01,7.57730614e+01
3621.5095,1.38305819e+00,1.25105251e-02,1.25402315e-02,1.10551570e+02,1.10289686e+02,1.48542193e+00,1.88514909e-02,1.88597894e-02,7.87959924e+01,7.87613211e+01
3712.4878,1.37274971e+00,1.19292110e-02,1.19494409e-02,1.15074645e+02,1.14879828e+02,1.47213161e+00,1.79570239e-02,1.79546619e-02,8.19808237e+01,8.19916086e+01
3805.7517,1.36273749e+00,1.13516292e-02,1.13700764e-02,1.20047745e+02,1.19852976e+02,1.45923227e+00,1.71121260e-02,1.71099790e-02,8.52747504e+01,8.52854510e+01
3901.3586,1.35301223e+00,1.08072847e-02,1.08318617e-02,1.25194466e+02,1.24910404e+02,1.44671137e+00,1.63043803e-02,1.63024131e-02,8.87314544e+01,8.87421616e+01
3999.3672,1.34356498e+00,1.03022603e-02,1.03179885e-02,1.30414582e+02,1.30215785e+02,1.43455681e+00,1.55041936e-02,1.55117541e-02,9.25270185e+01,9.24819205e+01
4099.8380,1.33438707e+00,9.79876612e-03,9.81300681e-03,1.36179092e+02,1.35981468e+02,1.42275689e+00,1.47676315e-02,1.47749112e-02,9.63429303e+01,9.62954614e+01
4202.8327,1.32547014e+00,9.32505993e-03,9.34532373e-03,1.42140656e+02,1.41832448e+02,1.41130034e+00,1.40639034e-02,1.40709032e-02,1.00349121e+02,1.00299200e+02
4308.4149,1.31680611e+00,8.88696593e-03,8.89898331e-03,1.48172742e+02,1.47972646e+02,1.40017624e+00,1.33916835e-02,1.33984060e-02,1.04555655e+02,1.04503196e+02
4416.6495,1.30838717e+00,8.44855697e-03,8.45935027e-03,1.54865165e+02,1.54667572e+02,1.38937409e+00,1.27415897e-02,1.27399398e-02,1.09042445e+02,1.09056566e+02
4527.6031,1.30020578e+00,8.03682056e-03,8.05349659e-03,1.61781114e+02,1.61446120e+02,1.37888371e+00,1.21289145e-02,1.21273329e-02,1.13685665e+02,1.13700492e+02
4641.3441,1.29225465e+00,7.65730869e-03,7.66631377e-03,1.68760945e+02,1.68562714e+02,1.36869530e+00,1.15440047e-02,1.15424796e-02,1.18563301e+02,1.18578967e+02
4757.9424,1.28452675e+00,7.28247622e-03,7.29698876e-03,1.76385986e+02,1.76035182e+02,1.35879937e+00,1.09857023e-02,1.09842241e-02,1.23687985e+02,1.23704630e+02
4877.4698,1.27701525e+00,6.93728409e-03,6.94474005e-03,1.84079999e+02,1.83882369e+02,1.34918678e+00,1.04528899e-02,1.04514509e-02,1.29073087e+02,1.29090860e+02
5000.0000,1.26971359e+00,6.59619157e-03,6.60881686e-03,1.92491922e+02,1.92124191e+02,1.33984868e+00,9.94449009e-03,9.94308374e-03,1.34732768e+02,1.34751825e+02
