chi2,m_chi_GeV,m_phi_GeV,alpha,sigma_m_12,sigma_m_30,sigma_m_40,sigma_m_50,sigma_m_55,sigma_m_60,sigma_m_250,sigma_m_280,sigma_m_1000,sigma_m_1100,sigma_m_1200,sigma_m_4700
18.843895,9.102982,0.0047253666,6.785667e-04,3.337191e+00,4.144962e+00,4.160456e+00,4.103923e+00,4.060566e+00,4.010460e+00,2.310141e+00,2.138221e+00,4.267353e-01,3.619261e-01,3.104091e-01,2.260564e-02
8.911948,37.275937,0.0030413853,1.372186e-04,3.113075e+00,2.289410e+00,1.994793e+00,1.723519e+00,1.597611e+00,1.479532e+00,1.794997e-01,1.454184e-01,1.198280e-02,9.875160e-03,8.271846e-03,5.032288e-04
4.707137,28.117687,0.0142182337,4.174594e-03,9.704327e-01,9.683097e-01,9.479797e-01,9.228817e-01,9.093734e-01,8.958169e-01,9.210841e-01,9.028479e-01,3.449112e-01,3.075359e-01,2.756648e-01,2.946165e-02
75.301243,42.919343,0.0033955682,6.042728e-04,9.293978e+00,9.760247e+00,9.711833e+00,9.162032e+00,8.804704e+00,8.428122e+00,1.893795e+00,1.593921e+00,1.602107e-01,1.326430e-01,1.115075e-01,6.879241e-03
38.061583,12.067926,0.0037909973,5.026611e-04,6.085605e+00,6.254335e+00,6.001584e+00,5.700382e+00,5.548487e+00,5.401274e+00,2.506046e+00,2.220016e+00,3.016239e-01,2.524213e-01,2.142049e-01,1.436055e-02
4.538911,86.851137,0.0058900304,5.427257e-04,1.546108e+00,1.694418e+00,1.620104e+00,1.479358e+00,1.403397e+00,1.328567e+00,2.652817e-01,2.216951e-01,2.126335e-02,1.760928e-02,1.477663e-02,9.066502e-04
5.522271,10.481131,0.0127351667,2.257346e-03,3.509041e-01,6.775360e-01,7.339891e-01,7.612318e-01,7.690677e-01,7.744381e-01,6.485879e-01,6.255044e-01,3.177273e-01,2.875498e-01,2.605579e-01,2.864309e-02
282.894381,56.898660,0.0007263372,2.770683e-05,2.029175e+01,5.420292e+00,3.251445e+00,2.149889e+00,1.795693e+00,1.521125e+00,8.819626e-02,6.991773e-02,5.140065e-03,4.237789e-03,3.546798e-03,2.024330e-04
4.389248,86.851137,0.0065759507,1.811927e-03,2.571549e+00,3.627180e+00,3.519005e+00,3.227406e+00,3.069707e+00,2.917075e+00,9.957687e-01,8.943744e-01,1.655494e-01,1.405161e-01,1.205293e-01,8.320331e-03
38.244736,86.851137,0.0001734623,3.432864e-06,6.840354e+00,1.091963e+00,6.055230e-01,3.824093e-01,3.141543e-01,2.638391e-01,1.428844e-02,1.135440e-02,6.555402e-04,5.039883e-04,3.995867e-04,5.540528e-06
5.471546,24.420531,0.0081967290,5.951444e-04,7.274710e-01,7.550228e-01,7.286581e-01,6.959156e-01,6.790425e-01,6.625077e-01,3.353600e-01,3.002962e-01,4.403800e-02,3.693941e-02,3.140115e-02,2.133525e-03
36.786348,100.000000,0.0003008917,6.429925e-06,6.683130e+00,1.116682e+00,6.256303e-01,3.972284e-01,3.266517e-01,2.739086e-01,1.465729e-02,1.166140e-02,8.404015e-04,6.620056e-04,5.302604e-04,8.975196e-06
46.149148,32.374575,0.0037909973,5.858542e-04,7.584170e+00,6.582841e+00,6.604273e+00,6.561287e+00,6.482618e+00,6.369913e+00,1.810402e+00,1.532543e+00,1.601317e-01,1.328070e-01,1.119622e-01,6.981831e-03
9.165268,49.417134,0.0047253666,1.608156e-04,1.006313e+00,7.610378e-01,6.762081e-01,6.000815e-01,5.638144e-01,5.289460e-01,7.488658e-02,6.096529e-02,5.153792e-03,4.254384e-03,3.565313e-03,2.167285e-04
8.451786,100.000000,0.0052756566,1.125247e-03,3.657593e+00,4.279618e+00,3.751340e+00,3.260164e+00,3.051983e+00,2.867920e+00,8.182302e-01,7.151491e-01,9.472695e-02,7.906933e-02,6.682921e-02,4.256022e-03
17.645233,86.851137,0.0010107909,1.868062e-05,3.669356e+00,8.724728e-01,5.140727e-01,3.367411e-01,2.803194e-01,2.369163e-01,1.345010e-02,1.069796e-02,7.867711e-04,6.478623e-04,5.427124e-04,2.958573e-05
77.060637,75.431201,0.0004187291,1.021717e-05,1.037981e+01,1.903308e+00,1.083512e+00,6.951253e-01,5.743251e-01,4.825622e-01,2.597576e-02,2.062014e-02,1.553527e-03,1.282212e-03,1.076264e-03,3.436356e-05
3.549710,13.894955,0.0102169815,1.213751e-03,5.409548e-01,7.659118e-01,7.871143e-01,7.910897e-01,7.896930e-01,7.867957e-01,5.471147e-01,5.221911e-01,1.619124e-01,1.403628e-01,1.225672e-01,1.006845e-02
18.688646,86.851137,0.0009053579,1.657667e-05,3.897620e+00,8.743889e-01,5.111085e-01,3.332968e-01,2.771235e-01,2.338523e-01,1.311384e-02,1.041240e-02,7.685343e-04,6.335139e-04,5.311888e-04,2.711943e-05
4.520359,10.481131,0.0114067946,2.003107e-03,4.854233e-01,8.645139e-01,9.226682e-01,9.488201e-01,9.556776e-01,9.598931e-01,7.714510e-01,7.432565e-01,3.470666e-01,3.109435e-01,2.792640e-01,2.843337e-02
29.207456,56.898660,0.0015704545,5.256937e-05,6.257909e+00,2.933933e+00,1.979567e+00,1.400885e+00,1.197843e+00,1.034164e+00,6.935283e-02,5.523241e-02,4.100133e-03,3.370549e-03,2.818851e-03,1.757110e-04
5.284588,24.420531,0.0102169815,2.400219e-03,1.619248e+00,1.609719e+00,1.565231e+00,1.512892e+00,1.486452e+00,1.461314e+00,1.307999e+00,1.248137e+00,3.505158e-01,3.044303e-01,2.664364e-01,2.231448e-02
75.417956,37.275937,0.0011285020,3.824315e-05,1.051001e+01,4.693396e+00,3.142887e+00,2.213524e+00,1.889438e+00,1.628953e+00,1.085668e-01,8.658434e-02,6.444304e-03,5.297500e-03,4.437100e-03,2.749695e-04
2062.433557,37.275937,0.0001553689,5.852599e-06,5.417882e+01,9.307091e+00,5.246739e+00,3.347073e+00,2.759136e+00,2.311804e+00,1.237719e-01,9.819360e-02,7.475440e-03,6.174165e-03,5.179493e-03,1.196491e-04
26.992599,75.431201,0.0037909973,6.079514e-04,6.099973e+00,6.787513e+00,5.987647e+00,5.199125e+00,4.849919e+00,4.533014e+00,9.021153e-01,7.570136e-01,7.375797e-02,6.087248e-02,5.111556e-02,3.140701e-03
165.983835,100.000000,0.0015704545,1.120153e-04,1.558493e+01,6.786034e+00,4.660716e+00,3.364732e+00,2.902492e+00,2.525533e+00,1.774972e-01,1.410863e-01,1.045216e-02,8.588006e-03,7.186900e-03,4.441832e-04
35.853867,65.512856,0.0047253666,1.427765e-03,5.912990e+00,8.053631e+00,7.765664e+00,7.109005e+00,6.759382e+00,6.421460e+00,2.014899e+00,1.786788e+00,2.794636e-01,2.349836e-01,1.999861e-01,1.318747e-02
2.622312,75.431201,0.0081967290,2.568286e-03,1.940980e+00,2.402345e+00,2.639411e+00,2.655058e+00,2.612824e+00,2.551618e+00,9.952859e-01,9.071103e-01,2.143296e-01,1.852906e-01,1.614875e-01,1.256043e-02
5.622372,100.000000,0.0052756566,8.365238e-04,2.903368e+00,3.399936e+00,3.018484e+00,2.636725e+00,2.468398e+00,2.316407e+00,5.605311e-01,4.801342e-01,5.363269e-02,4.451372e-02,3.743914e-02,2.332767e-03
7.488974,37.275937,0.0033955682,1.503655e-04,2.500860e+00,1.869580e+00,1.649849e+00,1.450973e+00,1.357047e+00,1.267513e+00,1.698580e-01,1.380329e-01,1.157380e-02,9.550177e-03,7.980453e-03,4.873275e-04
2.963574,49.417134,0.0091512747,1.371096e-03,1.220192e+00,1.073881e+00,1.050332e+00,1.073294e+00,1.090441e+00,1.106731e+00,6.223255e-01,5.545015e-01,8.944724e-02,7.549082e-02,6.449629e-02,4.426116e-03
144.822376,100.000000,0.0030413853,6.968117e-04,1.424042e+01,9.988639e+00,8.132688e+00,6.898138e+00,6.419951e+00,6.004926e+00,1.323672e+00,1.118998e+00,1.119487e-01,9.258845e-02,7.772359e-02,4.807629e-03
16.514106,75.431201,0.0011285020,2.055454e-05,3.452972e+00,9.278915e-01,5.569088e-01,3.683935e-01,3.077583e-01,2.607707e-01,1.523336e-02,1.210226e-02,8.875483e-04,7.314406e-04,6.117922e-04,3.760316e-05
12.588002,75.431201,0.0024399977,4.023124e-05,1.123451e+00,5.241035e-01,3.559067e-01,2.528557e-01,2.165098e-01,1.871384e-01,1.270043e-02,1.013723e-02,7.555224e-04,6.217668e-04,5.188438e-04,3.223212e-05
63.699352,13.894955,0.0037909973,5.848481e-04,7.773170e+00,7.578061e+00,7.178240e+00,6.775215e+00,6.592427e+00,6.426130e+00,3.070741e+00,2.707195e+00,3.571720e-01,2.986559e-01,2.532717e-01,1.681181e-02
8.176295,86.851137,0.0091512747,7.376532e-04,6.246307e-01,5.842166e-01,6.068084e-01,6.060534e-01,5.976542e-01,5.855265e-01,1.693824e-01,1.446293e-01,1.608177e-02,1.337189e-02,1.127816e-02,7.083186e-04
21.234598,13.894955,0.0033955682,3.264772e-04,5.348229e+00,5.184393e+00,4.846221e+00,4.507009e+00,4.350745e+00,4.205563e+00,1.477486e+00,1.269386e+00,1.423309e-01,1.185008e-01,1.001582e-01,6.501382e-03
6.231794,75.431201,0.0052756566,3.318937e-04,1.459502e+00,1.367190e+00,1.280942e+00,1.154770e+00,1.088553e+00,1.023689e+00,1.612407e-01,1.322491e-01,1.146559e-02,9.458158e-03,7.919797e-03,4.831463e-04
70.327667,56.898660,0.0007263372,1.831919e-05,9.962510e+00,2.447615e+00,1.449072e+00,9.516539e-01,7.930367e-01,6.705594e-01,3.850748e-02,3.052288e-02,2.244461e-03,1.846667e-03,1.548939e-03,8.849555e-05
3.888900,56.898660,0.0142182337,6.772369e-03,1.016090e+00,9.054130e-01,9.066340e-01,9.893661e-01,1.042990e+00,1.095866e+00,8.784261e-01,8.120897e-01,3.066390e-01,2.793827e-01,2.556796e-01,3.622619e-02
15.643310,56.898660,0.0058900304,1.651655e-03,3.969298e+00,4.553589e+00,4.947267e+00,4.973235e+00,4.899502e+00,4.792046e+00,1.720195e+00,1.535571e+00,2.668585e-01,2.258113e-01,1.933331e-01,1.321423e-02
16.758675,32.374575,0.0052756566,9.261958e-04,4.510531e+00,3.919088e+00,3.835300e+00,3.876636e+00,3.902647e+00,3.919750e+00,1.746857e+00,1.524679e+00,1.988951e-01,1.663077e-01,1.410282e-01,9.192548e-03
3.568911,28.117687,0.0081967290,1.391991e-03,1.884504e+00,1.793761e+00,1.707029e+00,1.630947e+00,1.602205e+00,1.580392e+00,1.147461e+00,1.048457e+00,1.945022e-01,1.649788e-01,1.415124e-01,1.010485e-02
11.983695,21.209509,0.0081967290,1.939550e-03,2.583840e+00,2.559272e+00,2.479385e+00,2.388368e+00,2.343904e+00,2.302663e+00,1.924091e+00,1.814316e+00,4.458951e-01,3.837080e-01,3.331417e-01,2.619322e-02
7.882925,37.275937,0.0047253666,1.813536e-04,1.130452e+00,9.016486e-01,8.035120e-01,7.258540e-01,6.908529e-01,6.574183e-01,1.191171e-01,9.789616e-02,8.701859e-03,7.197772e-03,6.039722e-03,3.708722e-04
6.398394,21.209509,0.0197864869,5.607718e-03,4.378786e-01,5.205834e-01,5.229659e-01,5.209083e-01,5.190615e-01,5.168402e-01,4.399864e-01,4.441412e-01,2.949018e-01,2.703420e-01,2.482107e-01,3.440633e-02
10.639509,42.919343,0.0027241463,1.143060e-04,3.420625e+00,2.441229e+00,2.037351e+00,1.681214e+00,1.526207e+00,1.386719e+00,1.389494e-01,1.119698e-01,8.929307e-03,7.335730e-03,6.135757e-03,3.732862e-04
929.921672,42.919343,0.0002413949,8.274715e-06,3.653667e+01,6.616598e+00,3.759093e+00,2.412422e+00,1.994512e+00,1.671250e+00,9.028890e-02,7.148557e-02,5.388956e-03,4.449713e-03,3.730479e-03,1.212001e-04
23.151187,24.420531,0.0021854879,1.052448e-04,5.891546e+00,4.183333e+00,3.564794e+00,3.046485e+00,2.815164e+00,2.601296e+00,3.118251e-01,2.525827e-01,2.088560e-02,1.722692e-02,1.444251e-02,8.763622e-04
7.904189,32.374575,0.0052756566,2.116953e-04,9.316055e-01,8.002067e-01,7.192961e-01,6.541950e-01,6.262213e-01,6.003584e-01,1.385497e-01,1.152790e-01,1.089889e-02,9.030299e-03,7.604622e-03,4.753383e-04
24.545857,42.919343,0.0019575253,8.137541e-05,5.877977e+00,3.760306e+00,2.872245e+00,2.208605e+00,1.948186e+00,1.726342e+00,1.399858e-01,1.122226e-01,8.618297e-03,7.093401e-03,5.908606e-03,3.622940e-04
6.930385,42.919343,0.0037909973,1.852637e-04,2.305167e+00,1.780398e+00,1.605185e+00,1.431767e+00,1.346199e+00,1.263103e+00,1.780751e-01,1.449700e-01,1.222442e-02,1.008505e-02,8.456061e-03,5.144286e-04
126.158863,56.898660,0.0001553689,3.514373e-06,1.344233e+01,2.199193e+00,1.226724e+00,7.772470e-01,6.381430e-01,5.345009e-01,2.873234e-02,2.283700e-02,1.576066e-03,1.236622e-03,9.847893e-04,1.505615e-05
136.473683,86.851137,0.0024399977,3.173648e-04,1.392968e+01,9.706629e+00,7.659312e+00,6.206072e+00,5.633717e+00,5.138150e+00,6.336821e-01,5.147676e-01,4.145257e-02,3.410910e-02,2.854240e-02,1.758861e-03
5.285211,12.067926,0.0052756566,6.100356e-04,2.388815e+00,2.750798e+00,2.719845e+00,2.649787e+00,2.606803e+00,2.560705e+00,1.378613e+00,1.258752e+00,2.173295e-01,1.832942e-01,1.564996e-01,1.101902e-02
22.015679,86.851137,0.0007263372,1.354943e-05,4.572856e+00,9.356752e-01,5.403140e-01,3.499819e-01,2.903048e-01,2.443744e-01,1.345063e-02,1.065536e-02,7.940743e-04,6.549445e-04,5.494339e-04,2.419546e-05
10.365271,100.000000,0.0058900304,1.954017e-03,3.830186e+00,4.761684e+00,4.171860e+00,3.624205e+00,3.399730e+00,3.206843e+00,1.174792e+00,1.057161e+00,2.043538e-01,1.739219e-01,1.494633e-01,1.046942e-02
4.003985,75.431201,0.0065759507,1.550942e-03,2.489739e+00,3.208155e+00,3.309443e+00,3.175965e+00,3.071311e+00,2.957181e+00,9.803536e-01,8.729305e-01,1.450025e-01,1.223921e-01,1.044803e-01,7.012289e-03
6.563189,37.275937,0.0220907117,1.260090e-02,5.719446e-01,5.606555e-01,5.490177e-01,5.347591e-01,5.269928e-01,5.191580e-01,6.856663e-01,6.814625e-01,3.257879e-01,3.023872e-01,2.820715e-01,6.348016e-02
4.103710,56.898660,0.0102169815,3.987996e-03,1.724323e+00,1.566879e+00,1.749292e+00,1.958066e+00,2.038037e+00,2.097914e+00,1.189899e+00,1.093458e+00,3.323873e-01,2.949266e-01,2.631519e-01,2.579823e-02
25.487620,56.898660,0.0042324759,7.798547e-04,5.604179e+00,6.548073e+00,6.464057e+00,6.036837e+00,5.779886e+00,5.517725e+00,1.361829e+00,1.162149e+00,1.280952e-01,1.062911e-01,8.950331e-02,5.581629e-03
4.211780,49.417134,0.0142182337,5.607394e-03,9.794655e-01,8.963421e-01,8.560768e-01,8.633050e-01,8.847921e-01,9.139686e-01,9.052033e-01,8.398131e-01,2.893727e-01,2.614370e-01,2.373224e-01,2.945235e-02
100.351772,56.898660,0.0004187291,9.831702e-06,1.196671e+01,2.302409e+00,1.319903e+00,8.514322e-01,7.052162e-01,5.927514e-01,3.236922e-02,2.561918e-02,1.915831e-03,1.580070e-03,1.324578e-03,5.292117e-05
47.368027,75.431201,0.0002413949,4.841879e-06,7.838416e+00,1.304564e+00,7.305803e-01,4.648953e-01,3.819796e-01,3.195287e-01,1.714812e-02,1.358445e-02,1.009631e-03,7.980553e-04,6.411110e-04,1.172843e-05
41.394014,56.898660,0.0033955682,5.003956e-04,7.316518e+00,8.094805e+00,7.470421e+00,6.651877e+00,6.250505e+00,5.869980e+00,1.075846e+00,8.944959e-01,8.294795e-02,6.845045e-02,5.750548e-02,3.521139e-03
72.799050,42.919343,0.0014066445,5.939160e-05,1.033980e+01,5.450714e+00,3.816477e+00,2.764816e+00,2.384294e+00,2.072957e+00,1.460741e-01,1.166699e-01,8.718405e-03,7.152752e-03,5.999396e-03,3.713767e-04
3.805810,32.374575,0.0102169815,2.286259e-03,1.493151e+00,1.417741e+00,1.353098e+00,1.298298e+00,1.279825e+00,1.268283e+00,1.134197e+00,1.055401e+00,2.536679e-01,2.190142e-01,1.907171e-01,1.525770e-02
30.588575,32.374575,0.0017533409,6.948597e-05,6.664707e+00,4.152816e+00,3.224247e+00,2.514846e+00,2.231156e+00,1.986941e+00,1.676597e-01,1.345786e-01,1.047066e-02,8.595229e-03,7.198575e-03,4.392823e-04
12.467732,65.512856,0.0017533409,3.328625e-05,2.252710e+00,9.123944e-01,5.948436e-01,4.122303e-01,3.498712e-01,3.002455e-01,1.938917e-02,1.544083e-02,1.143862e-03,9.398036e-04,7.855714e-04,4.900786e-05
52.902215,49.417134,0.0042324759,1.036056e-03,7.228608e+00,8.431174e+00,8.681662e+00,8.366356e+00,8.108147e+00,7.821086e+00,2.282073e+00,1.983054e+00,2.545170e-01,2.124560e-01,1.797988e-01,1.146201e-02
2146.484517,49.417134,0.0001734623,7.571401e-06,5.526144e+01,9.427531e+00,5.305755e+00,3.372614e+00,2.778691e+00,2.324176e+00,1.243875e-01,9.901518e-02,7.569759e-03,6.023712e-03,4.859661e-03,9.859442e-05
3.472041,56.898660,0.0091512747,1.251581e-03,1.088668e+00,9.526625e-01,9.630573e-01,1.001825e+00,1.018896e+00,1.031361e+00,4.985020e-01,4.406285e-01,6.620626e-02,5.568818e-02,4.744564e-02,3.177907e-03
10.655694,65.512856,0.0037909973,9.611545e-05,1.015704e+00,6.935235e-01,5.610947e-01,4.512927e-01,4.053343e-01,3.648345e-01,3.359766e-02,2.702116e-02,2.123998e-03,1.745187e-03,1.462748e-03,8.899938e-05
34.615610,75.431201,0.0011285020,3.032357e-05,6.654880e+00,1.946787e+00,1.185361e+00,7.901450e-01,6.617310e-01,5.618024e-01,3.328613e-02,2.644890e-02,1.938887e-03,1.593820e-03,1.335998e-03,8.184076e-05
2.627856,86.851137,0.0065759507,1.163791e-03,1.958968e+00,2.525563e+00,2.498211e+00,2.330116e+00,2.230318e+00,2.129623e+00,6.238283e-01,5.461438e-01,7.474904e-02,6.251047e-02,5.297054e-02,3.400462e-03
2.926011,37.275937,0.0102169815,1.742448e-03,1.168117e+00,1.091347e+00,1.035255e+00,9.965112e-01,9.864760e-01,9.821518e-01,7.688536e-01,7.040358e-01,1.415636e-01,1.207880e-01,1.041274e-01,7.687078e-03
9.589821,65.512856,0.0037909973,3.278735e-04,3.686729e+00,3.636578e+00,3.276744e+00,2.861535e+00,2.663899e+00,2.478628e+00,3.574269e-01,2.923433e-01,2.484304e-02,2.045111e-02,1.715486e-02,1.044525e-03
6.786380,37.275937,0.0037909973,1.731805e-04,2.127685e+00,1.630586e+00,1.457959e+00,1.306325e+00,1.233757e+00,1.163398e+00,1.763936e-01,1.439448e-01,1.232949e-02,1.018550e-02,8.524992e-03,5.206523e-04
13.797202,32.374575,0.0024399977,1.054988e-04,4.318085e+00,3.019790e+00,2.548078e+00,2.138612e+00,1.957334e+00,1.791892e+00,1.931949e-01,1.560122e-01,1.265549e-02,1.041979e-02,8.720180e-03,5.303597e-04
57.529553,75.431201,0.0047253666,1.995871e-03,7.394603e+00,9.728868e+00,8.697460e+00,7.615284e+00,7.150473e+00,6.743013e+00,2.460030e+00,2.216667e+00,4.356156e-01,3.711733e-01,3.193014e-01,2.250644e-02
4.128037,21.209509,0.0127351667,3.004098e-03,1.006715e+00,1.078846e+00,1.068347e+00,1.050920e+00,1.040553e+00,1.029388e+00,8.893308e-01,8.778615e-01,3.426566e-01,3.026990e-01,2.688403e-01,2.564117e-02
2.286089,86.851137,0.0091512747,1.718172e-03,1.094577e+00,1.250007e+00,1.364372e+00,1.377097e+00,1.358875e+00,1.330895e+00,4.852747e-01,4.340474e-01,7.754187e-02,6.575982e-02,5.634411e-02,3.893170e-03
15.914817,100.000000,0.0037909973,4.417821e-04,4.882346e+00,4.377125e+00,3.630002e+00,3.038753e+00,2.796450e+00,2.583133e+00,4.073883e-01,3.357433e-01,2.918015e-02,2.409970e-02,2.016647e-02,1.236479e-03
23.154877,28.117687,0.0024399977,1.350223e-04,5.901038e+00,4.332054e+00,3.777700e+00,3.280261e+00,3.049515e+00,2.832315e+00,3.556663e-01,2.884436e-01,2.392199e-02,1.972639e-02,1.653359e-02,1.005753e-03
6.648888,37.275937,0.0037909973,1.866047e-04,2.329536e+00,1.800315e+00,1.621561e+00,1.461761e+00,1.384069e+00,1.308101e+00,2.037087e-01,1.663981e-01,1.431078e-02,1.182298e-02,9.895965e-03,6.044978e-04
9.852597,37.275937,0.0065759507,2.603508e-04,6.168590e-01,5.428981e-01,4.931851e-01,4.528993e-01,4.357669e-01,4.200539e-01,1.113794e-01,9.339395e-02,9.172996e-03,7.612040e-03,6.411416e-03,4.032691e-04
2168.673927,86.851137,0.0001734623,9.961362e-06,5.554596e+01,9.220246e+00,5.136003e+00,3.250070e+00,2.671377e+00,2.236354e+00,1.207982e-01,9.610361e-02,5.519712e-03,4.243652e-03,3.364590e-03,4.665232e-05
7.912131,75.431201,0.0065759507,2.125549e-03,2.975482e+00,4.143614e+00,4.220978e+00,3.997206e+00,3.843512e+00,3.682754e+00,1.322841e+00,1.196920e+00,2.483139e-01,2.124536e-01,1.833779e-01,1.327418e-02
163.944093,65.512856,0.0004187291,1.187431e-05,1.540996e+01,2.930979e+00,1.676749e+00,1.079653e+00,8.934066e-01,7.499477e-01,4.068099e-02,3.225454e-02,2.419730e-03,1.997818e-03,1.676462e-03,5.980678e-05
3.773719,86.851137,0.0102169815,1.667683e-03,8.237598e-01,8.515336e-01,9.439485e-01,9.799291e-01,9.796955e-01,9.708759e-01,3.769320e-01,3.364534e-01,5.890918e-02,4.991742e-02,4.277891e-02,2.949128e-03
14.159237,13.894955,0.0047253666,6.067604e-04,3.868853e+00,4.027218e+00,3.890937e+00,3.719782e+00,3.631070e+00,3.543852e+00,1.813240e+00,1.626353e+00,2.414431e-01,2.026020e-01,1.722795e-01,1.174142e-02
4.506255,100.000000,0.0086569070,4.833473e-03,2.015472e+00,3.161737e+00,3.022773e+00,2.713367e+00,2.559037e+00,2.418419e+00,1.137989e+00,1.053370e+00,3.400009e-01,3.041422e-01,2.735480e-01,2.951707e-02
75.953481,15.998587,0.0027241463,2.863644e-04,9.889140e+00,8.612423e+00,7.844862e+00,7.247773e+00,6.996191e+00,6.764325e+00,1.826453e+00,1.532102e+00,1.506704e-01,1.250147e-01,1.052682e-01,6.619119e-03
268.360188,56.898660,0.0003750526,1.122443e-05,1.974250e+01,3.756875e+00,2.150039e+00,1.384546e+00,1.144496e+00,9.628700e-01,5.225247e-02,4.139314e-02,3.106476e-03,2.563884e-03,2.149470e-03,7.833686e-05
24.051579,100.000000,0.0021854879,1.021097e-04,5.599715e+00,2.811191e+00,1.958235e+00,1.422224e+00,1.229008e+00,1.070805e+00,7.654477e-02,6.099479e-02,4.521245e-03,3.716894e-03,3.112719e-03,1.945232e-04
799.324894,42.919343,0.0003008917,1.028215e-05,3.390286e+01,6.480846e+00,3.710694e+00,2.391001e+00,1.980543e+00,1.665969e+00,9.055628e-02,7.183093e-02,5.368515e-03,4.430804e-03,3.719108e-03,1.420411e-04
6.154495,75.431201,0.0065759507,4.670563e-04,1.088707e+00,1.013838e+00,1.004790e+00,9.552603e-01,9.214662e-01,8.847700e-01,1.854036e-01,1.544475e-01,1.462140e-02,1.209458e-02,1.015297e-02,6.223973e-04
16.404337,100.000000,0.0047253666,1.049469e-03,4.980029e+00,5.259923e+00,4.492605e+00,3.863564e+00,3.608843e+00,3.387339e+00,9.407802e-01,8.184425e-01,1.035416e-01,8.613405e-02,7.278249e-02,4.595816e-03
25.014753,12.067926,0.0033955682,3.510393e-04,5.497186e+00,5.567340e+00,5.282781e+00,4.961994e+00,4.804573e+00,4.653758e+00,1.791401e+00,1.557036e+00,1.871857e-01,1.561482e-01,1.321571e-01,8.679962e-03
6.002178,9.102982,0.0065759507,9.741490e-04,1.478126e+00,2.156476e+00,2.226741e+00,2.242879e+00,2.240165e+00,2.232653e+00,1.496903e+00,1.416678e+00,3.992900e-01,3.444468e-01,2.995475e-01,2.394565e-02
10.108658,65.512856,0.0037909973,1.045369e-04,1.128497e+00,7.887138e-01,6.434118e-01,5.205849e-01,4.686910e-01,4.227478e-01,3.966439e-02,3.191363e-02,2.512314e-03,2.064285e-03,1.730226e-03,1.052789e-04
4.101661,65.512856,0.0158740105,6.774340e-03,7.185902e-01,6.383630e-01,6.488904e-01,7.169111e-01,7.571934e-01,7.954564e-01,6.097170e-01,5.638756e-01,2.140268e-01,1.949811e-01,1.784214e-01,2.525292e-02
4.364708,75.431201,0.0158740105,5.920310e-03,6.203930e-01,5.523111e-01,5.986771e-01,6.782880e-01,7.143804e-01,7.446059e-01,4.822340e-01,4.463344e-01,1.627798e-01,1.474000e-01,1.340976e-01,1.714691e-02
7.879068,86.851137,0.0058900304,3.148898e-04,9.916124e-01,9.250941e-01,8.586627e-01,7.680062e-01,7.215566e-01,6.765265e-01,1.023334e-01,8.377005e-02,7.185080e-03,5.937470e-03,4.970346e-03,3.026260e-04
7.392273,32.374575,0.0197864869,1.153510e-02,7.644860e-01,7.525456e-01,7.383855e-01,7.208946e-01,7.112312e-01,7.012920e-01,8.934496e-01,8.936162e-01,4.378206e-01,4.051440e-01,3.767930e-01,7.955346e-02
16.359915,86.851137,0.0005827150,8.164862e-06,2.905913e+00,5.417326e-01,3.092299e-01,1.991548e-01,1.646185e-01,1.383853e-01,7.525472e-03,5.944953e-03,4.462055e-04,3.679898e-04,3.090596e-04,1.143551e-05
6.693249,100.000000,0.0047253666,3.157308e-04,1.797526e+00,1.744356e+00,1.498661e+00,1.267839e+00,1.166531e+00,1.074883e+00,1.424910e-01,1.161721e-01,9.666612e-03,7.938540e-03,6.652969e-03,4.062204e-04
161.075671,100.000000,0.0011285020,5.698957e-05,1.535080e+01,4.835016e+00,3.019236e+00,2.043190e+00,1.720080e+00,1.466221e+00,8.802131e-02,6.980466e-02,5.133614e-03,4.234301e-03,3.546053e-03,1.880657e-04
35.804954,28.117687,0.0058900304,1.527027e-03,5.149842e+00,4.601857e+00,4.414179e+00,4.422272e+00,4.470736e+00,4.530480e+00,2.909107e+00,2.614596e+00,4.572092e-01,3.875092e-01,3.321509e-01,2.337844e-02
