chi2,chi2_dof,m_chi_GeV,m_phi_MeV,alpha,lambda,is_relic,omega_h2,sigma_m_12,sigma_m_30,sigma_m_40,sigma_m_50,sigma_m_55,sigma_m_60,sigma_m_250,sigma_m_280,sigma_m_1000,sigma_m_1100,sigma_m_1200,sigma_m_4700
1.0656,0.1066,86.851137,10.216981,3.885798e-03,33.0319,0,,1.304269e+00,1.669063e+00,1.861278e+00,1.885248e+00,1.857239e+00,1.812935e+00,6.255779e-01,5.396817e-01,1.763685e-01,1.526624e-01,1.386195e-01,1.383032e-02
1.0660,0.1066,86.851137,10.216981,3.744284e-03,31.8289,0,,1.280898e+00,1.623557e+00,1.812952e+00,1.839751e+00,1.814151e+00,1.772537e+00,6.134539e-01,5.300247e-01,1.690388e-01,1.460522e-01,1.322454e-01,1.288267e-02
1.0667,0.1067,86.851137,10.216981,3.730641e-03,31.7129,0,,1.278609e+00,1.619128e+00,1.808233e+00,1.835296e+00,1.809926e+00,1.768570e+00,6.122616e-01,5.290688e-01,1.683246e-01,1.454087e-01,1.316265e-01,1.279286e-02
1.0671,0.1067,86.851137,10.216981,3.922583e-03,33.3446,0,,1.310238e+00,1.680764e+00,1.873658e+00,1.896866e+00,1.868224e+00,1.823217e+00,6.286582e-01,5.421159e-01,1.782502e-01,1.543609e-01,1.402623e-01,1.408137e-02
1.0671,0.1067,86.851137,10.216981,3.723890e-03,31.6555,0,,1.277475e+00,1.616934e+00,1.805894e+00,1.833087e+00,1.807831e+00,1.766602e+00,6.116701e-01,5.285941e-01,1.679708e-01,1.450899e-01,1.313200e-01,1.274851e-02
1.0673,0.1067,86.851137,10.216981,3.926991e-03,33.3820,0,,1.310950e+00,1.682162e+00,1.875136e+00,1.898253e+00,1.869535e+00,1.824443e+00,6.290253e-01,5.424056e-01,1.784750e-01,1.545639e-01,1.404588e-01,1.411158e-02
1.0819,0.1082,86.851137,10.216981,4.100882e-03,34.8602,0,,1.338581e+00,1.736751e+00,1.932637e+00,1.952012e+00,1.920262e+00,1.871829e+00,6.431855e-01,5.534811e-01,1.872324e-01,1.624750e-01,1.481385e-01,1.532535e-02
1.0847,0.1085,86.851137,10.216981,4.123340e-03,35.0511,0,,1.342084e+00,1.743718e+00,1.939948e+00,1.958824e+00,1.926678e+00,1.877812e+00,6.449686e-01,5.548622e-01,1.883474e-01,1.634829e-01,1.491201e-01,1.548518e-02
1.0857,0.1086,86.851137,10.216981,3.565984e-03,30.3132,0,,1.250478e+00,1.565089e+00,1.750428e+00,1.780545e+00,1.757912e+00,1.719648e+00,5.975331e-01,5.171744e-01,1.596030e-01,1.375584e-01,1.241010e-01,1.173052e-02
1.0864,0.1086,86.851137,10.216981,3.561982e-03,30.2792,0,,1.249782e+00,1.563761e+00,1.749003e+00,1.779191e+00,1.756623e+00,1.718434e+00,5.971671e-01,5.168768e-01,1.593887e-01,1.373657e-01,1.239168e-01,1.170520e-02
1.0916,0.1092,86.851137,10.216981,3.534292e-03,30.0438,0,,1.244951e+00,1.554560e+00,1.739117e+00,1.769793e+00,1.747678e+00,1.710005e+00,5.946240e-01,5.148072e-01,1.579029e-01,1.360302e-01,1.226412e-01,1.153068e-02
1.0928,0.1093,86.851137,10.216981,3.528579e-03,29.9953,0,,1.243951e+00,1.552658e+00,1.737072e+00,1.767847e+00,1.745825e+00,1.708258e+00,5.940970e-01,5.143777e-01,1.575958e-01,1.357542e-01,1.223777e-01,1.149483e-02
1.0933,0.1093,100.000000,10.216981,3.967408e-03,38.8315,0,,1.195935e+00,1.736445e+00,1.825398e+00,1.754356e+00,1.689873e+00,1.616652e+00,5.837787e-01,5.076367e-01,1.541541e-01,1.331704e-01,1.207016e-01,1.247894e-02
1.1052,0.1105,100.000000,9.151275,3.196925e-03,34.9342,0,,1.404478e+00,2.078632e+00,2.108547e+00,1.974527e+00,1.893420e+00,1.802837e+00,5.972133e-01,5.402999e-01,1.479393e-01,1.303375e-01,1.122225e-01,9.818333e-03
1.1053,0.1105,100.000000,9.151275,3.227188e-03,35.2649,0,,1.411262e+00,2.092342e+00,2.121080e+00,1.984994e+00,1.903026e+00,1.811563e+00,6.006300e-01,5.434674e-01,1.497080e-01,1.319853e-01,1.136928e-01,9.998977e-03
1.1085,0.1108,86.851137,10.216981,4.279181e-03,36.3759,0,,1.365999e+00,1.791560e+00,1.989976e+00,2.005299e+00,1.970384e+00,1.918501e+00,6.570592e-01,5.641385e-01,1.959830e-01,1.703882e-01,1.558640e-01,1.661332e-02
1.1128,0.1113,100.000000,9.151275,3.080498e-03,33.6620,0,,1.378018e+00,2.025118e+00,2.059419e+00,1.933318e+00,1.855552e+00,1.768387e+00,5.837645e-01,5.278103e-01,1.410800e-01,1.239643e-01,1.065443e-01,9.137231e-03
1.1149,0.1115,100.000000,9.151275,3.063720e-03,33.4786,0,,1.374155e+00,2.017303e+00,2.052217e+00,1.927254e+00,1.849972e+00,1.763304e+00,5.817866e-01,5.259707e-01,1.400847e-01,1.230418e-01,1.057236e-01,9.040905e-03
1.1160,0.1116,86.851137,10.216981,4.319690e-03,36.7202,0,,1.372107e+00,1.803852e+00,2.002783e+00,2.017157e+00,1.981516e+00,1.928846e+00,6.601215e-01,5.664621e-01,1.979387e-01,1.721576e-01,1.575974e-01,1.691194e-02
1.1171,0.1117,100.000000,9.151275,3.373879e-03,36.8679,0,,1.443624e+00,2.157660e+00,2.180501e+00,2.034362e+00,1.948269e+00,1.852596e+00,6.167250e-01,5.583543e-01,1.581929e-01,1.399151e-01,1.207807e-01,1.089538e-02
1.1252,0.1125,86.851137,10.216981,3.400074e-03,28.9029,0,,1.221123e+00,1.509511e+00,1.690532e+00,1.723462e+00,1.703510e+00,1.668318e+00,5.820229e-01,5.044903e-01,1.506289e-01,1.295004e-01,1.164230e-01,1.070129e-02
1.1258,0.1126,100.000000,10.216981,3.802099e-03,37.2135,0,,1.171767e+00,1.685450e+00,1.776519e+00,1.712138e+00,1.651396e+00,1.581827e+00,5.687562e-01,4.954596e-01,1.469972e-01,1.267382e-01,1.145079e-01,1.150477e-02
1.1291,0.1129,86.851137,10.216981,3.387685e-03,28.7976,0,,1.218888e+00,1.505314e+00,1.685991e+00,1.719119e+00,1.699364e+00,1.664399e+00,5.808361e-01,5.035135e-01,1.499515e-01,1.288931e-01,1.158463e-01,1.062612e-02
1.1310,0.1131,86.851137,10.216981,3.381555e-03,28.7455,0,,1.217780e+00,1.503235e+00,1.683740e+00,1.716966e+00,1.697309e+00,1.662456e+00,5.802473e-01,5.030285e-01,1.496160e-01,1.285924e-01,1.155608e-01,1.058901e-02
1.1410,0.1141,100.000000,9.151275,2.933807e-03,32.0590,0,,1.343810e+00,1.955886e+00,1.995375e+00,1.879167e+00,1.805669e+00,1.722885e+00,5.661317e-01,5.113882e-01,1.323236e-01,1.158693e-01,9.935345e-02,8.310811e-03
1.1419,0.1142,100.000000,9.151275,2.930514e-03,32.0230,0,,1.343030e+00,1.954308e+00,1.993909e+00,1.877922e+00,1.804520e+00,1.721835e+00,5.657270e-01,5.110107e-01,1.321257e-01,1.156869e-01,9.919169e-02,8.292669e-03
1.1456,0.1146,86.851137,10.216981,3.337942e-03,28.3747,0,,1.209852e+00,1.488399e+00,1.667658e+00,1.701568e+00,1.682598e+00,1.648542e+00,5.760286e-01,4.995482e-01,1.472221e-01,1.264474e-01,1.135265e-01,1.032669e-02
1.1468,0.1147,100.000000,9.151275,3.520569e-03,38.4708,0,,1.475178e+00,2.221167e+00,2.237815e+00,2.081577e+00,1.991441e+00,1.891652e+00,6.320354e-01,5.724560e-01,1.665231e-01,1.477392e-01,1.277923e-01,1.182573e-02
1.1502,0.1150,100.000000,9.151275,2.903033e-03,31.7227,0,,1.336502e+00,1.941098e+00,1.981622e+00,1.867476e+00,1.794881e+00,1.713025e+00,5.623342e-01,5.078453e-01,1.304720e-01,1.141635e-01,9.784142e-02,8.141980e-03
1.1599,0.1160,86.851137,10.216981,4.516039e-03,38.3893,0,,1.401104e+00,1.862617e+00,2.063746e+00,2.073386e+00,2.034195e+00,1.977701e+00,6.744964e-01,5.772136e-01,2.072482e-01,1.805828e-01,1.658813e-01,1.839009e-02
1.1681,0.1168,86.851137,9.151275,2.861319e-03,27.1557,0,,1.445574e+00,1.892635e+00,2.050043e+00,2.030311e+00,1.982989e+00,1.921867e+00,6.104341e-01,6.035959e-01,1.448171e-01,1.275668e-01,1.117820e-01,9.547183e-03
1.1681,0.1168,86.851137,9.151275,2.839076e-03,26.9445,0,,1.439815e+00,1.881272e+00,2.038349e+00,2.019512e+00,1.972821e+00,1.912368e+00,6.077856e-01,6.003433e-01,1.433035e-01,1.261601e-01,1.104983e-01,9.402905e-03
1.1681,0.1168,86.851137,9.151275,2.864535e-03,27.1862,0,,1.446404e+00,1.894274e+00,2.051729e+00,2.031867e+00,1.984453e+00,1.923234e+00,6.108149e-01,6.040645e-01,1.450356e-01,1.277701e-01,1.119676e-01,9.568122e-03
1.1682,0.1168,86.851137,9.151275,2.834487e-03,26.9010,0,,1.438623e+00,1.878922e+00,2.035930e+00,2.017277e+00,1.970715e+00,1.910400e+00,6.072362e-01,5.996699e-01,1.429909e-01,1.258697e-01,1.102334e-01,9.373266e-03
1.1714,0.1171,86.851137,9.151275,2.779105e-03,26.3754,0,,1.424124e+00,1.850428e+00,2.006536e+00,1.990073e+00,1.945072e+00,1.886419e+00,6.005219e-01,5.914752e-01,1.392090e-01,1.223620e-01,1.070376e-01,9.018979e-03
1.1730,0.1173,100.000000,10.216981,3.636790e-03,35.5955,0,,1.146858e+00,1.633127e+00,1.726011e+00,1.668181e+00,1.611182e+00,1.545296e+00,5.531488e-01,4.826364e-01,1.396656e-01,1.201590e-01,1.082079e-01,1.056496e-02
1.1748,0.1175,86.851137,9.151275,2.952799e-03,28.0238,0,,1.468922e+00,1.938937e+00,2.097543e+00,2.074052e+00,2.024117e+00,1.960232e+00,6.210779e-01,6.167730e-01,1.510104e-01,1.333383e-01,1.170597e-01,1.015117e-02
1.1777,0.1178,86.851137,9.151275,2.731259e-03,25.9213,0,,1.411429e+00,1.825602e+00,1.980850e+00,1.966240e+00,1.922576e+00,1.865354e+00,5.945938e-01,5.842934e-01,1.359291e-01,1.193275e-01,1.042782e-01,8.718009e-03
1.1793,0.1179,86.851137,9.151275,2.721308e-03,25.8269,0,,1.408768e+00,1.820414e+00,1.975474e+00,1.961243e+00,1.917857e+00,1.860932e+00,5.933455e-01,5.827874e-01,1.352455e-01,1.186959e-01,1.037045e-01,8.656006e-03
1.1802,0.1180,86.851137,9.151275,2.716383e-03,25.7801,0,,1.407449e+00,1.817843e+00,1.972809e+00,1.958766e+00,1.915516e+00,1.858738e+00,5.927257e-01,5.820405e-01,1.349071e-01,1.183834e-01,1.034207e-01,8.625400e-03
1.1808,0.1181,86.851137,9.151275,2.991379e-03,28.3900,0,,1.478612e+00,1.958259e+00,2.117296e+00,2.092184e+00,2.041138e+00,1.976084e+00,6.254513e-01,6.222373e-01,1.536061e-01,1.357646e-01,1.192835e-01,1.041100e-02
1.1818,0.1182,86.851137,9.151275,2.996802e-03,28.4415,0,,1.479967e+00,1.960966e+00,2.120059e+00,2.094718e+00,2.043515e+00,1.978296e+00,6.260607e-01,6.230011e-01,1.539702e-01,1.361052e-01,1.195960e-01,1.044776e-02
1.1840,0.1184,86.851137,9.151275,3.007761e-03,28.5455,0,,1.482699e+00,1.966427e+00,2.125634e+00,2.099827e+00,2.048308e+00,1.982757e+00,6.272883e-01,6.245414e-01,1.547052e-01,1.367932e-01,1.202272e-01,1.052223e-02
1.1847,0.1185,100.000000,10.216981,3.602686e-03,35.2617,0,,1.141622e+00,1.622162e+00,1.715380e+00,1.658885e+00,1.602658e+00,1.537535e+00,5.498574e-01,4.799119e-01,1.381318e-01,1.187840e-01,1.068959e-01,1.037542e-02
1.1850,0.1185,86.851137,10.216981,3.238165e-03,27.5266,0,,1.191417e+00,1.454149e+00,1.630404e+00,1.665795e+00,1.648376e+00,1.616128e+00,5.661751e-01,4.913791e-01,1.417013e-01,1.215076e-01,1.088547e-01,9.737672e-03
1.1866,0.1187,86.851137,10.216981,3.234531e-03,27.4957,0,,1.190738e+00,1.452893e+00,1.629034e+00,1.664477e+00,1.647114e+00,1.614932e+00,5.658107e-01,4.910759e-01,1.414990e-01,1.213268e-01,1.086841e-01,9.716509e-03
1.1875,0.1188,86.851137,9.151275,2.681350e-03,25.4476,0,,1.398013e+00,1.799495e+00,1.953764e+00,1.941043e+00,1.898764e+00,1.843029e+00,5.882784e-01,5.766964e-01,1.324964e-01,1.161591e-01,1.014024e-01,8.409119e-03
1.1910,0.1191,86.851137,11.406795,5.310496e-03,40.4340,0,,1.175837e+00,1.456410e+00,1.669615e+00,1.730149e+00,1.720061e+00,1.691916e+00,6.357656e-01,5.520747e-01,1.927251e-01,1.693158e-01,1.587507e-01,1.989170e-02
1.1940,0.1194,100.000000,9.151275,2.797309e-03,30.5674,0,,1.311031e+00,1.889567e+00,1.933505e+00,1.826393e+00,1.756917e+00,1.678277e+00,5.490236e-01,4.954119e-01,1.240768e-01,1.082887e-01,9.264277e-02,7.574111e-03
1.1952,0.1195,86.851137,11.406795,5.089225e-03,38.7493,0,,1.152722e+00,1.412624e+00,1.621630e+00,1.684026e+00,1.676073e+00,1.650484e+00,6.219904e-01,5.412890e-01,1.854236e-01,1.626725e-01,1.519642e-01,1.839044e-02
1.1980,0.1198,86.851137,10.216981,3.209386e-03,27.2819,0,,1.186021e+00,1.444189e+00,1.619536e+00,1.655333e+00,1.638355e+00,1.606624e+00,5.632786e-01,4.889675e-01,1.400978e-01,1.200748e-01,1.075031e-01,9.570672e-03
1.1992,0.1199,100.000000,9.151275,2.787117e-03,30.4561,0,,1.308545e+00,1.884539e+00,1.928793e+00,1.822356e+00,1.753182e+00,1.674853e+00,5.477184e-01,4.941916e-01,1.234577e-01,1.077214e-01,9.214149e-02,7.520366e-03
1.2004,0.1200,86.851137,10.216981,3.204199e-03,27.2378,0,,1.185044e+00,1.442390e+00,1.617572e+00,1.653441e+00,1.636542e+00,1.604904e+00,5.627538e-01,4.885301e-01,1.398083e-01,1.198162e-01,1.072592e-01,9.540710e-03
1.2019,0.1202,100.000000,9.151275,2.782073e-03,30.4009,0,,1.307312e+00,1.882047e+00,1.926457e+00,1.820353e+00,1.751328e+00,1.673154e+00,5.470710e-01,4.935863e-01,1.231512e-01,1.074406e-01,9.189343e-02,7.493836e-03
1.2090,0.1209,86.851137,11.406795,4.867955e-03,37.0645,0,,1.128812e+00,1.367963e+00,1.572328e+00,1.636375e+00,1.630495e+00,1.607425e+00,6.076597e-01,5.298642e-01,1.778396e-01,1.557713e-01,1.449670e-01,1.693415e-02
1.2121,0.1212,86.851137,9.151275,2.601199e-03,24.6870,0,,1.376086e+00,1.757114e+00,1.909625e+00,1.899846e+00,1.859765e+00,1.806402e+00,5.778409e-01,5.642595e-01,1.269633e-01,1.110684e-01,9.679326e-02,7.923969e-03
1.2131,0.1213,86.851137,11.406795,4.822305e-03,36.7169,0,,1.123775e+00,1.358638e+00,1.561986e+00,1.626346e+00,1.620885e+00,1.598329e+00,6.046338e-01,5.274280e-01,1.762396e-01,1.543153e-01,1.434973e-01,1.663949e-02
1.2133,0.1213,86.851137,9.151275,2.598280e-03,24.6592,0,,1.375278e+00,1.755560e+00,1.908002e+00,1.898328e+00,1.858326e+00,1.805049e+00,5.774536e-01,5.638007e-01,1.267614e-01,1.108830e-01,9.662563e-02,7.906551e-03
1.2145,0.1215,86.851137,9.151275,3.121439e-03,29.6243,0,,1.510624e+00,2.022520e+00,2.182698e+00,2.151974e+00,2.097149e+00,2.028140e+00,6.397177e-01,6.402723e-01,1.622787e-01,1.439019e-01,1.267639e-01,1.130894e-02
1.2145,0.1215,86.851137,10.216981,4.712389e-03,40.0584,0,,1.429151e+00,1.920065e+00,2.122938e+00,2.127636e+00,2.084846e+00,2.024518e+00,6.880932e-01,5.871144e-01,2.162760e-01,1.887558e-01,1.739652e-01,1.991785e-02
1.2162,0.1216,86.851137,9.151275,3.126493e-03,29.6723,0,,1.511848e+00,2.024990e+00,2.185203e+00,2.154257e+00,2.099284e+00,2.030121e+00,6.402577e-01,6.409615e-01,1.626131e-01,1.442166e-01,1.270539e-01,1.134451e-02
1.2219,0.1222,86.851137,9.151275,2.578081e-03,24.4676,0,,1.369671e+00,1.744785e+00,1.896744e+00,1.887792e+00,1.848338e+00,1.795656e+00,5.747596e-01,5.606155e-01,1.253634e-01,1.096002e-01,9.546653e-02,7.786542e-03
1.2238,0.1224,86.851137,9.151275,2.573914e-03,24.4280,0,,1.368510e+00,1.742557e+00,1.894415e+00,1.885611e+00,1.846269e+00,1.793710e+00,5.742007e-01,5.599559e-01,1.250748e-01,1.093356e-01,9.522754e-02,7.761890e-03
1.2248,0.1225,86.851137,9.151275,3.150988e-03,29.9048,0,,1.517762e+00,2.036934e+00,2.197308e+00,2.165279e+00,2.109589e+00,2.039679e+00,6.428604e-01,6.442897e-01,1.642313e-01,1.457405e-01,1.284587e-01,1.151765e-02
1.2261,0.1226,86.851137,9.151275,3.154529e-03,29.9384,0,,1.518614e+00,2.038656e+00,2.199053e+00,2.166867e+00,2.111073e+00,2.041055e+00,6.432346e-01,6.447691e-01,1.644648e-01,1.459606e-01,1.286616e-01,1.154277e-02
1.2313,0.1231,86.851137,10.216981,3.141593e-03,26.7056,0,,1.173165e+00,1.420584e+00,1.593718e+00,1.630430e+00,1.614478e+00,1.583957e+00,5.563544e-01,4.831843e-01,1.363021e-01,1.166865e-01,1.043129e-01,9.182452e-03
1.2336,0.1234,86.851137,11.406795,4.646684e-03,35.3798,0,,1.104046e+00,1.322401e+00,1.521641e+00,1.587107e+00,1.583228e+00,1.562632e+00,5.927685e-01,5.178022e-01,1.699707e-01,1.486108e-01,1.377606e-01,1.552494e-02
1.2361,0.1236,100.000000,10.216981,3.471482e-03,33.9776,0,,1.121146e+00,1.579414e+00,1.673778e+00,1.622367e+00,1.569106e+00,1.506930e+00,5.369693e-01,4.691804e-01,1.321647e-01,1.134409e-01,1.018123e-01,9.660350e-03
1.2372,0.1237,86.851137,11.406795,4.621375e-03,35.1871,0,,1.101155e+00,1.317130e+00,1.515752e+00,1.581364e+00,1.577709e+00,1.557393e+00,5.910289e-01,5.163817e-01,1.690524e-01,1.477752e-01,1.369231e-01,1.536685e-02
1.2444,0.1244,100.000000,10.216981,3.452574e-03,33.7925,0,,1.118150e+00,1.573178e+00,1.667689e+00,1.617003e+00,1.564169e+00,1.502418e+00,5.350825e-01,4.676014e-01,1.312962e-01,1.126641e-01,1.010752e-01,9.559165e-03
1.2498,0.1250,86.851137,9.151275,2.523623e-03,23.9507,0,,1.354393e+00,1.715552e+00,1.866132e+00,1.859085e+00,1.821098e+00,1.770013e+00,5.673700e-01,5.519264e-01,1.215888e-01,1.061430e-01,9.234735e-02,7.467276e-03
1.2608,0.1261,86.851137,10.216981,3.087507e-03,26.2459,0,,1.162759e+00,1.401605e+00,1.572895e+00,1.610295e+00,1.595149e+00,1.565585e+00,5.507245e-01,4.784638e-01,1.332557e-01,1.139711e-01,1.017625e-01,8.877963e-03
1.2672,0.1267,86.851137,10.216981,3.076257e-03,26.1502,0,,1.160578e+00,1.397641e+00,1.568539e+00,1.606077e+00,1.591097e+00,1.561731e+00,5.495413e-01,4.774697e-01,1.326202e-01,1.134050e-01,1.012315e-01,8.815218e-03
1.2705,0.1270,86.851137,10.216981,3.070690e-03,26.1029,0,,1.159496e+00,1.395677e+00,1.566380e+00,1.603986e+00,1.589088e+00,1.559820e+00,5.489542e-01,4.769762e-01,1.323054e-01,1.131247e-01,1.009687e-01,8.784244e-03
1.2739,0.1274,86.851137,11.406795,4.425413e-03,33.6950,0,,1.078353e+00,1.275905e+00,1.469498e+00,1.536122e+00,1.534165e+00,1.515989e+00,5.772999e-01,5.050953e-01,1.618136e-01,1.411902e-01,1.303478e-01,1.416491e-02
1.2751,0.1275,86.851137,11.406795,4.420446e-03,33.6572,0,,1.077765e+00,1.274851e+00,1.468310e+00,1.534956e+00,1.533042e+00,1.514919e+00,5.769458e-01,5.048025e-01,1.616271e-01,1.410206e-01,1.301791e-01,1.413496e-02
1.2766,0.1277,100.000000,9.151275,2.664104e-03,29.1118,0,,1.278079e+00,1.822992e+00,1.870879e+00,1.772516e+00,1.707002e+00,1.632461e+00,5.316509e-01,4.791530e-01,1.159555e-01,1.008659e-01,8.609516e-02,6.885700e-03
1.2771,0.1277,86.851137,9.151275,2.480176e-03,23.5384,0,,1.342032e+00,1.692038e+00,1.841435e+00,1.835864e+00,1.799035e+00,1.749217e+00,5.613375e-01,5.448841e-01,1.185729e-01,1.033875e-01,8.986599e-02,7.217075e-03
1.2788,0.1279,100.000000,9.151275,2.661114e-03,29.0792,0,,1.277327e+00,1.821476e+00,1.869446e+00,1.771278e+00,1.705854e+00,1.631406e+00,5.312529e-01,4.787802e-01,1.157725e-01,1.006991e-01,8.594835e-02,6.870596e-03
1.2834,0.1283,86.851137,9.151275,2.471139e-03,23.4526,0,,1.339442e+00,1.687126e+00,1.836267e+00,1.830998e+00,1.794409e+00,1.744853e+00,5.600670e-01,5.434067e-01,1.179452e-01,1.028148e-01,8.935078e-02,7.165540e-03
1.2848,0.1285,86.851137,11.406795,4.378993e-03,33.3416,0,,1.072838e+00,1.266030e+00,1.458367e+00,1.525198e+00,1.523633e+00,1.505957e+00,5.739787e-01,5.023460e-01,1.600654e-01,1.396004e-01,1.287670e-01,1.388602e-02
1.2865,0.1287,86.851137,9.151275,2.466668e-03,23.4102,0,,1.338157e+00,1.684692e+00,1.833706e+00,1.828585e+00,1.792115e+00,1.742689e+00,5.594363e-01,5.426740e-01,1.176345e-01,1.025315e-01,8.909595e-02,7.140102e-03
1.2866,0.1287,86.851137,9.151275,3.294215e-03,31.2641,0,,1.551688e+00,2.105852e+00,2.266863e+00,2.228366e+00,2.168451e+00,2.094166e+00,6.576034e-01,6.633601e-01,1.735957e-01,1.545911e-01,1.366403e-01,1.255366e-02
1.2895,0.1290,86.851137,9.151275,3.300187e-03,31.3208,0,,1.553079e+00,2.108692e+00,2.269719e+00,2.230947e+00,2.170855e+00,2.096387e+00,6.582009e-01,6.641411e-01,1.739824e-01,1.549577e-01,1.369801e-01,1.259773e-02
1.2945,0.1294,86.851137,10.216981,3.031087e-03,25.7663,0,,1.151758e+00,1.381666e+00,1.550958e+00,1.589035e+00,1.574717e+00,1.546142e+00,5.447469e-01,4.734345e-01,1.300617e-01,1.111278e-01,9.909810e-02,8.565323e-03
1.2945,0.1294,100.000000,9.151275,2.640427e-03,28.8531,0,,1.272115e+00,1.810960e+00,1.859504e+00,1.762681e+00,1.697875e+00,1.624068e+00,5.284898e-01,4.761912e-01,1.145059e-01,9.954549e-02,8.493299e-02,6.766525e-03
1.2954,0.1295,86.851137,9.151275,3.312255e-03,31.4353,0,,1.555885e+00,2.114423e+00,2.275479e+00,2.236152e+00,2.175700e+00,2.100864e+00,6.594044e-01,6.657159e-01,1.747630e-01,1.556981e-01,1.376664e-01,1.268700e-02
1.3104,0.1310,86.851137,9.151275,2.434854e-03,23.1082,0,,1.328971e+00,1.667325e+00,1.815408e+00,1.811333e+00,1.775701e+00,1.727196e+00,5.549093e-01,5.374293e-01,1.154238e-01,1.005169e-01,8.728547e-02,6.960364e-03
1.3193,0.1319,100.000000,10.216981,3.306173e-03,32.3596,0,,1.094558e+00,1.524243e+00,1.619713e+00,1.574571e+00,1.525033e+00,1.466585e+00,5.202206e-01,4.550962e-01,1.245020e-01,1.065948e-01,9.533415e-02,8.791790e-03
1.3214,0.1321,100.000000,10.216981,3.302462e-03,32.3233,0,,1.093951e+00,1.522988e+00,1.618477e+00,1.573474e+00,1.524020e+00,1.465656e+00,5.198380e-01,4.547728e-01,1.243282e-01,1.064398e-01,9.518790e-02,8.772712e-03
1.3256,0.1326,75.431201,9.151275,2.550257e-03,21.0210,0,,1.491831e+00,1.662319e+00,1.879466e+00,1.955197e+00,1.952264e+00,1.930659e+00,7.118247e-01,6.217152e-01,1.434603e-01,1.258336e-01,1.098512e-01,8.775618e-03
1.3256,0.1326,75.431201,9.151275,2.545193e-03,20.9793,0,,1.490211e+00,1.659692e+00,1.876430e+00,1.952140e+00,1.949274e+00,1.927767e+00,7.108583e-01,6.208719e-01,1.430499e-01,1.254562e-01,1.095098e-01,8.741475e-03
1.3259,0.1326,75.431201,9.151275,2.535919e-03,20.9028,0,,1.487239e+00,1.654876e+00,1.870862e+00,1.946532e+00,1.943790e+00,1.922459e+00,7.090834e-01,6.193225e-01,1.422981e-01,1.247651e-01,1.088849e-01,8.679113e-03
1.3263,0.1326,75.431201,9.151275,2.526342e-03,20.8239,0,,1.484160e+00,1.649897e+00,1.865102e+00,1.940728e+00,1.938113e+00,1.916964e+00,7.072431e-01,6.177155e-01,1.415215e-01,1.240515e-01,1.082399e-01,8.614926e-03
1.3267,0.1327,75.431201,9.151275,2.589779e-03,21.3468,0,,1.504393e+00,1.682767e+00,1.903070e+00,1.978939e+00,1.975469e+00,1.953102e+00,7.192981e-01,6.282311e-01,1.466612e-01,1.287807e-01,1.125191e-01,9.044227e-03
1.3284,0.1328,75.431201,9.151275,2.498683e-03,20.5959,0,,1.475223e+00,1.635484e+00,1.848414e+00,1.923897e+00,1.921642e+00,1.901016e+00,7.018873e-01,6.130348e-01,1.392780e-01,1.219920e-01,1.063796e-01,8.430825e-03
1.3291,0.1329,86.851137,11.406795,4.219517e-03,32.1273,0,,1.053544e+00,1.231776e+00,1.419604e+00,1.487043e+00,1.486794e+00,1.470814e+00,5.623590e-01,4.926735e-01,1.539613e-01,1.340520e-01,1.232694e-01,1.294536e-02
1.3332,0.1333,75.431201,10.216981,3.309480e-03,24.4336,0,,1.321901e+00,1.414372e+00,1.635207e+00,1.743472e+00,1.759447e+00,1.756383e+00,7.108351e-01,6.272978e-01,1.690605e-01,1.454899e-01,1.295294e-01,1.165258e-02
1.3333,0.1333,75.431201,9.151275,2.645664e-03,21.8074,0,,1.521921e+00,1.711510e+00,1.936167e+00,2.012156e+00,2.007902e+00,1.984438e+00,7.296648e-01,6.372513e-01,1.511794e-01,1.329508e-01,1.163013e-01,9.430519e-03
1.3334,0.1333,75.431201,10.216981,3.297422e-03,24.3446,0,,1.319350e+00,1.410477e+00,1.630503e+00,1.738612e+00,1.754650e+00,1.751706e+00,7.092227e-01,6.258851e-01,1.682823e-01,1.447912e-01,1.288760e-01,1.157058e-02
1.3335,0.1334,75.431201,10.216981,3.291455e-03,24.3006,0,,1.318084e+00,1.408547e+00,1.628173e+00,1.736203e+00,1.752272e+00,1.749387e+00,7.084228e-01,6.251842e-01,1.678969e-01,1.444452e-01,1.285526e-01,1.153010e-02
1.3340,0.1334,86.851137,11.406795,4.204143e-03,32.0103,0,,1.051655e+00,1.228447e+00,1.415823e+00,1.483312e+00,1.483187e+00,1.467369e+00,5.612212e-01,4.917221e-01,1.533648e-01,1.335100e-01,1.227341e-01,1.285612e-02
1.3343,0.1334,75.431201,10.216981,3.367455e-03,24.8617,0,,1.334074e+00,1.433040e+00,1.657713e+00,1.766699e+00,1.782361e+00,1.778710e+00,7.185143e-01,6.340191e-01,1.727873e-01,1.488387e-01,1.326648e-01,1.205042e-02
1.3357,0.1336,75.431201,10.216981,3.249004e-03,23.9872,0,,1.309035e+00,1.394789e+00,1.611539e+00,1.718995e+00,1.735276e+00,1.732809e+00,7.026939e-01,6.201605e-01,1.651479e-01,1.419787e-01,1.262488e-01,1.124396e-02
