v_km_s,BP1_S0,BP1_sigmaT_Maj,BP1_sigmaT_Dir,BP1_Phi_Maj,BP1_Phi_Dir,MAP_S0,MAP_sigmaT_Maj,MAP_sigmaT_Dir,MAP_Phi_Maj,MAP_Phi_Dir
3.0000,2.80979379e+02,1.05221203e-01,2.10442407e-01,2.67036842e+03,1.33518421e+03,4.06715095e+02,1.38211286e+00,2.76422571e+00,2.94270539e+02,1.47135269e+02
3.0754,2.80871228e+02,1.09328409e-01,2.18656818e-01,2.56905986e+03,1.28452993e+03,4.06613310e+02,1.38147778e+00,2.76295556e+00,2.94332139e+02,1.47166070e+02
3.1526,2.80757665e+02,1.13563970e-01,2.27127940e-01,2.47224243e+03,1.23612122e+03,4.06506424e+02,1.38080983e+00,2.76161966e+00,2.94397111e+02,1.47198555e+02
3.2318,2.80638426e+02,1.17928299e-01,2.35856599e-01,2.37973775e+03,1.18986888e+03,4.06394186e+02,1.38010753e+00,2.76021506e+00,2.94465596e+02,1.47232798e+02
3.3130,2.80513232e+02,1.22421506e-01,2.44843012e-01,2.29137217e+03,1.14568609e+03,4.06276334e+02,1.37936932e+00,2.75873863e+00,2.94537749e+02,1.47268875e+02
3.3962,2.80381791e+02,1.27043377e-01,2.54086755e-01,2.20697684e+03,1.10348842e+03,4.06152590e+02,1.37859353e+00,2.75718705e+00,2.94613737e+02,1.47306868e+02
3.4816,2.80243798e+02,1.31793365e-01,2.63586729e-01,2.12638776e+03,1.06319388e+03,4.06022667e+02,1.37777840e+00,2.75555680e+00,2.94693738e+02,1.47346869e+02
3.5690,2.80098933e+02,1.36670568e-01,2.73341136e-01,2.04944589e+03,1.02472294e+03,4.05886261e+02,1.37692209e+00,2.75384418e+00,2.94777943e+02,1.47388971e+02
3.6587,2.79946862e+02,1.41673724e-01,2.83347449e-01,1.97599706e+03,9.87998528e+02,4.05743055e+02,1.37602264e+00,2.75204527e+00,2.94866556e+02,1.47433278e+02
3.7506,2.79787236e+02,1.46801197e-01,2.93602394e-01,1.90589206e+03,9.52946031e+02,4.05592719e+02,1.37507798e+00,2.75015597e+00,2.94959795e+02,1.47479897e+02
3.8448,2.79619688e+02,1.52050965e-01,3.04101930e-01,1.83898660e+03,9.19493302e+02,4.05434906e+02,1.37408597e+00,2.74817194e+00,2.95057889e+02,1.47528944e+02
3.9414,2.79443835e+02,1.57420617e-01,3.14841235e-01,1.77514127e+03,8.87570637e+02,4.05269251e+02,1.37304433e+00,2.74608866e+00,2.95161083e+02,1.47580541e+02
4.0404,2.79259279e+02,1.62907348e-01,3.25814696e-01,1.71422150e+03,8.57110752e+02,4.05095376e+02,1.37195068e+00,2.74390135e+00,2.95269635e+02,1.47634818e+02
4.1419,2.79065600e+02,1.68507951e-01,3.37015902e-01,1.65609752e+03,8.28048761e+02,4.04912884e+02,1.37080252e+00,2.74160503e+00,2.95383820e+02,1.47691910e+02
4.2460,2.78862362e+02,1.74218823e-01,3.48437647e-01,1.60064427e+03,8.00322136e+02,4.04721356e+02,1.36959723e+00,2.73919447e+00,2.95503923e+02,1.47751962e+02
4.3526,2.78649108e+02,1.80035965e-01,3.60071931e-01,1.54774135e+03,7.73870676e+02,4.04520365e+02,1.36833208e+00,2.73666417e+00,2.95630257e+02,1.47815128e+02
4.4620,2.78425363e+02,1.85954986e-01,3.71909971e-01,1.49727291e+03,7.48636456e+02,4.04309454e+02,1.36700420e+00,2.73400841e+00,2.95763139e+02,1.47881569e+02
4.5741,2.78190628e+02,1.91971109e-01,3.83942218e-01,1.44912757e+03,7.24563787e+02,4.04088140e+02,1.36561059e+00,2.73122118e+00,2.95902905e+02,1.47951452e+02
4.6890,2.77944384e+02,1.98079187e-01,3.96158374e-01,1.40319832e+03,7.01599162e+02,4.03855952e+02,1.36414810e+00,2.72829621e+00,2.96049931e+02,1.48024966e+02
4.8068,2.77686089e+02,2.04273711e-01,4.08547422e-01,1.35938241e+03,6.79691205e+02,4.03612347e+02,1.36261347e+00,2.72522693e+00,2.96204578e+02,1.48102289e+02
4.9275,2.77415180e+02,2.10548826e-01,4.21097651e-01,1.31758123e+03,6.58790613e+02,4.03356810e+02,1.36100325e+00,2.72200650e+00,2.96367263e+02,1.48183632e+02
5.0513,2.77131067e+02,2.16898351e-01,4.33796702e-01,1.27770020e+03,6.38850100e+02,4.03088766e+02,1.35931388e+00,2.71862776e+00,2.96538401e+02,1.48269201e+02
5.1782,2.76833136e+02,2.23315800e-01,4.46631601e-01,1.23964868e+03,6.19824338e+02,4.02807635e+02,1.35754162e+00,2.71508324e+00,2.96718442e+02,1.48359222e+02
5.3083,2.76520750e+02,2.29794404e-01,4.59588808e-01,1.20333979e+03,6.01669896e+02,4.02512793e+02,1.35568257e+00,2.71136513e+00,2.96907846e+02,1.48453924e+02
5.4417,2.76193243e+02,2.36327134e-01,4.72654268e-01,1.16869036e+03,5.84345179e+02,4.02203606e+02,1.35373267e+00,2.70746530e+00,2.97107114e+02,1.48553559e+02
5.5784,2.75849923e+02,2.42906734e-01,4.85813469e-01,1.13562073e+03,5.67810365e+02,4.01879415e+02,1.35168768e+00,2.70337529e+00,2.97316771e+02,1.48658389e+02
5.7185,2.75490071e+02,2.49525746e-01,4.99051492e-01,1.10405469e+03,5.52027347e+02,4.01539553e+02,1.34954319e+00,2.69908626e+00,2.97537387e+02,1.48768700e+02
5.8622,2.75112939e+02,2.56176541e-01,5.12353081e-01,1.07391933e+03,5.36959665e+02,4.01183244e+02,1.34729460e+00,2.69458900e+00,2.97769503e+02,1.48884763e+02
6.0094,2.74717751e+02,2.62851352e-01,5.25702705e-01,1.04514490e+03,5.22572451e+02,4.00809803e+02,1.34493715e+00,2.68987396e+00,2.98013779e+02,1.49006909e+02
6.1604,2.74303699e+02,2.69542309e-01,5.39084618e-01,1.01766472e+03,5.08832362e+02,4.00418416e+02,1.34246589e+00,2.68493117e+00,2.98270831e+02,1.49135449e+02
6.3152,2.73869949e+02,2.76241469e-01,5.52482938e-01,9.91415048e+02,4.95707524e+02,4.00008274e+02,1.33987566e+00,2.67975031e+00,2.98541339e+02,1.49270726e+02
6.4738,2.73415633e+02,2.82940853e-01,5.65881705e-01,9.66334944e+02,4.83167472e+02,3.99578564e+02,1.33716116e+00,2.67432064e+00,2.98826032e+02,1.49413110e+02
6.6364,2.72939853e+02,2.89632479e-01,5.79264959e-01,9.42366179e+02,4.71183090e+02,3.99128393e+02,1.33431690e+00,2.66863104e+00,2.99125637e+02,1.49562973e+02
6.8031,2.72441679e+02,2.96308400e-01,5.92616800e-01,9.19453107e+02,4.59726553e+02,3.98656883e+02,1.33133725e+00,2.66267000e+00,2.99440945e+02,1.49720725e+02
6.9741,2.71920150e+02,3.02960733e-01,6.05921465e-01,8.97542555e+02,4.48771278e+02,3.98163050e+02,1.32821642e+00,2.65642564e+00,2.99772721e+02,1.49886767e+02
7.1493,2.71374273e+02,3.09581694e-01,6.19163388e-01,8.76583719e+02,4.38291859e+02,3.97645998e+02,1.32494855e+00,2.64988571e+00,3.00121840e+02,1.50061565e+02
7.3289,2.70803021e+02,3.16163634e-01,6.32327268e-01,8.56528051e+02,4.28264026e+02,3.97104675e+02,1.32152773e+00,2.64303764e+00,3.00489098e+02,1.50245562e+02
7.5130,2.70205338e+02,3.22699064e-01,6.45398128e-01,8.37329166e+02,4.18664583e+02,3.96538043e+02,1.31794804e+00,2.63586855e+00,3.00875323e+02,1.50439233e+02
7.7017,2.69580133e+02,3.29180688e-01,6.58361376e-01,8.18942734e+02,4.09471367e+02,3.95945080e+02,1.31420371e+00,2.62836535e+00,3.01281360e+02,1.50643091e+02
7.8952,2.68926285e+02,3.35601432e-01,6.71202864e-01,8.01326392e+02,4.00663196e+02,3.95324628e+02,1.31028917e+00,2.62051479e+00,3.01707927e+02,1.50857621e+02
8.0935,2.68242640e+02,3.41954465e-01,6.83908930e-01,7.84439648e+02,3.92219824e+02,3.94675569e+02,1.30619926e+00,2.61230356e+00,3.02155713e+02,1.51083349e+02
8.2968,2.67528016e+02,3.48233228e-01,6.96466455e-01,7.68243793e+02,3.84121897e+02,3.93996756e+02,1.30192943e+00,2.60371847e+00,3.02625279e+02,1.51320798e+02
8.5053,2.66781198e+02,3.54431451e-01,7.08862903e-01,7.52701818e+02,3.76350909e+02,3.93286948e+02,1.29747598e+00,2.59474659e+00,3.03116939e+02,1.51570465e+02
8.7189,2.66000944e+02,3.60543177e-01,7.21086355e-01,7.37778332e+02,3.68889166e+02,3.92544930e+02,1.29283643e+00,2.58537549e+00,3.03630776e+02,1.51832850e+02
8.9380,2.65185984e+02,3.66562774e-01,7.33125547e-01,7.23439483e+02,3.61719742e+02,3.91769421e+02,1.28800989e+00,2.57559349e+00,3.04166470e+02,1.52108406e+02
9.1625,2.64335020e+02,3.72484949e-01,7.44969899e-01,7.09652888e+02,3.54826444e+02,3.90959111e+02,1.28299756e+00,2.56539005e+00,3.04723192e+02,1.52397532e+02
9.3927,2.63446732e+02,3.78304766e-01,7.56609533e-01,6.96387558e+02,3.48193779e+02,3.90112687e+02,1.27780332e+00,2.55475610e+00,3.05299478e+02,1.52700560e+02
9.6287,2.62519777e+02,3.84017647e-01,7.68035294e-01,6.83613837e+02,3.41806918e+02,3.89228744e+02,1.27243441e+00,2.54368455e+00,3.05892972e+02,1.53017694e+02
9.8705,2.61552790e+02,3.89619382e-01,7.79238765e-01,6.71303334e+02,3.35651667e+02,3.88305942e+02,1.26690219e+00,2.53217078e+00,3.06500331e+02,1.53349034e+02
10.1185,2.60544391e+02,3.95106135e-01,7.90212270e-01,6.59428867e+02,3.29714433e+02,3.87342819e+02,1.26122302e+00,2.52021329e+00,3.07116832e+02,1.53694460e+02
10.3727,2.59493183e+02,4.00474440e-01,8.00948881e-01,6.47964405e+02,3.23982203e+02,3.86337953e+02,1.25541919e+00,2.50781427e+00,3.07736217e+02,1.54053654e+02
10.6333,2.58397759e+02,4.05721208e-01,8.11442415e-01,6.36885020e+02,3.18442510e+02,3.85289865e+02,1.24951993e+00,2.49498037e+00,3.08350315e+02,1.54426011e+02
10.9004,2.57256706e+02,4.10843715e-01,8.21687429e-01,6.26166830e+02,3.13083415e+02,3.84197091e+02,1.24356242e+00,2.48172334e+00,3.08948778e+02,1.54810605e+02
11.1742,2.56068606e+02,4.15839604e-01,8.31679208e-01,6.15786962e+02,3.07893481e+02,3.83058077e+02,1.23759281e+00,2.46806075e+00,3.09518667e+02,1.55206098e+02
11.4550,2.54832043e+02,4.20706876e-01,8.41413753e-01,6.05723503e+02,3.02861752e+02,3.81871364e+02,1.23166710e+00,2.45401663e+00,3.10044300e+02,1.55610748e+02
11.7427,2.53545607e+02,4.25443880e-01,8.50887761e-01,5.95955467e+02,2.97977734e+02,3.80635412e+02,1.22585196e+00,2.43962204e+00,3.10506835e+02,1.56022287e+02
12.0377,2.52207899e+02,4.30049304e-01,8.60098608e-01,5.86462753e+02,2.93231377e+02,3.79348669e+02,1.22022524e+00,2.42491545e+00,3.10884137e+02,1.56437895e+02
12.3401,2.50817539e+02,4.34522161e-01,8.69044322e-01,5.77226116e+02,2.88613058e+02,3.78009623e+02,1.21487622e+00,2.40994295e+00,3.11150731e+02,1.56854179e+02
12.6501,2.49373172e+02,4.38861779e-01,8.77723557e-01,5.68227136e+02,2.84113568e+02,3.76616724e+02,1.20990548e+00,2.39475820e+00,3.11277807e+02,1.57267119e+02
12.9679,2.47873469e+02,4.43067783e-01,8.86135566e-01,5.59448190e+02,2.79724095e+02,3.75168469e+02,1.20542424e+00,2.37942209e+00,3.11233554e+02,1.57672096e+02
13.2937,2.46317145e+02,4.47140085e-01,8.94280170e-01,5.50872429e+02,2.75436215e+02,3.73663327e+02,1.20155323e+00,2.36400200e+00,3.10983582e+02,1.58063879e+02
13.6277,2.44702955e+02,4.51078862e-01,9.02157723e-01,5.42483756e+02,2.71241878e+02,3.72099783e+02,1.19842095e+00,2.34857072e+00,3.10491721e+02,1.58436695e+02
13.9700,2.43029712e+02,4.54884542e-01,9.09769084e-01,5.34266808e+02,2.67133404e+02,3.70476434e+02,1.19616134e+00,2.33320500e+00,3.09721123e+02,1.58784348e+02
14.3210,2.41296289e+02,4.58557789e-01,9.17115578e-01,5.26206935e+02,2.63103467e+02,3.68791779e+02,1.19491092e+00,2.31798367e+00,3.08635374e+02,1.59100249e+02
14.6807,2.39501629e+02,4.62099482e-01,9.24198964e-01,5.18290191e+02,2.59145096e+02,3.67044487e+02,1.19480537e+00,2.30298549e+00,3.07200232e+02,1.59377681e+02
15.0495,2.37644757e+02,4.65510698e-01,9.31021396e-01,5.10503321e+02,2.55251661e+02,3.65233134e+02,1.19597577e+00,2.28828676e+00,3.05385061e+02,1.59609862e+02
15.4276,2.35724788e+02,4.68792696e-01,9.37585392e-01,5.02833747e+02,2.51416874e+02,3.63356490e+02,1.19854460e+00,2.27395870e+00,3.03164764e+02,1.59790277e+02
15.8152,2.33740934e+02,4.71946899e-01,9.43893798e-01,4.95269563e+02,2.47634781e+02,3.61413292e+02,1.20262166e+00,2.26006489e+00,3.00521190e+02,1.59912794e+02
16.2125,2.31692518e+02,4.74974874e-01,9.49949747e-01,4.87799527e+02,2.43899763e+02,3.59402343e+02,1.20830015e+00,2.24665881e+00,2.97444589e+02,1.59971928e+02
16.6198,2.29578982e+02,4.77878317e-01,9.55756633e-01,4.80413056e+02,2.40206528e+02,3.57322569e+02,1.21565315e+00,2.23378157e+00,2.93934639e+02,1.59963075e+02
17.0373,2.27399897e+02,4.80659036e-01,9.61318072e-01,4.73100223e+02,2.36550112e+02,3.55172986e+02,1.22473056e+00,2.22146011e+00,2.90000918e+02,1.59882675e+02
17.4653,2.25154973e+02,4.83318935e-01,9.66637870e-01,4.65851753e+02,2.32925877e+02,3.52952700e+02,1.23555693e+00,2.20970588e+00,2.85662840e+02,1.59728362e+02
17.9040,2.22844070e+02,4.85859996e-01,9.71719992e-01,4.58659020e+02,2.29329510e+02,3.50660819e+02,1.24813003e+00,2.19851412e+00,2.80948948e+02,1.59499007e+02
18.3538,2.20467205e+02,4.88284264e-01,9.76568529e-01,4.51514049e+02,2.25757024e+02,3.48296714e+02,1.26242048e+00,2.18786377e+00,2.75895964e+02,1.59194881e+02
18.8149,2.18024565e+02,4.90593835e-01,9.81187671e-01,4.44409508e+02,2.22204754e+02,3.45859768e+02,1.27837220e+00,2.17771813e+00,2.70547003e+02,1.58817509e+02
19.2876,2.15516513e+02,4.92790839e-01,9.85581678e-01,4.37338716e+02,2.18669358e+02,3.43349548e+02,1.29590399e+00,2.16802604e+00,2.64949835e+02,1.58369661e+02
19.7721,2.12943595e+02,4.94877426e-01,9.89754851e-01,4.30295633e+02,2.15147817e+02,3.40765753e+02,1.31491172e+00,2.15872372e+00,2.59154853e+02,1.57855195e+02
20.2688,2.10306553e+02,4.96855755e-01,9.93711509e-01,4.23274866e+02,2.11637433e+02,3.38108171e+02,1.33527133e+00,2.14973707e+00,2.53213084e+02,1.57278848e+02
20.7780,2.07606324e+02,4.98727981e-01,9.97455963e-01,4.16271660e+02,2.08135830e+02,3.35376791e+02,1.35684226e+00,2.14098424e+00,2.47174489e+02,1.56646081e+02
21.3000,2.04844054e+02,5.00496246e-01,1.00099249e+00,4.09281898e+02,2.04640949e+02,3.32571705e+02,1.37947117e+00,2.13237853e+00,2.41086376e+02,1.55962790e+02
21.8351,2.02021093e+02,5.02162663e-01,1.00432533e+00,4.02302097e+02,2.01151049e+02,3.29693280e+02,1.40299578e+00,2.12383124e+00,2.34992353e+02,1.55235159e+02
22.3836,1.99139007e+02,5.03729311e-01,1.00745862e+00,3.95329401e+02,1.97664701e+02,3.26741876e+02,1.42724857e+00,2.11525453e+00,2.28931303e+02,1.54469295e+02
22.9459,1.96199576e+02,5.05198222e-01,1.01039644e+00,3.88361573e+02,1.94180787e+02,3.23718203e+02,1.45206027e+00,2.10656409e+00,2.22937167e+02,1.53671186e+02
23.5223,1.93204795e+02,5.06571375e-01,1.01314275e+00,3.81396986e+02,1.90698493e+02,3.20623089e+02,1.47726292e+00,2.09768803e+00,2.17038609e+02,1.52845935e+02
24.1133,1.90156874e+02,5.07850687e-01,1.01570137e+00,3.74434610e+02,1.87217305e+02,3.17457482e+02,1.50269251e+00,2.08854623e+00,2.11259110e+02,1.51999261e+02
24.7190,1.87058233e+02,5.09038005e-01,1.01807601e+00,3.67474002e+02,1.83737001e+02,3.14222508e+02,1.52819108e+00,2.07908253e+00,2.05617289e+02,1.51135178e+02
25.3400,1.83911501e+02,5.10135100e-01,1.02027020e+00,3.60515285e+02,1.80257643e+02,3.10919667e+02,1.55360832e+00,2.06924750e+00,2.00127448e+02,1.50257360e+02
25.9766,1.80719510e+02,5.11143660e-01,1.02228732e+00,3.53559134e+02,1.76779567e+02,3.07550327e+02,1.57880255e+00,2.05900345e+00,1.94799740e+02,1.49368534e+02
26.6292,1.77485285e+02,5.12065287e-01,1.02413057e+00,3.46606751e+02,1.73303375e+02,3.04116358e+02,1.60364141e+00,2.04832485e+00,1.89641123e+02,1.48470766e+02
27.2981,1.74212038e+02,5.12901487e-01,1.02580297e+00,3.39659842e+02,1.69829921e+02,3.00619553e+02,1.62800192e+00,2.03719827e+00,1.84655528e+02,1.47565192e+02
27.9839,1.70903155e+02,5.13653669e-01,1.02730734e+00,3.32720596e+02,1.66360298e+02,2.97062082e+02,1.65177037e+00,2.02562199e+00,1.79844661e+02,1.46652279e+02
28.6869,1.67562183e+02,5.14323142e-01,1.02864628e+00,3.25791647e+02,1.62895824e+02,2.93446155e+02,1.67484183e+00,2.01360525e+00,1.75208279e+02,1.45731719e+02
29.4076,1.64192821e+02,5.14911108e-01,1.02982221e+00,3.18876052e+02,1.59438027e+02,2.89774223e+02,1.69711951e+00,2.00116718e+00,1.70744736e+02,1.44802606e+02
30.1464,1.60798897e+02,5.15418660e-01,1.03083731e+00,3.11977252e+02,1.55988628e+02,2.86048969e+02,1.71851396e+00,1.98833550e+00,1.66451351e+02,1.43863533e+02
30.9037,1.57384358e+02,5.15846781e-01,1.03169354e+00,3.05099042e+02,1.52549524e+02,2.82273028e+02,1.73894225e+00,1.97514500e+00,1.62324556e+02,1.42912560e+02
31.6800,1.53953249e+02,5.16196339e-01,1.03239265e+00,2.98245527e+02,1.49122768e+02,2.78449321e+02,1.75832714e+00,1.96163590e+00,1.58360361e+02,1.41947505e+02
32.4759,1.50509695e+02,5.16468089e-01,1.03293613e+00,2.91421093e+02,1.45710554e+02,2.74580985e+02,1.77659632e+00,1.94785212e+00,1.54554516e+02,1.40966032e+02
33.2917,1.47057879e+02,5.16662666e-01,1.03332525e+00,2.84630358e+02,1.42315190e+02,2.70671072e+02,1.79368174e+00,1.93383950e+00,1.50902507e+02,1.39965634e+02
34.1281,1.43602028e+02,5.16780588e-01,1.03356105e+00,2.77878138e+02,1.38939086e+02,2.66723044e+02,1.80951908e+00,1.91964408e+00,1.47399962e+02,1.38944009e+02
34.9854,1.40146383e+02,5.16822257e-01,1.03364432e+00,2.71169403e+02,1.35584727e+02,2.62740186e+02,1.82404745e+00,1.90531047e+00,1.44042408e+02,1.37898884e+02
35.8643,1.36695188e+02,5.16787953e-01,1.03357561e+00,2.64509238e+02,1.32254657e+02,2.58726098e+02,1.83720919e+00,1.89088037e+00,1.40825606e+02,1.36828380e+02
36.7653,1.33252661e+02,5.16677840e-01,1.03335523e+00,2.57902799e+02,1.28951456e+02,2.54684320e+02,1.84894997e+00,1.87644110e+00,1.37745382e+02,1.35727319e+02
37.6889,1.29822979e+02,5.16491964e-01,1.03298326e+00,2.51355274e+02,1.25677719e+02,2.50618538e+02,1.85921895e+00,1.86194589e+00,1.34797753e+02,1.34600334e+02
38.6357,1.26410255e+02,5.16230256e-01,1.03245952e+00,2.44871845e+02,1.22436040e+02,2.46532499e+02,1.86796929e+00,1.84745783e+00,1.31978883e+02,1.33444182e+02
39.6063,1.23018518e+02,5.15892532e-01,1.03178361e+00,2.38457644e+02,1.19228990e+02,2.42429921e+02,1.87515861e+00,1.83299912e+00,1.29285021e+02,1.32258613e+02
40.6013,1.19651696e+02,5.15478501e-01,1.03095490e+00,2.32117722e+02,1.16059098e+02,2.38314785e+02,1.88074981e+00,1.81858586e+00,1.26712646e+02,1.31044010e+02
41.6213,1.16313598e+02,5.14987764e-01,1.02997251e+00,2.25857012e+02,1.12928837e+02,2.34190781e+02,1.88471172e+00,1.80422821e+00,1.24258144e+02,1.29801086e+02
42.6668,1.13007897e+02,5.14419820e-01,1.02883535e+00,2.19680293e+02,1.09840605e+02,2.30061765e+02,1.88702000e+00,1.78993077e+00,1.21918033e+02,1.28531097e+02
43.7387,1.09738115e+02,5.13774075e-01,1.02754211e+00,2.13592161e+02,1.06796709e+02,2.25931579e+02,1.88765789e+00,1.77569317e+00,1.19688838e+02,1.27235709e+02
44.8375,1.06507609e+02,5.13049847e-01,1.02609125e+00,2.07597001e+02,1.03799354e+02,2.21804030e+02,1.88661696e+00,1.76151081e+00,1.17567071e+02,1.25916928e+02
45.9639,1.03319561e+02,5.12246373e-01,1.02448107e+00,2.01698960e+02,1.00850630e+02,2.17682886e+02,1.88389776e+00,1.74737569e+00,1.15549204e+02,1.24577037e+02
47.1186,1.00176963e+02,5.11362825e-01,1.02270963e+00,1.95901927e+02,9.79524979e+01,2.13571867e+02,1.87951027e+00,1.73327721e+00,1.13631657e+02,1.23218528e+02
48.3023,9.70826118e+01,5.10398317e-01,1.02077483e+00,1.90209506e+02,9.51067843e+01,2.09474627e+02,1.87347424e+00,1.71920307e+00,1.11810786e+02,1.21844028e+02
