m_chi_GeV,m_phi_MeV,alpha,sigma_m_30,sigma_m_1000
86.851137,3.7909973093e+00,3.6599995578e-04,3.878968,0.02063361
86.851137,3.7909973093e+00,4.6914498833e-04,4.994849,0.03371532
86.851137,3.7909973093e+00,7.9441850867e-04,7.843243,0.09413374
86.851137,4.2324758681e+00,4.0862228437e-04,3.251512,0.02063781
86.851137,4.2324758681e+00,6.3322487267e-04,4.994168,0.04881695
86.851137,4.2324758681e+00,8.8693209011e-04,6.607138,0.09342433
86.851137,4.7253665758e+00,4.5620817338e-04,2.690679,0.02054575
86.851137,4.7253665758e+00,8.8169558081e-04,5.001292,0.07397351
86.851137,4.7253665758e+00,9.9021929105e-04,5.490193,0.09210959
86.851137,5.2756566064e+00,5.0933565157e-04,2.201082,0.02045829
86.851137,5.2756566064e+00,1.1608114850e-03,4.689553,0.09916226
86.851137,5.2756566064e+00,1.1655719361e-03,4.704640,0.09990919
86.851137,5.8900303675e+00,5.6865006175e-04,1.778435,0.02052070
86.851137,5.8900303675e+00,1.2959931640e-03,3.801898,0.09795401
86.851137,5.8900303675e+00,1.3094293152e-03,3.833483,0.09978760
86.851137,6.5759506955e+00,6.3487189976e-04,1.420636,0.02063193
86.851137,6.5759506955e+00,1.4469173530e-03,3.037391,0.09674286
86.851137,6.5759506955e+00,1.4710418795e-03,3.078682,0.09959575
86.851137,7.3417495075e+00,7.0880556641e-04,1.123952,0.02022232
86.851137,7.3417495075e+00,1.6154173374e-03,2.391959,0.09257380
86.851137,7.3417495075e+00,1.6889814689e-03,2.481406,0.09984657
86.851137,8.1967290095e+00,1.8035398972e-03,1.858718,0.08982838
86.851137,8.1967290095e+00,1.9211965048e-03,1.958556,0.09962401
86.851137,9.1512746909e+00,2.0135701688e-03,1.428274,0.08627968
86.851137,9.1512746909e+00,2.2127004133e-03,1.543412,0.09999168
86.851137,1.0216981478e+01,2.2480594030e-03,1.089269,0.08473728
86.851137,1.0216981478e+01,2.5091032834e-03,1.190126,0.09993622
100.000000,1.0000000000e-01,2.1840000000e-06,1.023062,0.00002931
100.000000,1.0000000000e-01,4.8348092793e-06,5.008590,0.00014365
100.000000,1.1164544638e-01,2.4383365489e-06,1.018720,0.00003666
100.000000,1.1164544638e-01,5.3978444013e-06,4.985726,0.00017964
100.000000,1.2464705697e-01,2.7222917241e-06,1.026214,0.00004897
100.000000,1.2464705697e-01,6.0077298344e-06,4.989348,0.00023852
100.000000,1.3916276314e-01,3.0393147471e-06,1.015847,0.00005675
100.000000,1.3916276314e-01,6.7492166888e-06,4.997899,0.00027984
100.000000,1.5536888810e-01,3.3932565162e-06,1.030587,0.00007012
100.000000,1.5536888810e-01,7.4884584290e-06,5.004799,0.00034151
100.000000,1.7346228865e-01,3.7884163842e-06,1.026210,0.00008344
100.000000,1.7346228865e-01,8.3865708278e-06,5.010235,0.00040894
100.000000,1.9366274646e-01,4.2295943827e-06,1.022468,0.00009846
100.000000,1.9366274646e-01,9.3632244364e-06,4.986551,0.00048254
100.000000,2.1621563775e-01,4.7221495285e-06,1.034149,0.00011373
100.000000,2.1621563775e-01,1.0421145667e-05,5.006049,0.00055383
100.000000,2.4139491390e-01,5.2720649196e-06,1.035973,0.00012433
100.000000,2.4139491390e-01,1.1634734597e-05,5.006573,0.00060544
100.000000,2.6950642916e-01,5.8860204128e-06,1.041522,0.00014182
100.000000,2.6950642916e-01,1.2949306604e-05,4.992367,0.00068636
100.000000,3.0089165584e-01,6.5714737636e-06,1.043746,0.00016373
100.000000,3.0089165584e-01,1.4457311161e-05,4.990304,0.00079238
100.000000,3.3593183228e-01,7.3367512169e-06,1.042199,0.00018750
100.000000,3.3593183228e-01,1.6191218150e-05,4.997357,0.00091313
100.000000,3.7505259366e-01,8.1911486456e-06,1.045828,0.00021315
100.000000,3.7505259366e-01,1.8076757777e-05,4.995265,0.00103806
100.000000,4.1872914234e-01,9.1450444688e-06,1.035577,0.00024229
100.000000,4.1872914234e-01,2.0371100788e-05,5.011216,0.00120220
100.000000,4.6749202008e-01,1.0210025718e-05,1.052549,0.00027384
100.000000,4.6749202008e-01,2.2602347567e-05,5.004640,0.00134193
100.000000,5.2193355259e-01,1.1399028789e-05,1.045295,0.00030906
100.000000,5.2193355259e-01,2.5391977603e-05,4.992812,0.00153353
100.000000,5.8271504458e-01,1.2726496574e-05,1.055572,0.00034732
100.000000,5.8271504458e-01,2.8348986739e-05,5.000797,0.00172337
100.000000,6.5057481262e-01,1.4208553908e-05,1.040376,0.00038855
100.000000,6.5057481262e-01,3.2046638480e-05,4.990167,0.00197655
100.000000,7.2633715356e-01,1.5863203434e-05,1.043473,0.00043261
100.000000,7.2633715356e-01,3.6001903083e-05,5.002449,0.00222822
100.000000,8.1092235729e-01,1.7710544283e-05,1.051419,0.00047924
100.000000,8.1092235729e-01,4.0319715066e-05,5.001670,0.00248374
100.000000,9.0535788556e-01,1.9773016221e-05,1.025172,0.00052805
100.000000,9.0535788556e-01,4.6149427788e-05,5.004489,0.00287633
100.000000,1.0107908526e+00,2.2075672222e-05,1.014283,0.00057856
100.000000,1.0107908526e+00,5.2331386614e-05,4.986656,0.00325097
100.000000,1.1285019594e+00,2.4646482792e-05,1.007103,0.00063016
100.000000,1.1285019594e+00,5.9526335194e-05,5.001480,0.00367546
100.000000,1.2599210499e+00,6.9416689872e-05,4.997602,0.00434037
100.000000,1.4066444801e+00,7.9700995910e-05,4.990995,0.00493663
100.000000,1.5704545088e+00,9.2654714399e-05,5.004181,0.00571797
100.000000,1.7533409465e+00,1.0940223707e-04,5.007138,0.00678554
100.000000,1.7533409465e+00,1.8041878339e-04,9.416520,0.01843118
100.000000,1.9575253262e+00,1.2957937024e-04,4.997607,0.00804652
100.000000,1.9575253262e+00,2.0142935606e-04,8.530894,0.01941640
100.000000,2.1854878884e+00,1.5588360276e-04,5.000466,0.00975025
100.000000,2.1854878884e+00,2.2488670371e-04,7.653095,0.02026166
100.000000,2.4399977085e+00,1.9046707466e-04,5.004321,0.01167701
100.000000,2.4399977085e+00,2.5107576420e-04,6.802054,0.02025830
100.000000,2.7241463332e+00,2.2841967004e-04,4.733068,0.01344390
100.000000,2.7241463332e+00,2.8031465768e-04,5.874825,0.02021364
100.000000,2.7241463332e+00,4.9579463264e-04,9.429704,0.06255468
100.000000,3.0413853336e+00,2.5502016022e-04,4.171526,0.01343668
100.000000,3.0413853336e+00,3.1295855083e-04,5.167953,0.02019411
100.000000,3.0413853336e+00,5.5353213072e-04,8.330429,0.06232317
100.000000,3.3955682317e+00,2.8471839623e-04,3.634272,0.01346092
100.000000,3.3955682317e+00,3.9080775170e-04,5.005818,0.02524612
100.000000,3.3955682317e+00,6.1799341818e-04,7.279406,0.06219273
100.000000,3.7909973093e+00,3.1787512439e-04,3.129802,0.01336810
100.000000,3.7909973093e+00,5.1612771824e-04,5.004588,0.03486657
100.000000,3.7909973093e+00,6.8996151030e-04,6.292322,0.06145394
100.000000,4.2324758681e+00,3.5489310154e-04,2.664039,0.01343371
100.000000,4.2324758681e+00,6.9880989945e-04,4.994788,0.05087139
100.000000,4.2324758681e+00,7.7031060800e-04,5.379515,0.06139224
100.000000,4.7253665758e+00,3.9622198738e-04,2.240694,0.01344605
100.000000,4.7253665758e+00,9.0301755263e-04,4.716341,0.06692380
100.000000,4.7253665758e+00,9.8004973307e-04,5.004774,0.07810218
100.000000,5.2756566064e+00,4.4236380645e-04,1.860380,0.01339602
100.000000,5.2756566064e+00,1.0081779775e-03,3.935081,0.06598966
100.000000,5.2756566064e+00,1.2625084011e-03,4.625348,0.09983394
100.000000,5.8900303675e+00,4.9387904632e-04,1.527270,0.01350511
100.000000,5.8900303675e+00,1.1255848032e-03,3.249532,0.06574646
100.000000,5.8900303675e+00,1.4183298859e-03,3.857048,0.09983259
100.000000,6.5759506955e+00,5.5139346582e-04,1.238203,0.01340439
100.000000,6.5759506955e+00,1.2566641779e-03,2.645218,0.06426602
100.000000,6.5759506955e+00,1.6133335206e-03,3.198757,0.09979140
100.000000,7.3417495075e+00,1.4030083309e-03,2.121985,0.06313788
100.000000,7.3417495075e+00,1.8351478556e-03,2.614590,0.09993386
100.000000,8.1967290095e+00,1.5663949137e-03,1.677699,0.06200658
100.000000,8.1967290095e+00,2.0874590461e-03,2.105771,0.09967231
100.000000,9.1512746909e+00,1.7488085934e-03,1.308351,0.06040281
100.000000,9.1512746909e+00,2.4041900361e-03,1.687469,0.09998500
100.000000,1.0216981478e+01,1.9524651604e-03,1.008216,0.05830336
100.000000,1.0216981478e+01,2.7949404974e-03,1.343647,0.09992440
100.000000,1.1406794577e+01,3.3001315138e-03,1.069596,0.09972721
