m_chi_GeV,m_phi_MeV,alpha,omega_h2,lambda,sigma_m_30,sigma_m_1000,sidm_viable
42.813324,1.4988410000e+00,2.088676e-03,0.120005,59.6615,158.129290,6.710006,0
42.813324,1.7153020000e+00,2.088676e-03,0.120005,52.1326,129.847993,5.137135,0
42.813324,1.9630250000e+00,2.088676e-03,0.120005,45.5537,103.908767,3.969755,0
42.813324,2.2465240000e+00,2.088676e-03,0.120005,39.8051,80.262187,3.007854,0
42.813324,2.5709650000e+00,2.088676e-03,0.120005,34.7819,60.307300,2.305508,0
42.813324,2.9422620000e+00,2.088676e-03,0.120005,30.3926,43.527325,1.796374,0
42.813324,3.3671820000e+00,2.088676e-03,0.120005,26.5573,30.233711,1.369804,0
42.813324,3.8534680000e+00,2.088676e-03,0.120005,23.2059,20.281433,1.055567,0
42.813324,4.4099830000e+00,2.088676e-03,0.120005,20.2774,13.230127,0.816535,0
42.813324,5.0468690000e+00,2.088676e-03,0.120005,17.7185,8.506701,0.628454,0
42.813324,5.7757350000e+00,2.088676e-03,0.120005,15.4826,5.506082,0.481132,0
42.813324,6.6098620000e+00,2.088676e-03,0.120005,13.5287,3.663032,0.366107,0
42.813324,7.5644540000e+00,2.088676e-03,0.120005,11.8215,2.522727,0.280208,0
42.813324,8.6569070000e+00,2.088676e-03,0.120005,10.3297,1.781424,0.218588,0
42.813324,9.9071320000e+00,2.088676e-03,0.120005,9.0261,1.269602,0.165721,0
42.813324,1.1337910000e+01,2.088676e-03,0.120005,7.8871,0.902568,0.127915,0
42.813324,1.2975330000e+01,2.088676e-03,0.120005,6.8918,0.636547,0.095947,0
42.813324,1.4849210000e+01,2.088676e-03,0.120005,6.0221,0.444690,0.073284,0
42.813324,1.6993730000e+01,2.088676e-03,0.120005,5.2621,0.307709,0.056098,0
42.813324,1.9447950000e+01,2.088676e-03,0.120005,4.5981,0.210917,0.041436,0
42.813324,2.2256610000e+01,2.088676e-03,0.120005,4.0178,0.143160,0.031297,0
42.813324,2.5470890000e+01,2.088676e-03,0.120005,3.5108,0.096130,0.023202,0
42.813324,2.9149380000e+01,2.088676e-03,0.120005,3.0678,0.063757,0.017149,0
42.813324,3.3359110000e+01,2.088676e-03,0.120005,2.6806,0.041674,0.012522,0
42.813324,3.8176810000e+01,2.088676e-03,0.120005,2.3423,0.026773,0.008958,0
42.813324,4.3690280000e+01,2.088676e-03,0.120005,2.0468,0.016853,0.006417,0
42.813324,5.0000000000e+01,2.088676e-03,0.120005,1.7885,0.010363,0.004535,0
48.329302,1.0000000000e+00,2.349672e-03,0.119999,113.5580,269.949448,15.513291,0
48.329302,1.1444190000e+00,2.349672e-03,0.119999,99.2276,245.270617,12.167261,0
48.329302,1.3096960000e+00,2.349672e-03,0.119999,86.7057,150.406913,9.265041,0
48.329302,1.4988410000e+00,2.349672e-03,0.119999,75.7639,132.848647,7.073727,0
48.329302,1.7153020000e+00,2.349672e-03,0.119999,66.2029,112.090930,5.429523,0
48.329302,1.9630250000e+00,2.349672e-03,0.119999,57.8485,92.251088,4.178747,0
48.329302,2.2465240000e+00,2.349672e-03,0.119999,50.5483,74.141882,3.169831,0
48.329302,2.5709650000e+00,2.349672e-03,0.119999,44.1694,57.576973,2.447221,0
48.329302,2.9422620000e+00,2.349672e-03,0.119999,38.5955,43.519914,1.876113,0
48.329302,3.3671820000e+00,2.349672e-03,0.119999,33.7249,31.572321,1.426216,0
48.329302,3.8534680000e+00,2.349672e-03,0.119999,29.4690,22.021473,1.105348,0
48.329302,4.4099830000e+00,2.349672e-03,0.119999,25.7502,14.818538,0.859974,0
48.329302,5.0468690000e+00,2.349672e-03,0.119999,22.5007,9.681391,0.644570,0
48.329302,5.7757350000e+00,2.349672e-03,0.119999,19.6612,6.220177,0.495351,0
48.329302,6.6098620000e+00,2.349672e-03,0.119999,17.1801,4.014529,0.392530,0
48.329302,7.5644540000e+00,2.349672e-03,0.119999,15.0121,2.662275,0.298787,0
48.329302,8.6569070000e+00,2.349672e-03,0.119999,13.1176,1.830975,0.228810,0
48.329302,9.9071320000e+00,2.349672e-03,0.119999,11.4622,1.294111,0.178669,0
48.329302,1.1337910000e+01,2.349672e-03,0.119999,10.0158,0.924477,0.135526,0
48.329302,1.2975330000e+01,2.349672e-03,0.119999,8.7518,0.659176,0.104693,0
48.329302,1.4849210000e+01,2.349672e-03,0.119999,7.6474,0.466400,0.078565,0
48.329302,1.6993730000e+01,2.349672e-03,0.119999,6.6823,0.326953,0.060046,0
48.329302,1.9447950000e+01,2.349672e-03,0.119999,5.8391,0.227086,0.045987,0
48.329302,2.2256610000e+01,2.349672e-03,0.119999,5.1022,0.156297,0.033977,0
48.329302,2.5470890000e+01,2.349672e-03,0.119999,4.4583,0.106575,0.025666,0
48.329302,2.9149380000e+01,2.349672e-03,0.119999,3.8957,0.071932,0.019025,0
48.329302,3.3359110000e+01,2.349672e-03,0.119999,3.4041,0.047983,0.014056,0
48.329302,3.8176810000e+01,2.349672e-03,0.119999,2.9745,0.031563,0.010257,0
48.329302,4.3690280000e+01,2.349672e-03,0.119999,2.5992,0.020417,0.007332,0
48.329302,5.0000000000e+01,2.349672e-03,0.119999,2.2712,0.012946,0.005246,0
54.555948,1.0000000000e+00,2.644657e-03,0.119999,144.2818,163.366467,14.974736,0
54.555948,1.1444190000e+00,2.644657e-03,0.119999,126.0742,186.898217,12.486501,0
54.555948,1.3096960000e+00,2.644657e-03,0.119999,110.1643,174.329570,9.692605,0
54.555948,1.4988410000e+00,2.644657e-03,0.119999,96.2622,105.780299,7.433813,0
54.555948,1.7153020000e+00,2.644657e-03,0.119999,84.1145,94.021439,5.700778,0
54.555948,1.9630250000e+00,2.644657e-03,0.119999,73.4997,79.401958,4.376882,0
54.555948,2.2465240000e+00,2.644657e-03,0.119999,64.2244,65.449501,3.349696,0
54.555948,2.5709650000e+00,2.644657e-03,0.119999,56.1197,52.800912,2.555603,0
54.555948,2.9422620000e+00,2.644657e-03,0.119999,49.0377,41.213248,1.959178,0
54.555948,3.3671820000e+00,2.644657e-03,0.119999,42.8494,31.336243,1.513627,0
54.555948,3.8534680000e+00,2.644657e-03,0.119999,37.4421,22.851342,1.150511,0
54.555948,4.4099830000e+00,2.644657e-03,0.119999,32.7171,16.006370,0.892284,0
54.555948,5.0468690000e+00,2.644657e-03,0.119999,28.5884,10.806244,0.694799,0
54.555948,5.7757350000e+00,2.644657e-03,0.119999,24.9807,7.073090,0.520505,0
54.555948,6.6098620000e+00,2.644657e-03,0.119999,21.8283,4.542483,0.400223,0
54.555948,7.5644540000e+00,2.644657e-03,0.119999,19.0737,2.923723,0.317682,0
54.555948,8.6569070000e+00,2.644657e-03,0.119999,16.6667,1.932420,0.241910,0
54.555948,9.9071320000e+00,2.644657e-03,0.119999,14.5634,1.326802,0.185388,0
54.555948,1.1337910000e+01,2.644657e-03,0.119999,12.7256,0.938415,0.144960,0
54.555948,1.2975330000e+01,2.644657e-03,0.119999,11.1197,0.671871,0.110034,0
54.555948,1.4849210000e+01,2.644657e-03,0.119999,9.7165,0.480437,0.085102,0
54.555948,1.6993730000e+01,2.644657e-03,0.119999,8.4903,0.340994,0.063907,0
54.555948,1.9447950000e+01,2.644657e-03,0.119999,7.4189,0.239833,0.048894,0
54.555948,2.2256610000e+01,2.644657e-03,0.119999,6.4826,0.167173,0.037481,0
54.555948,2.5470890000e+01,2.644657e-03,0.119999,5.6646,0.115513,0.027708,0
54.555948,2.9149380000e+01,2.644657e-03,0.119999,4.9497,0.079111,0.020941,0
54.555948,3.3359110000e+01,2.644657e-03,0.119999,4.3251,0.053660,0.015526,0
54.555948,3.8176810000e+01,2.644657e-03,0.119999,3.7793,0.035995,0.011470,0
54.555948,4.3690280000e+01,2.644657e-03,0.119999,3.3024,0.023825,0.008366,0
54.555948,5.0000000000e+01,2.644657e-03,0.119999,2.8856,0.015517,0.005978,0
61.584821,1.0000000000e+00,2.978029e-03,0.120002,183.4014,106.562951,13.905830,0
61.584821,1.1444190000e+00,2.978029e-03,0.120002,160.2571,108.069695,11.870265,0
61.584821,1.3096960000e+00,2.978029e-03,0.120002,140.0336,128.629143,9.950078,0
61.584821,1.4988410000e+00,2.978029e-03,0.120002,122.3621,123.464027,7.698989,0
61.584821,1.7153020000e+00,2.978029e-03,0.120002,106.9207,74.257374,5.847075,0
61.584821,1.9630250000e+00,2.978029e-03,0.120002,93.4279,66.514271,4.526593,0
61.584821,2.2465240000e+00,2.978029e-03,0.120002,81.6378,56.215974,3.433133,0
61.584821,2.5709650000e+00,2.978029e-03,0.120002,71.3356,46.378797,2.621979,0
61.584821,2.9422620000e+00,2.978029e-03,0.120002,62.3335,37.536212,2.025918,0
61.584821,3.3671820000e+00,2.978029e-03,0.120002,54.4673,29.438716,1.565011,0
61.584821,3.8534680000e+00,2.978029e-03,0.120002,47.5939,22.515217,1.199282,0
61.584821,4.4099830000e+00,2.978029e-03,0.120002,41.5878,16.504347,0.919422,0
61.584821,5.0468690000e+00,2.978029e-03,0.120002,36.3396,11.610189,0.713648,0
61.584821,5.7757350000e+00,2.978029e-03,0.120002,31.7538,7.864968,0.537762,0
61.584821,6.6098620000e+00,2.978029e-03,0.120002,27.7466,5.158872,0.416415,0
61.584821,7.5644540000e+00,2.978029e-03,0.120002,24.2452,3.312942,0.320377,0
61.584821,8.6569070000e+00,2.978029e-03,0.120002,21.1856,2.126909,0.244729,0
61.584821,9.9071320000e+00,2.978029e-03,0.120002,18.5121,1.400890,0.194134,0
61.584821,1.1337910000e+01,2.978029e-03,0.120002,16.1759,0.959981,0.148903,0
61.584821,1.2975330000e+01,2.978029e-03,0.120002,14.1346,0.679293,0.111645,0
61.584821,1.4849210000e+01,2.978029e-03,0.120002,12.3509,0.487369,0.087340,0
61.584821,1.6993730000e+01,2.978029e-03,0.120002,10.7923,0.349468,0.068643,0
61.584821,1.9447950000e+01,2.978029e-03,0.120002,9.4304,0.248782,0.051595,0
61.584821,2.2256610000e+01,2.978029e-03,0.120002,8.2403,0.175532,0.039533,0
61.584821,2.5470890000e+01,2.978029e-03,0.120002,7.2004,0.122770,0.030349,0
61.584821,2.9149380000e+01,2.978029e-03,0.120002,6.2918,0.085149,0.022455,0
61.584821,3.3359110000e+01,2.978029e-03,0.120002,5.4978,0.058560,0.016988,0
61.584821,3.8176810000e+01,2.978029e-03,0.120002,4.8040,0.039908,0.012603,0
61.584821,4.3690280000e+01,2.978029e-03,0.120002,4.1978,0.026914,0.009313,0
61.584821,5.0000000000e+01,2.978029e-03,0.120002,3.6680,0.017923,0.006793,0
69.519280,1.0000000000e+00,3.354732e-03,0.120009,233.2185,58.757157,12.277732,0
69.519280,1.1444190000e+00,3.354732e-03,0.120009,203.7877,70.823328,10.797086,0
69.519280,1.3096960000e+00,3.354732e-03,0.120009,178.0708,71.263734,9.296017,0
69.519280,1.4988410000e+00,3.354732e-03,0.120009,155.5993,88.025038,7.843811,0
69.519280,1.7153020000e+00,3.354732e-03,0.120009,135.9635,87.104175,5.991300,0
69.519280,1.9630250000e+00,3.354732e-03,0.120009,118.8057,52.014328,4.613212,0
69.519280,2.2465240000e+00,3.354732e-03,0.120009,103.8131,47.031086,3.513127,0
69.519280,2.5709650000e+00,3.354732e-03,0.120009,90.7124,39.783736,2.710650,0
69.519280,2.9422620000e+00,3.354732e-03,0.120009,79.2650,32.831027,2.070456,0
69.519280,3.3671820000e+00,3.354732e-03,0.120009,69.2622,26.641295,1.601099,0
69.519280,3.8534680000e+00,3.354732e-03,0.120009,60.5217,20.986536,1.237794,0
69.519280,4.4099830000e+00,3.354732e-03,0.120009,52.8842,16.143849,0.948764,0
69.519280,5.0468690000e+00,3.354732e-03,0.120009,46.2105,11.895698,0.719740,0
69.519280,5.7757350000e+00,3.354732e-03,0.120009,40.3790,8.404243,0.565264,0
69.519280,6.6098620000e+00,3.354732e-03,0.120009,35.2834,5.713040,0.425626,0
69.519280,7.5644540000e+00,3.354732e-03,0.120009,30.8308,3.756243,0.329878,0
69.519280,8.6569070000e+00,3.354732e-03,0.120009,26.9402,2.412926,0.253950,0
69.519280,9.9071320000e+00,3.354732e-03,0.120009,23.5405,1.545506,0.194051,0
69.519280,1.1337910000e+01,3.354732e-03,0.120009,20.5698,1.014322,0.154320,0
69.519280,1.2975330000e+01,3.354732e-03,0.120009,17.9740,0.693542,0.116634,0
69.519280,1.4849210000e+01,3.354732e-03,0.120009,15.7058,0.490885,0.088840,0
69.519280,1.6993730000e+01,3.354732e-03,0.120009,13.7238,0.352885,0.069666,0
69.519280,1.9447950000e+01,3.354732e-03,0.120009,11.9919,0.253709,0.052427,0
69.519280,2.2256610000e+01,3.354732e-03,0.120009,10.4786,0.181133,0.041310,0
69.519280,2.5470890000e+01,3.354732e-03,0.120009,9.1563,0.128190,0.031716,0
69.519280,2.9149380000e+01,3.354732e-03,0.120009,8.0008,0.089949,0.023496,0
69.519280,3.3359110000e+01,3.354732e-03,0.120009,6.9911,0.062606,0.018073,0
69.519280,3.8176810000e+01,3.354732e-03,0.120009,6.1089,0.043227,0.013694,0
69.519280,4.3690280000e+01,3.354732e-03,0.120009,5.3380,0.029592,0.010170,0
69.519280,5.0000000000e+01,3.354732e-03,0.120009,4.6644,0.020059,0.007521,0
78.475997,1.0000000000e+00,3.780805e-03,0.119995,296.7024,47.603277,10.133697,0
78.475997,1.1444190000e+00,3.780805e-03,0.119995,259.2602,40.933764,9.265124,0
78.475997,1.3096960000e+00,3.780805e-03,0.119995,226.5431,34.521048,8.258887,0
78.475997,1.4988410000e+00,3.780805e-03,0.119995,197.9546,46.940321,7.186879,0
78.475997,1.7153020000e+00,3.780805e-03,0.119995,172.9738,59.923098,6.086147,0
78.475997,1.9630250000e+00,3.780805e-03,0.119995,151.1455,61.208061,4.647022,0
78.475997,2.2465240000e+00,3.780805e-03,0.119995,132.0718,36.342552,3.579343,0
78.475997,2.5709650000e+00,3.780805e-03,0.119995,115.4051,33.235233,2.723575,0
78.475997,2.9422620000e+00,3.780805e-03,0.119995,100.8416,28.146180,2.102315,0
78.475997,3.3671820000e+00,3.780805e-03,0.119995,88.1160,23.221204,1.604633,0
78.475997,3.8534680000e+00,3.780805e-03,0.119995,76.9962,18.881584,1.218881,0
78.475997,4.4099830000e+00,3.780805e-03,0.119995,67.2797,14.933847,0.941286,0
78.475997,5.0468690000e+00,3.780805e-03,0.119995,58.7894,11.553118,0.719243,0
78.475997,5.7757350000e+00,3.780805e-03,0.119995,51.3705,8.557421,0.563509,0
78.475997,6.6098620000e+00,3.780805e-03,0.119995,44.8878,6.071875,0.426883,0
78.475997,7.5644540000e+00,3.780805e-03,0.119995,39.2232,4.142140,0.333549,0
78.475997,8.6569070000e+00,3.780805e-03,0.119995,34.2735,2.730423,0.258767,0
78.475997,9.9071320000e+00,3.780805e-03,0.119995,29.9484,1.755114,0.199318,0
78.475997,1.1337910000e+01,3.780805e-03,0.119995,26.1691,1.121858,0.152334,0
78.475997,1.2975330000e+01,3.780805e-03,0.119995,22.8667,0.733616,0.121493,0
78.475997,1.4849210000e+01,3.780805e-03,0.119995,19.9810,0.500369,0.091820,0
78.475997,1.6993730000e+01,3.780805e-03,0.119995,17.4595,0.354173,0.069995,0
78.475997,1.9447950000e+01,3.780805e-03,0.119995,15.2562,0.255074,0.055041,0
78.475997,2.2256610000e+01,3.780805e-03,0.119995,13.3310,0.183857,0.041460,0
78.475997,2.5470890000e+01,3.780805e-03,0.119995,11.6487,0.131628,0.032784,0
78.475997,2.9149380000e+01,3.780805e-03,0.119995,10.1787,0.093425,0.025232,0
78.475997,3.3359110000e+01,3.780805e-03,0.119995,8.8942,0.065757,0.018719,0
78.475997,3.8176810000e+01,3.780805e-03,0.119995,7.7718,0.045923,0.014439,0
78.475997,4.3690280000e+01,3.780805e-03,0.119995,6.7910,0.031827,0.010854,0
78.475997,5.0000000000e+01,3.780805e-03,0.119995,5.9340,0.021881,0.008156,0
88.586679,1.0000000000e+00,4.262100e-03,0.119994,377.5653,49.553754,7.622255,0
88.586679,1.1444190000e+00,4.262100e-03,0.119994,329.9186,34.682019,7.344512,0
88.586679,1.3096960000e+00,4.262100e-03,0.119994,288.2848,28.674511,6.857276,0
88.586679,1.4988410000e+00,4.262100e-03,0.119994,251.9048,23.638451,6.215640,0
88.586679,1.7153020000e+00,4.262100e-03,0.119994,220.1159,30.956929,5.480142,0
88.586679,1.9630250000e+00,4.262100e-03,0.119994,192.3385,40.606556,4.614234,0
88.586679,2.2465240000e+00,4.262100e-03,0.119994,168.0664,22.461084,3.516391,0
88.586679,2.5709650000e+00,4.262100e-03,0.119994,146.8574,25.321077,2.706244,0
88.586679,2.9422620000e+00,4.262100e-03,0.119994,128.3248,23.467982,2.099558,0
88.586679,3.3671820000e+00,4.262100e-03,0.119994,112.1309,19.906864,1.583299,0
88.586679,3.8534680000e+00,4.262100e-03,0.119994,97.9806,16.411924,1.238913,0
88.586679,4.4099830000e+00,4.262100e-03,0.119994,85.6160,13.364099,0.940985,0
88.586679,5.0468690000e+00,4.262100e-03,0.119994,74.8118,10.608056,0.727590,0
88.586679,5.7757350000e+00,4.262100e-03,0.119994,65.3709,8.251968,0.556131,0
88.586679,6.6098620000e+00,4.262100e-03,0.119994,57.1215,6.143991,0.436699,0
88.586679,7.5644540000e+00,4.262100e-03,0.119994,49.9131,4.378187,0.330634,0
88.586679,8.6569070000e+00,4.262100e-03,0.119994,43.6143,2.997325,0.258809,0
88.586679,9.9071320000e+00,4.262100e-03,0.119994,38.1105,1.981194,0.197754,0
88.586679,1.1337910000e+01,4.262100e-03,0.119994,33.3011,1.274775,0.154911,0
88.586679,1.2975330000e+01,4.262100e-03,0.119994,29.0987,0.813395,0.118392,0
88.586679,1.4849210000e+01,4.262100e-03,0.119994,25.4266,0.529976,0.089571,0
88.586679,1.6993730000e+01,4.262100e-03,0.119994,22.2179,0.360495,0.071560,0
88.586679,1.9447950000e+01,4.262100e-03,0.119994,19.4141,0.255123,0.054582,0
88.586679,2.2256610000e+01,4.262100e-03,0.119994,16.9642,0.184053,0.043053,0
88.586679,2.5470890000e+01,4.262100e-03,0.119994,14.8234,0.132991,0.032456,0
88.586679,2.9149380000e+01,4.262100e-03,0.119994,12.9528,0.095467,0.025772,0
88.586679,3.3359110000e+01,4.262100e-03,0.119994,11.3182,0.067948,0.019893,0
88.586679,3.8176810000e+01,4.262100e-03,0.119994,9.8899,0.047966,0.014781,0
88.586679,4.3690280000e+01,4.262100e-03,0.119994,8.6419,0.033605,0.011442,0
88.586679,5.0000000000e+01,4.262100e-03,0.119994,7.5513,0.023372,0.008624,0
100.000000,1.0000000000e+00,4.805912e-03,0.119996,480.5912,50.958190,5.027404,0
100.000000,1.1444190000e+00,4.805912e-03,0.119996,419.9433,37.976588,5.211589,0
100.000000,1.3096960000e+00,4.805912e-03,0.119996,366.9488,25.336087,5.186248,0
100.000000,1.4988410000e+00,4.805912e-03,0.119996,320.6419,20.172000,4.969446,0
100.000000,1.7153020000e+00,4.805912e-03,0.119996,280.1787,16.412702,4.597966,0
100.000000,1.9630250000e+00,4.805912e-03,0.119996,244.8217,20.484745,4.119176,0
100.000000,2.2465240000e+00,4.805912e-03,0.119996,213.9266,27.412481,3.483436,0
100.000000,2.5709650000e+00,4.805912e-03,0.119996,186.9303,15.005980,2.652472,0
100.000000,2.9422620000e+00,4.805912e-03,0.119996,163.3407,17.588012,2.041975,0
100.000000,3.3671820000e+00,4.805912e-03,0.119996,142.7280,16.555843,1.560109,0
100.000000,3.8534680000e+00,4.805912e-03,0.119996,124.7166,14.075674,1.204777,0
100.000000,4.4099830000e+00,4.805912e-03,0.119996,108.9780,11.592197,0.916716,0
100.000000,5.0468690000e+00,4.805912e-03,0.119996,95.2256,9.250268,0.717992,0
100.000000,5.7757350000e+00,4.805912e-03,0.119996,83.2087,7.523009,0.549208,0
100.000000,6.6098620000e+00,4.805912e-03,0.119996,72.7082,5.883410,0.425307,0
100.000000,7.5644540000e+00,4.805912e-03,0.119996,63.5328,4.403063,0.334961,0
100.000000,8.6569070000e+00,4.805912e-03,0.119996,55.5153,3.151025,0.253496,0
100.000000,9.9071320000e+00,4.805912e-03,0.119996,48.5096,2.164822,0.195535,0
100.000000,1.1337910000e+01,4.805912e-03,0.119996,42.3880,1.435011,0.151979,0
100.000000,1.2975330000e+01,4.805912e-03,0.119996,37.0389,0.924546,0.117039,0
100.000000,1.4849210000e+01,4.805912e-03,0.119996,32.3648,0.589076,0.091150,0
100.000000,1.6993730000e+01,4.805912e-03,0.119996,28.2805,0.382441,0.068890,0
100.000000,1.9447950000e+01,4.805912e-03,0.119996,24.7117,0.259379,0.055236,0
100.000000,2.2256610000e+01,4.805912e-03,0.119996,21.5932,0.183492,0.042138,0
100.000000,2.5470890000e+01,4.805912e-03,0.119996,18.8683,0.132586,0.033344,0
100.000000,2.9149380000e+01,4.805912e-03,0.119996,16.4872,0.096030,0.025150,0
100.000000,3.3359110000e+01,4.805912e-03,0.119996,14.4066,0.069112,0.019688,0
100.000000,3.8176810000e+01,4.805912e-03,0.119996,12.5886,0.049321,0.015538,0
100.000000,4.3690280000e+01,4.805912e-03,0.119996,11.0000,0.034914,0.011565,0
100.000000,5.0000000000e+01,4.805912e-03,0.119996,9.6118,0.024535,0.008991,0
