chi2,chi2_dof,m_chi_GeV,m_phi_MeV,alpha,lambda,is_relic,omega_h2,sigma_m_12,sigma_m_30,sigma_m_40,sigma_m_50,sigma_m_55,sigma_m_60,sigma_m_250,sigma_m_280,sigma_m_1100,sigma_m_1200,sigma_m_1500,sigma_m_4700
9.7701,0.9770,28.117687,3.041385,1.291975e-04,1.1944,0,,2.792150e+00,2.099350e+00,1.826598e+00,1.604321e+00,1.504123e+00,1.409749e+00,1.951077e-01,1.608849e-01,1.040832e-02,8.782805e-03,5.572372e-03,5.571138e-04
9.7715,0.9771,65.512856,5.275657,9.561158e-04,11.8730,0,,3.436708e+00,4.075096e+00,4.119567e+00,3.912687e+00,3.767610e+00,3.611852e+00,9.273693e-01,7.798883e-01,7.703317e-02,6.501561e-02,4.214044e-02,3.901713e-03
9.7927,0.9793,100.000000,4.232476,2.428163e-04,5.7370,0,,1.957211e+00,1.724149e+00,1.418711e+00,1.151052e+00,1.060277e+00,9.621882e-01,9.794723e-02,8.016102e-02,5.217602e-03,4.383228e-03,2.804190e-03,1.641770e-04
9.7957,0.9796,100.000000,5.890030,3.421407e-04,5.8088,0,,1.023921e+00,1.019362e+00,9.237757e-01,8.080689e-01,7.516054e-01,6.978932e-01,9.731513e-02,7.757990e-02,5.375328e-03,4.474859e-03,2.885744e-03,2.175928e-04
9.7976,0.9798,100.000000,4.725367,6.595490e-04,13.9576,0,,3.407139e+00,3.664789e+00,3.154617e+00,2.665954e+00,2.447437e+00,2.350336e+00,4.422923e-01,3.656453e-01,3.032933e-02,2.564698e-02,1.640589e-02,1.063615e-03
9.8014,0.9801,28.117687,3.395568,1.896625e-04,1.5705,0,,3.254857e+00,2.575628e+00,2.306959e+00,2.091047e+00,1.991456e+00,1.895146e+00,3.272276e-01,2.647724e-01,1.812031e-02,1.521367e-02,9.650312e-03,9.615285e-04
9.8207,0.9821,100.000000,4.725367,2.555349e-04,5.4077,0,,1.477550e+00,1.357227e+00,1.149173e+00,9.531714e-01,8.663382e-01,8.036626e-01,8.769991e-02,6.979479e-02,4.643067e-03,3.913386e-03,2.488251e-03,1.598712e-04
9.8215,0.9822,75.431201,3.790997,2.452645e-04,4.8801,0,,2.767399e+00,2.525435e+00,2.164479e+00,1.810739e+00,1.651627e+00,1.505953e+00,1.691650e-01,1.348786e-01,8.848190e-03,7.372613e-03,4.713285e-03,3.185035e-04
9.8507,0.9851,37.275937,3.395568,1.239902e-04,1.3611,0,,1.953936e+00,1.421772e+00,1.230954e+00,1.066223e+00,9.911428e-01,9.205412e-01,1.122148e-01,9.033580e-02,5.837011e-03,4.803255e-03,3.079068e-03,2.962305e-04
9.8535,0.9854,42.919343,3.395568,1.492849e-04,1.8869,0,,2.475962e+00,1.852050e+00,1.625036e+00,1.408306e+00,1.306218e+00,1.209897e+00,1.406677e-01,1.115382e-01,7.260404e-03,6.078884e-03,3.857714e-03,3.480390e-04
9.8589,0.9859,42.919343,5.275657,7.669787e-04,6.2396,0,,3.562673e+00,3.150030e+00,3.231542e+00,3.277629e+00,3.267295e+00,3.236227e+00,1.027087e+00,8.665746e-01,7.775724e-02,6.617579e-02,4.239060e-02,4.253792e-03
9.8666,0.9867,100.000000,5.275657,2.888651e-04,5.4754,0,,1.202107e+00,1.151549e+00,1.007988e+00,8.578016e-01,7.884007e-01,7.240085e-01,8.730935e-02,7.154560e-02,4.767244e-03,3.977650e-03,2.553189e-03,1.785636e-04
9.8674,0.9867,18.420700,3.790997,2.935050e-04,1.4262,0,,3.578642e+00,3.296081e+00,3.030061e+00,2.794790e+00,2.692652e+00,2.599567e+00,7.954655e-01,6.724547e-01,5.361973e-02,4.471272e-02,2.904553e-02,2.857252e-03
9.8728,0.9873,42.919343,3.395568,1.420366e-04,1.7953,0,,2.332133e+00,1.727596e+00,1.507920e+00,1.301733e+00,1.205452e+00,1.114986e+00,1.276604e-01,1.011790e-01,6.573160e-03,5.503366e-03,3.492356e-03,3.150622e-04
9.8755,0.9876,100.000000,5.275657,1.107881e-03,20.9999,0,,3.613944e+00,4.220305e+00,3.685390e+00,3.140999e+00,2.893783e+00,2.665524e+00,6.727235e-01,6.007212e-01,6.598137e-02,5.556310e-02,3.633893e-02,2.615359e-03
9.8828,0.9883,86.851137,4.725367,6.853133e-04,12.5959,0,,3.443029e+00,4.017257e+00,3.608547e+00,3.142298e+00,2.921498e+00,2.713994e+00,5.368698e-01,4.591730e-01,3.757424e-02,3.179109e-02,2.031728e-02,1.473930e-03
9.8916,0.9892,42.919343,3.790997,1.417770e-04,1.6051,0,,1.671935e+00,1.237556e+00,1.085011e+00,9.470266e-01,8.827196e-01,8.215760e-01,1.015618e-01,8.174960e-02,5.265670e-03,4.420403e-03,2.823010e-03,2.660820e-04
9.8951,0.9895,42.919343,3.395568,1.569031e-04,1.9832,0,,2.626099e+00,1.983818e+00,1.749844e+00,1.522405e+00,1.414307e+00,1.311884e+00,1.549686e-01,1.229367e-01,8.019407e-03,6.714522e-03,4.261270e-03,3.844674e-04
9.9013,0.9901,28.117687,3.790997,2.649068e-04,1.9648,0,,3.467592e+00,2.850520e+00,2.604033e+00,2.417808e+00,2.332652e+00,2.249034e+00,4.872814e-01,3.996718e-01,2.820038e-02,2.375634e-02,1.517755e-02,1.513394e-03
9.9029,0.9903,37.275937,4.232476,1.540701e-04,1.3569,0,,1.299120e+00,1.000959e+00,8.831591e-01,7.871974e-01,7.433686e-01,7.015684e-01,1.068755e-01,8.827803e-02,5.844727e-03,4.824935e-03,3.114239e-03,3.085775e-04
9.9118,0.9912,49.417134,3.790997,1.493283e-04,1.9466,0,,1.776360e+00,1.331752e+00,1.166084e+00,1.006869e+00,9.321042e-01,8.617852e-01,9.785565e-02,7.990489e-02,5.009662e-03,4.269803e-03,2.702118e-03,2.386469e-04
9.9168,0.9917,37.275937,5.275657,7.327383e-04,5.1773,0,,3.580833e+00,3.083700e+00,3.053364e+00,3.074847e+00,3.074672e+00,3.061741e+00,1.079613e+00,9.256920e-01,8.221937e-02,7.020362e-02,4.425492e-02,4.486089e-03
9.9250,0.9925,37.275937,3.790997,1.333572e-04,1.3113,0,,1.522866e+00,1.134776e+00,9.901799e-01,8.691146e-01,8.137050e-01,7.612771e-01,1.035494e-01,8.315332e-02,5.446101e-03,4.489024e-03,2.878184e-03,2.879168e-04
9.9278,0.9928,15.998587,3.790997,3.078297e-04,1.2991,0,,3.597388e+00,3.460484e+00,3.223098e+00,2.989247e+00,2.882416e+00,2.783442e+00,9.330438e-01,7.945980e-01,6.755256e-02,5.768212e-02,3.669615e-02,3.613481e-03
9.9403,0.9940,42.919343,4.232476,1.592755e-04,1.6151,0,,1.381208e+00,1.045570e+00,9.278790e-01,8.243160e-01,7.752064e-01,7.282164e-01,1.020870e-01,8.195930e-02,5.361668e-03,4.512334e-03,2.848348e-03,2.826930e-04
9.9411,0.9941,75.431201,3.790997,2.577807e-04,5.1292,0,,2.899833e+00,2.685274e+00,2.308929e+00,1.936856e+00,1.768898e+00,1.614831e+00,1.857670e-01,1.482641e-01,9.771239e-03,8.142161e-03,5.205791e-03,3.518351e-04
9.9425,0.9942,42.919343,3.395568,1.351402e-04,1.7081,0,,2.194511e+00,1.610157e+00,1.398129e+00,1.202293e+00,1.111612e+00,1.026752e+00,1.158339e-01,9.176739e-02,5.950906e-03,4.982292e-03,3.161584e-03,2.852098e-04
9.9555,0.9955,100.000000,4.232476,2.310267e-04,5.4584,0,,1.863771e+00,1.621787e+00,1.330515e+00,1.076572e+00,9.897469e-01,8.969312e-01,8.915414e-02,7.288670e-02,4.724533e-03,3.968816e-03,2.538841e-03,1.486236e-04
9.9586,0.9959,65.512856,3.790997,2.695222e-04,4.6577,0,,3.096638e+00,2.877370e+00,2.559098e+00,2.205600e+00,2.037761e+00,1.880097e+00,2.307825e-01,1.887444e-01,1.224209e-02,1.034051e-02,6.590225e-03,4.914770e-04
9.9601,0.9960,32.374575,3.395568,1.836713e-04,1.7512,0,,3.175654e+00,2.455677e+00,2.206133e+00,1.988753e+00,1.884118e+00,1.781928e+00,2.689880e-01,2.227950e-01,1.462187e-02,1.233169e-02,7.763236e-03,7.833149e-04
9.9772,0.9977,24.420531,3.395568,2.014097e-04,1.4485,0,,3.420849e+00,2.804245e+00,2.511492e+00,2.283508e+00,2.182872e+00,2.087463e+00,4.120102e-01,3.392446e-01,2.363586e-02,1.990661e-02,1.243232e-02,1.254159e-03
9.9788,0.9979,32.374575,3.041385,1.132616e-04,1.2056,0,,2.398138e+00,1.731730e+00,1.487802e+00,1.283242e+00,1.191034e+00,1.105542e+00,1.348543e-01,1.076117e-01,6.911458e-03,5.811795e-03,3.704836e-03,3.596147e-04
9.9852,0.9985,37.275937,3.395568,1.756699e-04,1.9285,0,,3.019199e+00,2.309476e+00,2.070935e+00,1.843786e+00,1.733511e+00,1.626279e+00,2.210508e-01,1.785739e-01,1.170750e-02,9.635461e-03,6.178514e-03,5.946374e-04
9.9979,0.9998,42.919343,3.395568,1.649101e-04,2.0844,0,,2.782636e+00,2.123205e+00,1.882724e+00,1.644438e+00,1.530129e+00,1.421355e+00,1.706854e-01,1.354746e-01,8.857642e-03,7.416546e-03,4.707011e-03,4.247084e-04
9.9992,0.9999,65.512856,4.232476,4.263296e-04,6.5990,0,,3.397524e+00,3.527259e+00,3.301712e+00,2.962670e+00,2.786219e+00,2.613743e+00,4.251857e-01,3.468085e-01,2.471029e-02,2.062194e-02,1.321452e-02,1.062236e-03
10.0011,1.0001,75.431201,5.275657,1.061729e-03,15.1806,0,,3.482080e+00,4.496851e+00,4.330662e+00,3.967659e+00,3.764294e+00,3.561843e+00,8.760452e-01,7.828699e-01,8.183634e-02,6.893075e-02,4.440738e-02,3.857647e-03
10.0199,1.0020,32.374575,3.041385,1.190415e-04,1.2672,0,,2.565360e+00,1.864011e+00,1.608668e+00,1.392599e+00,1.294489e+00,1.203182e+00,1.486901e-01,1.186937e-01,7.634328e-03,6.419748e-03,4.092495e-03,3.972553e-04
10.0201,1.0020,24.420531,4.232476,3.738420e-04,2.1570,0,,3.618515e+00,3.164502e+00,2.913412e+00,2.730921e+00,2.656907e+00,2.589008e+00,7.932464e-01,6.665329e-01,5.256915e-02,4.373232e-02,2.816139e-02,2.781506e-03
10.0244,1.0024,37.275937,3.395568,1.179700e-04,1.2951,0,,1.829045e+00,1.321984e+00,1.139148e+00,9.830126e-01,9.123854e-01,8.462460e-01,1.017830e-01,8.190693e-02,5.284344e-03,4.348405e-03,2.787413e-03,2.681622e-04
10.0270,1.0027,28.117687,3.041385,1.357906e-04,1.2554,0,,2.987298e+00,2.255669e+00,1.970729e+00,1.737265e+00,1.631314e+00,1.531099e+00,2.150058e-01,1.773791e-01,1.149659e-02,9.701315e-03,6.155356e-03,6.154264e-04
10.0310,1.0031,49.417134,4.232476,1.636354e-04,1.9106,0,,1.430975e+00,1.084105e+00,9.639605e-01,8.484686e-01,7.932699e-01,7.401254e-01,9.342758e-02,7.521684e-02,4.871291e-03,4.087101e-03,2.606747e-03,2.433724e-04
10.0521,1.0052,42.919343,4.725367,5.406506e-04,4.9106,0,,3.591407e+00,3.135167e+00,3.142388e+00,3.094697e+00,3.041329e+00,2.972215e+00,7.420712e-01,6.344921e-01,4.897874e-02,4.143869e-02,2.626088e-02,2.643628e-03
10.0531,1.0053,42.919343,3.395568,1.285786e-04,1.6252,0,,2.062988e+00,1.499445e+00,1.295304e+00,1.109603e+00,1.024313e+00,9.448125e-01,1.050847e-01,8.321903e-02,5.387507e-03,4.510520e-03,2.862126e-03,2.581859e-04
10.0643,1.0064,100.000000,4.725367,2.431277e-04,5.1452,0,,1.409277e+00,1.276691e+00,1.077684e+00,8.914815e-01,8.092515e-01,7.493730e-01,7.986081e-02,6.349288e-02,4.204432e-03,3.543490e-03,2.252837e-03,1.447257e-04
10.0887,1.0089,86.851137,3.790997,2.211169e-04,5.0658,0,,2.482569e+00,2.155412e+00,1.775827e+00,1.441033e+00,1.322268e+00,1.198704e+00,1.185988e-01,9.594096e-02,6.257358e-03,5.197482e-03,3.334721e-03,2.005881e-04
10.0890,1.0089,49.417134,3.395568,1.454714e-04,2.1171,0,,2.372225e+00,1.787797e+00,1.544425e+00,1.311682e+00,1.204607e+00,1.105358e+00,1.181307e-01,9.351646e-02,5.964116e-03,5.005444e-03,3.195078e-03,2.648570e-04
10.1023,1.0102,49.417134,4.232476,3.915422e-04,4.5715,0,,3.493111e+00,3.145628e+00,3.063788e+00,2.875380e+00,2.760291e+00,2.636852e+00,4.773145e-01,3.914008e-01,2.770295e-02,2.327077e-02,1.487485e-02,1.393136e-03
10.1102,1.0110,86.851137,3.790997,2.103809e-04,4.8198,0,,2.362606e+00,2.023455e+00,1.661478e+00,1.344256e+00,1.231155e+00,1.114513e+00,1.078580e-01,8.717562e-02,5.665733e-03,4.705890e-03,3.019089e-03,1.815844e-04
10.1118,1.0112,75.431201,4.232476,4.434839e-04,7.9038,0,,3.393405e+00,3.651408e+00,3.303479e+00,2.887802e+00,2.686988e+00,2.496724e+00,3.905190e-01,3.250599e-01,2.305407e-02,1.928175e-02,1.240013e-02,9.067809e-04
10.1130,1.0113,86.851137,3.790997,2.324009e-04,5.3243,0,,2.607239e+00,2.293905e+00,1.896003e+00,1.542937e+00,1.418428e+00,1.287690e+00,1.303539e-01,1.055504e-01,6.910583e-03,5.740302e-03,3.683300e-03,2.215802e-04
10.1217,1.0122,75.431201,3.790997,2.709357e-04,5.3909,0,,3.036977e+00,2.852915e+00,2.460567e+00,2.069425e+00,1.892270e+00,1.729476e+00,2.038909e-01,1.629047e-01,1.079020e-02,8.991764e-03,5.749653e-03,3.886540e-04
10.1276,1.0128,42.919343,3.790997,1.348932e-04,1.5272,0,,1.570068e+00,1.153422e+00,1.006182e+00,8.748134e-01,8.141060e-01,7.566454e-01,9.215914e-02,7.414778e-02,4.767210e-03,4.001879e-03,2.555637e-03,2.408705e-04
10.1283,1.0128,49.417134,3.790997,1.420779e-04,1.8520,0,,1.674079e+00,1.242209e+00,1.081991e+00,9.306468e-01,8.601789e-01,7.941672e-01,8.880620e-02,7.247891e-02,4.535465e-03,3.865554e-03,2.446203e-03,2.160350e-04
10.1345,1.0135,100.000000,4.232476,2.198095e-04,5.1934,0,,1.773990e+00,1.524081e+00,1.246408e+00,1.005661e+00,9.227597e-01,8.350408e-01,8.111289e-02,6.624729e-02,4.277938e-03,3.593500e-03,2.298566e-03,1.345433e-04
10.1378,1.0138,100.000000,5.275657,2.748397e-04,5.2096,0,,1.148967e+00,1.084694e+00,9.466534e-01,8.036053e-01,7.377294e-01,6.767156e-01,7.961942e-02,6.515696e-02,4.317285e-03,3.601974e-03,2.311744e-03,1.616479e-04
10.1426,1.0143,32.374575,3.041385,1.251163e-04,1.3318,0,,2.741619e+00,2.004539e+00,1.737999e+00,1.510194e+00,1.405963e+00,1.308579e+00,1.639220e-01,1.309015e-01,8.432739e-03,7.091252e-03,4.520700e-03,4.388357e-04
10.1460,1.0146,21.209509,4.232476,3.848374e-04,1.9285,0,,3.654946e+00,3.316518e+00,3.061265e+00,2.853937e+00,2.768366e+00,2.691824e+00,9.159905e-01,7.781672e-01,6.421443e-02,5.456293e-02,3.446237e-02,3.399570e-03
10.1484,1.0148,49.417134,3.395568,1.384083e-04,2.0143,0,,2.238519e+00,1.666498e+00,1.432210e+00,1.211780e+00,1.111132e+00,1.018173e+00,1.071850e-01,8.481587e-02,5.399520e-03,4.531517e-03,2.892463e-03,2.397617e-04
10.1661,1.0166,75.431201,4.725367,6.881300e-04,10.9846,0,,3.490883e+00,4.155871e+00,3.895990e+00,3.497961e+00,3.293122e+00,3.093988e+00,6.351591e-01,5.298798e-01,4.393736e-02,3.673545e-02,2.362609e-02,1.888182e-03
10.1715,1.0171,86.851137,3.790997,2.001661e-04,4.5858,0,,2.247353e+00,1.897874e+00,1.552841e+00,1.252515e+00,1.144981e+00,1.035008e+00,9.805153e-02,7.918553e-02,5.129926e-03,4.260711e-03,2.733298e-03,1.643808e-04
10.1810,1.0181,86.851137,3.790997,2.442606e-04,5.5960,0,,2.736887e+00,2.439081e+00,2.022102e+00,1.650042e+00,1.519724e+00,1.381559e+00,1.432080e-01,1.160778e-01,7.631781e-03,6.339660e-03,4.068255e-03,2.447686e-04
10.1860,1.0186,37.275937,3.790997,1.268823e-04,1.2476,0,,1.424576e+00,1.056121e+00,9.174886e-01,8.023070e-01,7.499799e-01,7.006815e-01,9.395122e-02,7.541431e-02,4.930532e-03,4.063989e-03,2.605578e-03,2.606363e-04
10.1967,1.0197,42.919343,3.395568,1.223357e-04,1.5463,0,,1.937449e+00,1.395176e+00,1.199099e+00,1.023293e+00,9.431819e-01,8.687959e-01,9.531762e-02,7.545681e-02,4.877405e-03,4.083390e-03,2.591022e-03,2.337224e-04
10.2067,1.0207,49.417134,4.725367,5.730005e-04,5.9923,0,,3.587255e+00,3.345694e+00,3.393556e+00,3.303299e+00,3.219217e+00,3.122261e+00,7.321656e-01,6.055077e-01,4.746199e-02,3.975228e-02,2.566423e-02,2.515577e-03
10.2209,1.0221,56.898660,4.725367,6.110761e-04,7.3580,0,,3.552042e+00,3.639261e+00,3.655571e+00,3.481976e+00,3.358233e+00,3.223353e+00,7.071553e-01,5.828671e-01,4.693893e-02,3.945132e-02,2.522769e-02,2.327391e-03
10.2215,1.0222,37.275937,3.395568,1.122421e-04,1.2322,0,,1.710494e+00,1.228149e+00,1.053373e+00,9.056500e-01,8.393101e-01,7.774338e-01,9.230797e-02,7.425590e-02,4.783970e-03,3.936603e-03,2.523375e-03,2.427534e-04
10.2472,1.0247,49.417134,3.395568,1.316880e-04,1.9165,0,,2.110305e+00,1.552170e+00,1.327083e+00,1.118601e+00,1.024111e+00,9.371467e-01,9.723601e-02,7.691322e-02,4.888323e-03,4.102428e-03,2.618497e-03,2.170442e-04
10.2542,1.0254,65.512856,3.790997,2.832763e-04,4.8953,0,,3.239802e+00,3.056635e+00,2.727850e+00,2.357361e+00,2.180637e+00,2.014266e+00,2.531680e-01,2.073128e-01,1.351817e-02,1.141917e-02,7.278589e-03,5.429094e-04
10.2713,1.0271,56.898660,4.232476,4.162631e-04,5.5960,0,,3.499455e+00,3.409188e+00,3.280046e+00,3.019969e+00,2.870664e+00,2.718925e+00,4.616134e-01,3.861283e-01,2.715308e-02,2.273252e-02,1.448687e-02,1.269804e-03
10.2811,1.0281,56.898660,3.790997,1.450618e-04,2.1772,0,,1.692634e+00,1.279423e+00,1.101116e+00,9.305343e-01,8.527232e-01,7.808809e-01,8.165050e-02,6.517876e-02,4.112975e-03,3.486961e-03,2.199450e-03,1.800457e-04
10.2842,1.0284,86.851137,5.275657,1.147583e-03,18.8922,0,,3.616762e+00,4.647423e+00,4.250100e+00,3.744696e+00,3.498903e+00,3.265364e+00,8.371665e-01,7.207723e-01,8.191518e-02,6.887840e-02,4.495722e-02,3.573498e-03
10.2977,1.0298,86.851137,3.790997,2.567256e-04,5.8815,0,,2.871708e+00,2.591073e+00,2.154204e+00,1.762397e+00,1.626226e+00,1.480384e+00,1.572506e-01,1.276017e-01,8.427977e-03,7.001411e-03,4.493368e-03,2.703832e-04
10.2996,1.0300,49.417134,4.232476,1.556903e-04,1.8178,0,,1.348346e+00,1.012906e+00,8.959502e-01,7.854866e-01,7.331853e-01,6.830754e-01,8.482647e-02,6.825508e-02,4.410308e-03,3.700234e-03,2.359896e-03,2.203128e-04
10.3003,1.0300,18.420700,4.232476,3.973904e-04,1.7295,0,,3.661925e+00,3.456210e+00,3.219462e+00,3.001841e+00,2.906917e+00,2.821091e+00,1.042759e+00,9.021203e-01,7.762518e-02,6.636403e-02,4.221342e-02,4.211399e-03
10.3007,1.0301,37.275937,3.395568,1.846345e-04,2.0269,0,,3.200350e+00,2.466654e+00,2.223484e+00,1.987602e+00,1.871843e+00,1.758659e+00,2.433105e-01,1.966832e-01,1.293071e-02,1.064250e-02,6.824663e-03,6.568758e-04
10.3095,1.0310,100.000000,4.725367,6.932067e-04,14.6699,0,,3.551615e+00,3.824180e+00,3.287072e+00,2.775134e+00,2.546638e+00,2.450838e+00,4.751141e-01,3.939895e-01,3.342157e-02,2.827307e-02,1.809913e-02,1.174725e-03
10.3097,1.0310,100.000000,4.725367,2.313230e-04,4.8953,0,,1.343474e+00,1.199912e+00,1.009597e+00,8.328176e-01,7.550150e-01,6.979089e-01,7.268684e-02,5.773590e-02,3.807114e-03,3.208472e-03,2.039661e-03,1.310147e-04
10.3120,1.0312,86.851137,5.275657,1.150029e-03,18.9325,0,,3.622274e+00,4.655235e+00,4.256786e+00,3.750266e+00,3.503980e+00,3.269991e+00,8.390558e-01,7.224930e-01,8.224092e-02,6.915511e-02,4.514171e-02,3.588671e-03
10.3261,1.0326,100.000000,4.232476,2.091369e-04,4.9412,0,,1.687730e+00,1.430937e+00,1.166331e+00,9.382769e-01,8.592600e-01,7.764604e-01,7.376554e-02,6.019166e-02,3.873458e-03,3.253606e-03,2.081003e-03,1.217967e-04
10.3499,1.0350,24.420531,3.041385,1.515600e-04,1.2169,0,,3.353227e+00,2.637968e+00,2.321609e+00,2.070217e+00,1.958325e+00,1.852754e+00,3.038376e-01,2.457121e-01,1.662628e-02,1.407346e-02,8.932060e-03,8.812139e-04
10.3523,1.0352,32.374575,3.041385,1.315012e-04,1.3998,0,,2.927168e+00,2.153791e+00,1.876249e+00,1.636524e+00,1.525960e+00,1.422242e+00,1.806865e-01,1.443462e-01,9.314570e-03,7.832941e-03,4.993688e-03,4.847681e-04
10.3561,1.0356,49.417134,3.790997,1.351795e-04,1.7621,0,,1.576148e+00,1.157725e+00,1.003160e+00,8.595245e-01,7.931948e-01,7.313037e-01,8.057830e-02,6.573286e-02,4.106111e-03,3.499547e-03,2.214513e-03,1.955655e-04
10.3586,1.0359,37.275937,3.041385,1.120984e-04,1.3739,0,,2.404742e+00,1.707082e+00,1.457122e+00,1.239602e+00,1.141621e+00,1.051017e+00,1.154213e-01,9.150360e-02,5.899017e-03,4.941448e-03,3.139763e-03,2.862086e-04
10.3660,1.0366,42.919343,3.395568,1.163958e-04,1.4712,0,,1.817770e+00,1.297074e+00,1.109178e+00,9.430053e-01,8.678591e-01,7.983452e-01,8.644557e-02,6.841014e-02,4.415567e-03,3.696685e-03,2.345588e-03,2.115769e-04
10.3725,1.0372,42.919343,3.790997,1.283437e-04,1.4530,0,,1.472969e+00,1.074082e+00,9.323381e-01,8.074987e-01,7.502759e-01,6.963500e-01,8.361243e-02,6.724314e-02,4.315894e-03,3.622953e-03,2.313576e-03,2.180477e-04
10.3733,1.0373,75.431201,3.790997,2.847619e-04,5.6660,0,,3.178990e+00,3.028555e+00,2.619524e+00,2.208540e+00,2.021825e+00,1.849961e+00,2.236556e-01,1.789034e-01,1.191495e-02,9.929691e-03,6.350200e-03,4.293248e-04
10.3736,1.0374,49.417134,5.275657,8.411673e-04,7.8792,0,,3.613744e+00,3.444429e+00,3.620460e+00,3.642032e+00,3.600411e+00,3.534037e+00,1.015209e+00,8.914705e-01,8.069681e-02,6.796355e-02,4.360710e-02,4.448244e-03
10.3778,1.0378,49.417134,3.395568,1.252941e-04,1.8235,0,,1.987500e+00,1.444510e+00,1.228694e+00,1.031785e+00,9.431864e-01,8.619260e-01,8.819594e-02,6.973727e-02,4.425485e-03,3.713943e-03,2.370469e-03,1.964791e-04
10.3830,1.0383,37.275937,3.041385,1.066556e-04,1.3072,0,,2.251124e+00,1.584736e+00,1.346121e+00,1.140982e+00,1.049244e+00,9.647211e-01,1.046551e-01,8.294319e-02,5.340385e-03,4.473443e-03,2.842334e-03,2.590898e-04
10.3879,1.0388,28.117687,3.395568,1.993412e-04,1.6507,0,,3.464183e+00,2.749890e+00,2.473005e+00,2.250242e+00,2.146725e+00,2.046066e+00,3.599267e-01,2.914381e-01,2.001251e-02,1.680304e-02,1.065928e-02,1.062168e-03
10.3894,1.0389,21.209509,3.790997,2.895885e-04,1.6202,0,,3.676991e+00,3.246643e+00,2.961348e+00,2.733217e+00,2.637014e+00,2.549262e+00,7.090724e-01,5.932267e-01,4.573317e-02,3.805989e-02,2.386661e-02,2.384337e-03
10.3941,1.0394,37.275937,3.041385,1.178189e-04,1.4440,0,,2.566354e+00,1.837342e+00,1.576080e+00,1.345801e+00,1.241292e+00,1.144289e+00,1.272786e-01,1.009367e-01,6.516043e-03,5.458387e-03,3.468304e-03,3.161658e-04
10.3980,1.0398,28.117687,3.041385,1.427202e-04,1.3195,0,,3.193042e+00,2.421456e+00,2.124498e+00,1.879810e+00,1.767978e+00,1.661730e+00,2.368907e-01,1.955357e-01,1.269851e-02,1.071579e-02,6.799297e-03,6.798423e-04
10.4053,1.0405,100.000000,5.275657,2.614952e-04,4.9566,0,,1.097573e+00,1.020925e+00,8.881898e-01,7.520020e-01,6.895165e-01,6.317524e-01,7.256383e-02,5.930929e-02,3.909636e-03,3.261668e-03,2.093087e-03,1.463343e-04
10.4192,1.0419,32.374575,3.395568,1.930443e-04,1.8406,0,,3.372442e+00,2.621316e+00,2.366294e+00,2.141808e+00,2.032583e+00,1.925270e+00,2.959490e-01,2.453147e-01,1.614913e-02,1.362025e-02,8.575003e-03,8.653014e-04
10.4563,1.0456,37.275937,3.041385,1.014771e-04,1.2437,0,,2.105290e+00,1.469946e+00,1.242648e+00,1.049489e+00,9.637089e-01,8.849549e-01,9.488200e-02,7.517623e-02,4.834626e-03,4.049743e-03,2.573073e-03,2.345406e-04
10.4570,1.0457,56.898660,4.232476,1.574836e-04,2.1171,0,,1.354368e+00,1.030254e+00,9.048972e-01,7.815414e-01,7.233140e-01,6.685025e-01,7.540851e-02,6.161840e-02,3.916639e-03,3.274657e-03,2.081616e-03,1.817960e-04
10.4571,1.0457,24.420531,3.790997,2.813145e-04,1.8121,0,,3.657049e+00,3.107094e+00,2.829878e+00,2.622203e+00,2.533220e+00,2.449299e+00,6.066623e-01,5.054999e-01,3.659710e-02,3.094852e-02,1.993057e-02,1.963892e-03
10.4614,1.0461,86.851137,4.725367,7.202858e-04,13.2387,0,,3.579753e+00,4.202486e+00,3.771162e+00,3.281667e+00,3.050351e+00,2.833155e+00,5.761907e-01,4.946769e-01,4.139698e-02,3.504048e-02,2.241176e-02,1.627909e-03
10.4707,1.0471,86.851137,3.790997,2.698267e-04,6.1817,0,,3.011908e+00,2.750000e+00,2.292365e+00,1.880028e+00,1.737981e+00,1.584211e+00,1.725761e-01,1.402057e-01,9.306910e-03,7.732008e-03,4.962811e-03,2.986774e-04
10.4764,1.0476,100.000000,5.275657,1.164418e-03,22.0715,0,,3.755310e+00,4.373400e+00,3.807987e+00,3.237855e+00,2.979854e+00,2.741966e+00,7.079631e-01,6.352077e-01,7.240067e-02,6.102737e-02,3.999263e-02,2.887593e-03
10.5004,1.0500,56.898660,3.790997,1.380185e-04,2.0715,0,,1.597881e+00,1.192478e+00,1.021022e+00,8.596137e-01,7.865151e-01,7.192568e-01,7.408351e-02,5.911273e-02,3.723614e-03,3.156802e-03,1.991133e-03,1.629864e-04
10.5023,1.0502,37.275937,3.041385,1.238314e-04,1.5177,0,,2.736160e+00,1.975884e+00,1.703437e+00,1.460048e+00,1.348728e+00,1.245004e+00,1.403345e-01,1.113294e-01,7.197558e-03,6.029369e-03,3.831211e-03,3.492585e-04
10.5270,1.0527,100.000000,4.232476,1.989826e-04,4.7013,0,,1.604859e+00,1.342252e+00,1.090214e+00,8.743648e-01,7.991788e-01,7.211201e-01,6.705751e-02,5.467210e-02,3.507141e-03,2.945805e-03,1.884011e-03,1.102575e-04
