m_chi_GeV,m_phi_MeV,alpha,omega_h2,lambda,sigma_m_30,sigma_m_1000,sidm_viable
54.555948,1.699373e+01,2.644657e-03,0.120000,8.4903,0.340994,0.068600,0
54.555948,1.944795e+01,2.644657e-03,0.120000,7.4189,0.239833,0.051635,0
54.555948,2.225661e+01,2.644657e-03,0.120000,6.4826,0.167173,0.038721,0
54.555948,2.547089e+01,2.644657e-03,0.120000,5.6646,0.115513,0.028906,0
54.555948,2.914938e+01,2.644657e-03,0.120000,4.9497,0.079111,0.021459,0
54.555948,3.335911e+01,2.644657e-03,0.120000,4.3251,0.053660,0.015828,0
54.555948,3.817681e+01,2.644657e-03,0.120000,3.7793,0.035995,0.011585,0
54.555948,4.369028e+01,2.644657e-03,0.120000,3.3024,0.023825,0.008406,0
54.555948,5.000000e+01,2.644657e-03,0.120000,2.8856,0.015517,0.006040,0
61.584821,1.000000e+00,2.978029e-03,0.120002,183.4014,334.492114,22.617491,0
61.584821,1.144419e+00,2.978029e-03,0.120002,160.2571,254.840061,17.243626,0
61.584821,1.309696e+00,2.978029e-03,0.120002,140.0336,198.984406,13.145840,0
61.584821,1.498841e+00,2.978029e-03,0.120002,122.3621,151.875307,10.020645,0
61.584821,1.715302e+00,2.978029e-03,0.120002,106.9207,111.566611,7.637847,0
61.584821,1.963025e+00,2.978029e-03,0.120002,93.4279,81.343635,5.822340,0
61.584821,2.246524e+00,2.978029e-03,0.120002,81.6378,61.164184,4.436633,0
61.584821,2.570965e+00,2.978029e-03,0.120002,71.3356,47.755013,3.380919,0
61.584821,2.942262e+00,2.978029e-03,0.120002,62.3335,37.851976,2.576103,0
61.584821,3.367182e+00,2.978029e-03,0.120002,54.4673,29.657771,1.962676,0
61.584821,3.853468e+00,2.978029e-03,0.120002,47.5939,22.558589,1.495093,0
61.584821,4.409983e+00,2.978029e-03,0.120002,41.5878,16.511360,1.138679,0
61.584821,5.046869e+00,2.978029e-03,0.120002,36.3396,11.611098,0.867121,0
61.584821,5.775735e+00,2.978029e-03,0.120002,31.7538,7.865060,0.660140,0
61.584821,6.609862e+00,2.978029e-03,0.120002,27.7466,5.158879,0.502521,0
61.584821,7.564454e+00,2.978029e-03,0.120002,24.2452,3.312942,0.382456,1
61.584821,8.656907e+00,2.978029e-03,0.120002,21.1856,2.126923,0.290958,1
61.584821,9.907132e+00,2.978029e-03,0.120002,18.5121,1.400890,0.221268,1
61.584821,1.133791e+01,2.978029e-03,0.120002,16.1759,0.959981,0.168175,1
61.584821,1.297533e+01,2.978029e-03,0.120002,14.1346,0.679293,0.127710,1
61.584821,1.484921e+01,2.978029e-03,0.120002,12.3509,0.487369,0.096870,0
61.584821,1.699373e+01,2.978029e-03,0.120002,10.7923,0.349468,0.073359,0
61.584821,1.944795e+01,2.978029e-03,0.120002,9.4304,0.248782,0.055433,0
61.584821,2.225661e+01,2.978029e-03,0.120002,8.2403,0.175532,0.041766,0
61.584821,2.547089e+01,2.978029e-03,0.120002,7.2004,0.122770,0.031352,0
61.584821,2.914938e+01,2.978029e-03,0.120002,6.2918,0.085149,0.023427,0
61.584821,3.335911e+01,2.978029e-03,0.120002,5.4978,0.058560,0.017405,0
61.584821,3.817681e+01,2.978029e-03,0.120002,4.8040,0.039908,0.012845,0
61.584821,4.369028e+01,2.978029e-03,0.120002,4.1978,0.026914,0.009405,0
61.584821,5.000000e+01,2.978029e-03,0.120002,3.6680,0.017923,0.006824,0
69.519280,1.000000e+00,3.354732e-03,0.120010,233.2185,323.047761,23.744470,0
69.519280,1.144419e+00,3.354732e-03,0.120010,203.7877,239.727330,18.102542,0
69.519280,1.309696e+00,3.354732e-03,0.120010,178.0708,181.041245,13.800956,0
69.519280,1.498841e+00,3.354732e-03,0.120010,155.5993,141.371396,10.520189,0
69.519280,1.715302e+00,3.354732e-03,0.120010,135.9635,108.780626,8.018537,0
69.519280,1.963025e+00,3.354732e-03,0.120010,118.8057,80.283759,6.112231,0
69.519280,2.246524e+00,3.354732e-03,0.120010,103.8131,58.327177,4.657695,0
69.519280,2.570965e+00,3.354732e-03,0.120010,90.7124,43.547632,3.549624,0
69.519280,2.942262e+00,3.354732e-03,0.120010,79.2650,33.869756,2.704419,0
69.519280,3.367182e+00,3.354732e-03,0.120010,69.2622,26.876497,2.060329,0
69.519280,3.853468e+00,3.354732e-03,0.120010,60.5217,21.150021,1.569255,0
69.519280,4.409983e+00,3.354732e-03,0.120010,52.8842,16.175750,1.195014,0
69.519280,5.046869e+00,3.354732e-03,0.120010,46.2105,11.900761,0.909918,0
69.519280,5.775735e+00,3.354732e-03,0.120010,40.3790,8.404886,0.692759,0
69.519280,6.609862e+00,3.354732e-03,0.120010,35.2834,5.713103,0.527300,0
69.519280,7.564454e+00,3.354732e-03,0.120010,30.8308,3.756247,0.401311,1
69.519280,8.656907e+00,3.354732e-03,0.120010,26.9402,2.412926,0.305371,1
69.519280,9.907132e+00,3.354732e-03,0.120010,23.5405,1.545515,0.232323,1
69.519280,1.133791e+01,3.354732e-03,0.120010,20.5698,1.014323,0.176708,1
69.519280,1.297533e+01,3.354732e-03,0.120010,17.9740,0.693542,0.134352,1
69.519280,1.484921e+01,3.354732e-03,0.120010,15.7058,0.490885,0.102087,0
69.519280,1.699373e+01,3.354732e-03,0.120010,13.7238,0.352885,0.077499,0
69.519280,1.944795e+01,3.354732e-03,0.120010,11.9919,0.253709,0.058750,0
69.519280,2.225661e+01,3.354732e-03,0.120010,10.4786,0.181133,0.044447,0
69.519280,2.547089e+01,3.354732e-03,0.120010,9.1563,0.128190,0.033534,0
69.519280,2.914938e+01,3.354732e-03,0.120010,8.0008,0.089949,0.025208,0
69.519280,3.335911e+01,3.354732e-03,0.120010,6.9911,0.062606,0.018860,0
69.519280,3.817681e+01,3.354732e-03,0.120010,6.1089,0.043227,0.014030,0
69.519280,4.369028e+01,3.354732e-03,0.120010,5.3380,0.029592,0.010364,0
69.519280,5.000000e+01,3.354732e-03,0.120010,4.6644,0.020059,0.007593,0
78.475997,1.000000e+00,3.780805e-03,0.119996,296.7024,298.716000,24.724007,0
78.475997,1.144419e+00,3.780805e-03,0.119996,259.2602,230.827593,18.850873,0
78.475997,1.309696e+00,3.780805e-03,0.119996,226.5431,171.860638,14.370809,0
78.475997,1.498841e+00,3.780805e-03,0.119996,197.9546,128.670042,10.955120,0
78.475997,1.715302e+00,3.780805e-03,0.119996,172.9738,100.230572,8.350878,0
78.475997,1.963025e+00,3.780805e-03,0.119996,151.1455,77.704547,6.365589,0
78.475997,2.246524e+00,3.780805e-03,0.119996,132.0718,57.692613,4.851575,0
78.475997,2.570965e+00,3.780805e-03,0.119996,115.4051,41.819647,3.697148,0
78.475997,2.942262e+00,3.780805e-03,0.119996,100.8416,31.004531,2.817036,0
78.475997,3.367182e+00,3.780805e-03,0.119996,88.1160,24.004221,2.146223,0
78.475997,3.853468e+00,3.780805e-03,0.119996,76.9962,19.056570,1.634773,0
78.475997,4.409983e+00,3.780805e-03,0.119996,67.2797,15.055722,1.245036,0
78.475997,5.046869e+00,3.780805e-03,0.119996,58.7894,11.576555,0.947968,0
78.475997,5.775735e+00,3.780805e-03,0.119996,51.3705,8.561073,0.721663,0
78.475997,6.609862e+00,3.780805e-03,0.119996,44.8878,6.072328,0.549231,0
78.475997,7.564454e+00,3.780805e-03,0.119996,39.2232,4.142183,0.417948,1
78.475997,8.656907e+00,3.780805e-03,0.119996,34.2735,2.730427,0.317993,1
78.475997,9.907132e+00,3.780805e-03,0.119996,29.9484,1.755114,0.241903,1
78.475997,1.133791e+01,3.780805e-03,0.119996,26.1691,1.121865,0.184014,1
78.475997,1.297533e+01,3.780805e-03,0.119996,22.8667,0.733617,0.139961,1
78.475997,1.484921e+01,3.780805e-03,0.119996,19.9810,0.500369,0.106438,1
78.475997,1.699373e+01,3.780805e-03,0.119996,17.4595,0.354173,0.080918,0
78.475997,1.944795e+01,3.780805e-03,0.119996,15.2562,0.255074,0.061478,0
78.475997,2.225661e+01,3.780805e-03,0.119996,13.3310,0.183857,0.046658,0
78.475997,2.547089e+01,3.780805e-03,0.119996,11.6487,0.131628,0.035349,0
78.475997,2.914938e+01,3.780805e-03,0.119996,10.1787,0.093425,0.026713,0
78.475997,3.335911e+01,3.780805e-03,0.119996,8.8942,0.065757,0.020116,0
78.475997,3.817681e+01,3.780805e-03,0.119996,7.7718,0.045923,0.015077,0
78.475997,4.369028e+01,3.780805e-03,0.119996,6.7910,0.031827,0.011234,0
78.475997,5.000000e+01,3.780805e-03,0.119996,5.9340,0.021881,0.008311,0
88.586679,1.000000e+00,4.262100e-03,0.119995,377.5653,279.774437,25.495582,0
88.586679,1.144419e+00,4.262100e-03,0.119995,329.9186,211.669770,19.465165,0
88.586679,1.309696e+00,4.262100e-03,0.119995,288.2848,164.366330,14.840083,0
88.586679,1.498841e+00,4.262100e-03,0.119995,251.9048,123.148159,11.313495,0
88.586679,1.715302e+00,4.262100e-03,0.119995,220.1159,91.512241,8.624699,0
88.586679,1.963025e+00,4.262100e-03,0.119995,192.3385,70.945273,6.574447,0
88.586679,2.246524e+00,4.262100e-03,0.119995,168.0664,55.354772,5.011182,0
88.586679,2.570965e+00,4.262100e-03,0.119995,146.8574,41.387688,3.819280,0
88.586679,2.942262e+00,4.262100e-03,0.119995,128.3248,29.973800,2.910662,0
88.586679,3.367182e+00,4.262100e-03,0.119995,112.1309,22.073115,2.217908,0
88.586679,3.853468e+00,4.262100e-03,0.119995,97.9806,17.001200,1.689745,0
88.586679,4.409983e+00,4.262100e-03,0.119995,85.6160,13.494078,1.287109,0
88.586679,5.046869e+00,4.262100e-03,0.119995,74.8118,10.698773,0.980220,0
88.586679,5.775735e+00,4.262100e-03,0.119995,65.3709,8.269161,0.746282,0
88.586679,6.609862e+00,4.262100e-03,0.119995,57.1215,6.146620,0.568037,0
88.586679,7.564454e+00,4.262100e-03,0.119995,49.9131,4.378506,0.432208,1
88.586679,8.656907e+00,4.262100e-03,0.119995,43.6143,2.997355,0.328791,1
88.586679,9.907132e+00,4.262100e-03,0.119995,38.1105,1.981197,0.250058,1
88.586679,1.133791e+01,4.262100e-03,0.119995,33.3011,1.274775,0.190155,1
88.586679,1.297533e+01,4.262100e-03,0.119995,29.0987,0.813399,0.144593,1
88.586679,1.484921e+01,4.262100e-03,0.119995,25.4266,0.529976,0.109950,1
88.586679,1.699373e+01,4.262100e-03,0.119995,22.2179,0.360495,0.083613,0
88.586679,1.944795e+01,4.262100e-03,0.119995,19.4141,0.255123,0.063583,0
88.586679,2.225661e+01,4.262100e-03,0.119995,16.9642,0.184053,0.048340,0
88.586679,2.547089e+01,4.262100e-03,0.119995,14.8234,0.132991,0.036727,0
88.586679,2.914938e+01,4.262100e-03,0.119995,12.9528,0.095467,0.027868,0
88.586679,3.335911e+01,4.262100e-03,0.119995,11.3182,0.067948,0.021099,0
88.586679,3.817681e+01,4.262100e-03,0.119995,9.8899,0.047966,0.015922,0
88.586679,4.369028e+01,4.262100e-03,0.119995,8.6419,0.033605,0.011960,0
88.586679,5.000000e+01,4.262100e-03,0.119995,7.5513,0.023372,0.008931,0
100.000000,1.000000e+00,4.805912e-03,0.119997,480.5912,263.226607,25.989795,0
100.000000,1.144419e+00,4.805912e-03,0.119997,419.9433,200.057678,19.899168,0
100.000000,1.309696e+00,4.805912e-03,0.119997,366.9488,150.058992,15.200182,0
100.000000,1.498841e+00,4.805912e-03,0.119997,320.6419,116.656488,11.590967,0
100.000000,1.715302e+00,4.805912e-03,0.119997,280.1787,88.138887,8.836401,0
100.000000,1.963025e+00,4.805912e-03,0.119997,244.8217,65.138504,6.735807,0
100.000000,2.246524e+00,4.805912e-03,0.119997,213.9266,50.159760,5.134562,0
100.000000,2.570965e+00,4.805912e-03,0.119997,186.9303,39.331230,3.913567,0
100.000000,2.942262e+00,4.805912e-03,0.119997,163.3407,29.635200,2.982884,0
100.000000,3.367182e+00,4.805912e-03,0.119997,142.7280,21.472578,2.273283,0
100.000000,3.853468e+00,4.805912e-03,0.119997,124.7166,15.713980,1.732343,0
100.000000,4.409983e+00,4.805912e-03,0.119997,108.9780,12.034920,1.319924,0
100.000000,5.046869e+00,4.805912e-03,0.119997,95.2256,9.544074,1.005561,0
100.000000,5.775735e+00,4.805912e-03,0.119997,83.2087,7.590428,0.765874,0
100.000000,6.609862e+00,4.805912e-03,0.119997,72.7082,5.896003,0.583158,0
100.000000,7.564454e+00,4.805912e-03,0.119997,63.5328,4.404953,0.443880,1
100.000000,8.656907e+00,4.805912e-03,0.119997,55.5153,3.151249,0.337729,1
100.000000,9.907132e+00,4.805912e-03,0.119997,48.5096,2.164843,0.256860,1
100.000000,1.133791e+01,4.805912e-03,0.119997,42.3880,1.435013,0.195286,1
100.000000,1.297533e+01,4.805912e-03,0.119997,37.0389,0.924547,0.148431,1
100.000000,1.484921e+01,4.805912e-03,0.119997,32.3648,0.589079,0.112802,1
100.000000,1.699373e+01,4.805912e-03,0.119997,28.2805,0.382441,0.085729,0
100.000000,1.944795e+01,4.805912e-03,0.119997,24.7117,0.259379,0.065167,0
100.000000,2.225661e+01,4.805912e-03,0.119997,21.5932,0.183492,0.049551,0
100.000000,2.547089e+01,4.805912e-03,0.119997,18.8683,0.132586,0.037685,0
100.000000,2.914938e+01,4.805912e-03,0.119997,16.4872,0.096030,0.028657,0
100.000000,3.335911e+01,4.805912e-03,0.119997,14.4066,0.069112,0.021775,0
100.000000,3.817681e+01,4.805912e-03,0.119997,12.5886,0.049321,0.016519,0
100.000000,4.369028e+01,4.805912e-03,0.119997,11.0000,0.034914,0.012495,0
100.000000,5.000000e+01,4.805912e-03,0.119997,9.6118,0.024535,0.009410,0
