chi2,chi2_dof,m_chi_GeV,m_phi_MeV,alpha,lambda,is_relic,omega_h2,sigma_m_12,sigma_m_30,sigma_m_40,sigma_m_50,sigma_m_55,sigma_m_60,sigma_m_250,sigma_m_280,sigma_m_1000,sigma_m_1100,sigma_m_1200,sigma_m_4700
2.2073,0.2207,65.512856,9.151275,1.659172e-03,11.8778,0,,1.249060e+00,1.155163e+00,1.260234e+00,1.344089e+00,1.366733e+00,1.377173e+00,6.138323e-01,5.479106e-01,9.594359e-02,8.135060e-02,6.974244e-02,4.850875e-03
2.2224,0.2222,13.894955,6.575951,7.318045e-04,1.5463,0,,1.501414e+00,1.756809e+00,1.745662e+00,1.709467e+00,1.686138e+00,1.660601e+00,9.605488e-01,8.873492e-01,1.702145e-01,1.441149e-01,1.234290e-01,8.885729e-03
2.2235,0.2224,13.894955,6.575951,5.777241e-04,1.2207,0,,1.062823e+00,1.281933e+00,1.278213e+00,1.253218e+00,1.236274e+00,1.217418e+00,6.565400e-01,6.011575e-01,1.077317e-01,9.099343e-02,7.778301e-02,5.541005e-03
2.2248,0.2225,65.512856,8.196729,2.040209e-03,16.3065,0,,1.863736e+00,1.918364e+00,2.157765e+00,2.270759e+00,2.282981e+00,2.273392e+00,9.409954e-01,8.477405e-01,1.706183e-01,1.458087e-01,1.258404e-01,9.127711e-03
2.2249,0.2225,56.898660,10.216981,2.325994e-03,12.9535,0,,1.251422e+00,1.107242e+00,1.152351e+00,1.244247e+00,1.286752e+00,1.321863e+00,7.769473e-01,7.037977e-01,1.543141e-01,1.328676e-01,1.154194e-01,8.872541e-03
2.2270,0.2227,18.420700,7.341750,7.953671e-04,1.9956,0,,1.350707e+00,1.452260e+00,1.420177e+00,1.373341e+00,1.347363e+00,1.320816e+00,7.704836e-01,7.061823e-01,1.245753e-01,1.051508e-01,8.983580e-02,6.321967e-03
2.2272,0.2227,13.894955,7.341750,8.913815e-04,1.6870,0,,1.302334e+00,1.570037e+00,1.570825e+00,1.548276e+00,1.532100e+00,1.513729e+00,9.409684e-01,8.810392e-01,1.944031e-01,1.655466e-01,1.424468e-01,1.057367e-02
2.2280,0.2228,10.481131,7.341750,8.631046e-04,1.2322,0,,9.134363e-01,1.331268e+00,1.374268e+00,1.383386e+00,1.381138e+00,1.375846e+00,8.980673e-01,8.459510e-01,2.238759e-01,1.925010e-01,1.669606e-01,1.311662e-02
2.2303,0.2230,65.512856,10.216981,3.488431e-03,22.3684,0,,1.480635e+00,1.426391e+00,1.643581e+00,1.809280e+00,1.857864e+00,1.885838e+00,9.348420e-01,8.577530e-01,2.437249e-01,2.145701e-01,1.900591e-01,1.720283e-02
2.2304,0.2230,75.431201,10.216981,2.115409e-03,15.6179,0,,1.027771e+00,1.004011e+00,1.129083e+00,1.207677e+00,1.224840e+00,1.229810e+00,5.431996e-01,4.899046e-01,1.009696e-01,8.645720e-02,7.474308e-02,5.492116e-03
2.2306,0.2231,75.431201,12.735167,4.477069e-03,26.5180,0,,9.154309e-01,8.676600e-01,1.005778e+00,1.123235e+00,1.161289e+00,1.186134e+00,6.209439e-01,5.737855e-01,1.862411e-01,1.662963e-01,1.492640e-01,1.565535e-02
2.2307,0.2231,15.998587,8.196729,9.342318e-04,1.8235,0,,1.024104e+00,1.206292e+00,1.202574e+00,1.182423e+00,1.168881e+00,1.153811e+00,7.247011e-01,6.788607e-01,1.490961e-01,1.269388e-01,1.092087e-01,8.090256e-03
2.2319,0.2232,15.998587,7.341750,8.794868e-04,1.9165,0,,1.419509e+00,1.598913e+00,1.580440e+00,1.542914e+00,1.520217e+00,1.495976e+00,9.146866e-01,8.495640e-01,1.695890e-01,1.438161e-01,1.233329e-01,8.932695e-03
2.2378,0.2238,65.512856,10.216981,3.496095e-03,22.4175,0,,1.482414e+00,1.428582e+00,1.646454e+00,1.812465e+00,1.861098e+00,1.889072e+00,9.362959e-01,8.591551e-01,2.444399e-01,2.152269e-01,1.906630e-01,1.727611e-02
2.2392,0.2239,56.898660,10.216981,2.617857e-03,14.5789,0,,1.347985e+00,1.197184e+00,1.264194e+00,1.378393e+00,1.428969e+00,1.469944e+00,8.639166e-01,7.851039e-01,1.854179e-01,1.606194e-01,1.402584e-01,1.123959e-02
2.2426,0.2243,75.431201,8.196729,1.374138e-03,12.6456,0,,1.354376e+00,1.423519e+00,1.551134e+00,1.581297e+00,1.568743e+00,1.544129e+00,5.505207e-01,4.864961e-01,7.479137e-02,6.290594e-02,5.360067e-02,3.562075e-03
2.2479,0.2248,15.998587,8.196729,1.051458e-03,2.0523,0,,1.201019e+00,1.390858e+00,1.383860e+00,1.359559e+00,1.343740e+00,1.326313e+00,8.626305e-01,8.119670e-01,1.862114e-01,1.588546e-01,1.368897e-01,1.026166e-02
2.2497,0.2250,100.000000,11.406795,3.041415e-03,26.6632,0,,8.121120e-01,1.004522e+00,1.116861e+00,1.133041e+00,1.118386e+00,1.094733e+00,4.433519e-01,4.067514e-01,1.069301e-01,9.335166e-02,8.205710e-02,6.851795e-03
2.2500,0.2250,15.998587,6.575951,7.108958e-04,1.7295,0,,1.594261e+00,1.755752e+00,1.723370e+00,1.670571e+00,1.640308e+00,1.608838e+00,9.032049e-01,8.260430e-01,1.433576e-01,1.209242e-01,1.032570e-01,7.265341e-03
2.2534,0.2253,86.851137,11.406795,2.865346e-03,21.8167,0,,8.624790e-01,9.186513e-01,1.053570e+00,1.117578e+00,1.125859e+00,1.122524e+00,4.867316e-01,4.446174e-01,1.125986e-01,9.797186e-02,8.587916e-02,7.019984e-03
2.2548,0.2255,75.431201,11.406795,2.837029e-03,18.7608,0,,9.313867e-01,8.876358e-01,1.008418e+00,1.102245e+00,1.129630e+00,1.145085e+00,5.581016e-01,5.085884e-01,1.272664e-01,1.107001e-01,9.700851e-02,7.950077e-03
2.2552,0.2255,86.851137,11.406795,2.864127e-03,21.8074,0,,8.622794e-01,9.183498e-01,1.053207e+00,1.117203e+00,1.125488e+00,1.122161e+00,4.865719e-01,4.444638e-01,1.125289e-01,9.790886e-02,8.582212e-02,7.014142e-03
2.2567,0.2257,65.512856,9.151275,1.637992e-03,11.7262,0,,1.238685e+00,1.143705e+00,1.245900e+00,1.328057e+00,1.350304e+00,1.360575e+00,6.055199e-01,5.401862e-01,9.381402e-02,7.950884e-02,6.813816e-02,4.728668e-03
2.2607,0.2261,18.420700,8.196729,9.718228e-04,2.1840,0,,1.182089e+00,1.298265e+00,1.278443e+00,1.244942e+00,1.225444e+00,1.204981e+00,7.613796e-01,7.085976e-01,1.435991e-01,1.218691e-01,1.045771e-01,7.605053e-03
2.2609,0.2261,75.431201,9.151275,3.253479e-03,26.8174,0,,1.696919e+00,2.011802e+00,2.276143e+00,2.349039e+00,2.335434e+00,2.300330e+00,9.598739e-01,8.824669e-01,2.416615e-01,2.118264e-01,1.868614e-01,1.614951e-02
2.2613,0.2261,65.512856,7.341750,1.250299e-03,11.1568,0,,1.803528e+00,1.812355e+00,1.967898e+00,2.017762e+00,2.008555e+00,1.983446e+00,7.069666e-01,6.215788e-01,9.023644e-02,7.576867e-02,6.438313e-02,4.225940e-03
2.2743,0.2274,100.000000,8.196729,1.530666e-03,18.6741,0,,1.237014e+00,1.645932e+00,1.660877e+00,1.567652e+00,1.506626e+00,1.443351e+00,4.702186e-01,4.184944e-01,6.883113e-02,5.805265e-02,4.953804e-02,3.315968e-03
2.2760,0.2276,13.894955,7.341750,7.037023e-04,1.3318,0,,9.233713e-01,1.152600e+00,1.158207e+00,1.143667e+00,1.132181e+00,1.118802e+00,6.530773e-01,6.058069e-01,1.237284e-01,1.050355e-01,9.015254e-02,6.595631e-03
2.2780,0.2278,56.898660,9.151275,2.265917e-03,14.0885,0,,1.628373e+00,1.470716e+00,1.596153e+00,1.737168e+00,1.788792e+00,1.825044e+00,9.515388e-01,8.603285e-01,1.853327e-01,1.593291e-01,1.381934e-01,1.047392e-02
2.2818,0.2282,65.512856,7.341750,1.407185e-03,12.5568,0,,1.945621e+00,2.008272e+00,2.197360e+00,2.255724e+00,2.245034e+00,2.216213e+00,8.098881e-01,7.166299e-01,1.119418e-01,9.429720e-02,8.038869e-02,5.365687e-03
2.2835,0.2284,75.431201,7.341750,1.688997e-03,17.3532,0,,2.001318e+00,2.432427e+00,2.598598e+00,2.566106e+00,2.509192e+00,2.438324e+00,8.547678e-01,7.642206e-01,1.348890e-01,1.142571e-01,9.787527e-02,6.718436e-03
2.2859,0.2286,75.431201,10.216981,2.088404e-03,15.4185,0,,1.019892e+00,9.940595e-01,1.116625e+00,1.194153e+00,1.211187e+00,1.216208e+00,5.369051e-01,4.839681e-01,9.887121e-02,8.461028e-02,7.310993e-02,5.354385e-03
2.2921,0.2292,75.431201,8.196729,1.356019e-03,12.4789,0,,1.343107e+00,1.407120e+00,1.532235e+00,1.561989e+00,1.549673e+00,1.525456e+00,5.423598e-01,4.789381e-01,7.301299e-02,6.138743e-02,5.229118e-02,3.469200e-03
2.2944,0.2294,12.067926,8.196729,9.566921e-04,1.4085,0,,8.023463e-01,1.121483e+00,1.149842e+00,1.152930e+00,1.149409e+00,1.143616e+00,7.528568e-01,7.117163e-01,1.913648e-01,1.646044e-01,1.428056e-01,1.122588e-02
2.2968,0.2297,100.000000,9.151275,1.841387e-03,20.1216,0,,1.046726e+00,1.365477e+00,1.426080e+00,1.379078e+00,1.337065e+00,1.289951e+00,4.512365e-01,4.054173e-01,7.607651e-02,6.466719e-02,5.553408e-02,3.878113e-03
2.2975,0.2297,86.851137,10.216981,2.156161e-03,18.3288,0,,9.579697e-01,1.052907e+00,1.179805e+00,1.221681e+00,1.218320e+00,1.204108e+00,4.799531e-01,4.336967e-01,9.082595e-02,7.782228e-02,6.731174e-02,4.944993e-03
2.2988,0.2299,100.000000,9.151275,1.840604e-03,20.1131,0,,1.046476e+00,1.364999e+00,1.425601e+00,1.378637e+00,1.336648e+00,1.289557e+00,4.510563e-01,4.052465e-01,7.602165e-02,6.461943e-02,5.549225e-02,3.874844e-03
2.2993,0.2299,100.000000,10.216981,2.310110e-03,22.6105,0,,9.103748e-01,1.156876e+00,1.248202e+00,1.236821e+00,1.210008e+00,1.175912e+00,4.426783e-01,4.017839e-01,8.839542e-02,7.597200e-02,6.587717e-02,4.915517e-03
2.2994,0.2299,86.851137,10.216981,2.155243e-03,18.3210,0,,9.577388e-01,1.052542e+00,1.179383e+00,1.221254e+00,1.217901e+00,1.203701e+00,4.797745e-01,4.335269e-01,9.076340e-02,7.776710e-02,6.726287e-02,4.940839e-03
2.3040,0.2304,75.431201,7.341750,1.184723e-03,12.1722,0,,1.615467e+00,1.780981e+00,1.896019e+00,1.883578e+00,1.848056e+00,1.801512e+00,5.816229e-01,5.096242e-01,7.115731e-02,5.956628e-02,5.056405e-02,3.280542e-03
2.3116,0.2312,65.512856,10.216981,2.066339e-03,13.2497,0,,1.088342e+00,9.854249e-01,1.068887e+00,1.157475e+00,1.188504e+00,1.209293e+00,6.093387e-01,5.490712e-01,1.113171e-01,9.526302e-02,8.232119e-02,6.072561e-03
2.3119,0.2312,86.851137,11.406795,2.827564e-03,21.5290,0,,8.562630e-01,9.092866e-01,1.042296e+00,1.105910e+00,1.114323e+00,1.111250e+00,4.817619e-01,4.398391e-01,1.104385e-01,9.602040e-02,8.411306e-02,6.839945e-03
2.3133,0.2313,65.512856,11.406795,2.901714e-03,16.6655,0,,1.015950e+00,9.122595e-01,9.898177e-01,1.090350e+00,1.130646e+00,1.161412e+00,6.560430e-01,5.977519e-01,1.507305e-01,1.313025e-01,1.152183e-01,9.612964e-03
2.3140,0.2314,56.898660,8.196729,1.758968e-03,12.2101,0,,1.831735e+00,1.682602e+00,1.833893e+00,1.965013e+00,2.003745e+00,2.024645e+00,9.340808e-01,8.360180e-01,1.522502e-01,1.293648e-01,1.111231e-01,7.834678e-03
2.3181,0.2318,86.851137,7.341750,1.954884e-03,23.1258,0,,2.010687e+00,2.790022e+00,2.818822e+00,2.655968e+00,2.549697e+00,2.440092e+00,8.549544e-01,7.706398e-01,1.507377e-01,1.284306e-01,1.105244e-01,7.813247e-03
2.3269,0.2327,100.000000,8.196729,1.510483e-03,18.4279,0,,1.227345e+00,1.627802e+00,1.643377e+00,1.551894e+00,1.491782e+00,1.429367e+00,4.638489e-01,4.125117e-01,6.722888e-02,5.667656e-02,4.834675e-02,3.229624e-03
2.3274,0.2327,75.431201,10.216981,4.296769e-03,31.7227,0,,1.510719e+00,1.719069e+00,1.995824e+00,2.110187e+00,2.119057e+00,2.105064e+00,9.404256e-01,8.729609e-01,2.772640e-01,2.469029e-01,2.210630e-01,2.240556e-02
2.3314,0.2331,100.000000,8.196729,3.136897e-03,38.2701,0,,1.858285e+00,2.804961e+00,2.710237e+00,2.463089e+00,2.333187e+00,2.210506e+00,9.071425e-01,8.317512e-01,2.179546e-01,1.904866e-01,1.676060e-01,1.407039e-02
2.3366,0.2337,86.851137,8.196729,1.398640e-03,14.8197,0,,1.264155e+00,1.494548e+00,1.583499e+00,1.557583e+00,1.521282e+00,1.477061e+00,4.905681e-01,4.340649e-01,6.724862e-02,5.658980e-02,4.820846e-02,3.195809e-03
2.3384,0.2338,13.894955,8.196729,1.085756e-03,1.8406,0,,1.122441e+00,1.396613e+00,1.406124e+00,1.393788e+00,1.383114e+00,1.370384e+00,9.056792e-01,8.583581e-01,2.197215e-01,1.884086e-01,1.630403e-01,1.257081e-02
2.3389,0.2339,75.431201,11.406795,2.775304e-03,18.3526,0,,9.196982e-01,8.737298e-01,9.903428e-01,1.082076e+00,1.109074e+00,1.124450e+00,5.485535e-01,4.994990e-01,1.232153e-01,1.070448e-01,9.370427e-02,7.614796e-03
2.3413,0.2341,15.998587,5.890030,5.570225e-04,1.5130,0,,1.705771e+00,1.841707e+00,1.793416e+00,1.724357e+00,1.686527e+00,1.648124e+00,8.285305e-01,7.451682e-01,1.130902e-01,9.496345e-02,8.079878e-02,5.543599e-03
2.3414,0.2341,86.851137,9.151275,3.809059e-03,36.1503,0,,1.665472e+00,2.341345e+00,2.501241e+00,2.440460e+00,2.368664e+00,2.284698e+00,9.546228e-01,8.828765e-01,2.599208e-01,2.298205e-01,2.043799e-01,1.914389e-02
2.3421,0.2342,65.512856,9.151275,2.802237e-03,20.0609,0,,1.712243e+00,1.722482e+00,1.975849e+00,2.128406e+00,2.161687e+00,2.171920e+00,9.866938e-01,8.996762e-01,2.241082e-01,1.947965e-01,1.705627e-01,1.387762e-02
2.3520,0.2352,65.512856,9.151275,2.808393e-03,20.1049,0,,1.714344e+00,1.725329e+00,1.979418e+00,2.132226e+00,2.165516e+00,2.175707e+00,9.883782e-01,9.012890e-01,2.248319e-01,1.954496e-01,1.711531e-01,1.393741e-02
2.3568,0.2357,13.894955,5.890030,6.007954e-04,1.4173,0,,1.720243e+00,1.956174e+00,1.928907e+00,1.874863e+00,1.842503e+00,1.808165e+00,9.624033e-01,8.764820e-01,1.477692e-01,1.245220e-01,1.062463e-01,7.456286e-03
2.3585,0.2358,100.000000,9.151275,1.817107e-03,19.8563,0,,1.038955e+00,1.350618e+00,1.411158e+00,1.365358e+00,1.324072e+00,1.277678e+00,4.456306e-01,4.001085e-01,7.436993e-02,6.317931e-02,5.420052e-02,3.767067e-03
2.3633,0.2363,65.512856,10.216981,2.039093e-03,13.0750,0,,1.079243e+00,9.760674e-01,1.056975e+00,1.143719e+00,1.174219e+00,1.194695e+00,6.016399e-01,5.418733e-01,1.089065e-01,9.314516e-02,8.045116e-02,5.915196e-03
2.3826,0.2383,86.851137,12.735167,3.998785e-03,27.2709,0,,7.922249e-01,8.212858e-01,9.614028e-01,1.042790e+00,1.060542e+00,1.066191e+00,4.983613e-01,4.603953e-01,1.414635e-01,1.255100e-01,1.119745e-01,1.090749e-02
2.3828,0.2383,65.512856,11.406795,4.420420e-03,25.3879,0,,1.288115e+00,1.197732e+00,1.372360e+00,1.538387e+00,1.596103e+00,1.636308e+00,8.853641e-01,8.169376e-01,2.630005e-01,2.346915e-01,2.105245e-01,2.194150e-02
2.3841,0.2384,100.000000,7.341750,1.298033e-03,17.6802,0,,1.491840e+00,1.990224e+00,1.939990e+00,1.789896e+00,1.706550e+00,1.624580e+00,4.929699e-01,4.346177e-01,6.373958e-02,5.344158e-02,4.539909e-02,2.952606e-03
2.3864,0.2386,86.851137,9.151275,1.681536e-03,15.9588,0,,1.080860e+00,1.227250e+00,1.339133e+00,1.352195e+00,1.334642e+00,1.307481e+00,4.750835e-01,4.244538e-01,7.466745e-02,6.326309e-02,5.418617e-02,3.726386e-03
2.3880,0.2388,15.998587,5.890030,4.949205e-04,1.3443,0,,1.446006e+00,1.578385e+00,1.538225e+00,1.478782e+00,1.445860e+00,1.412239e+00,6.792493e-01,6.084163e-01,8.973851e-02,7.529037e-02,6.401724e-02,4.377092e-03
2.3904,0.2390,86.851137,8.196729,1.380198e-03,14.6243,0,,1.254084e+00,1.477168e+00,1.565026e+00,1.539810e+00,1.504125e+00,1.460580e+00,4.835173e-01,4.274962e-01,6.565514e-02,5.522768e-02,4.703361e-02,3.112502e-03
2.3912,0.2391,18.420700,6.575951,6.270994e-04,1.7566,0,,1.462643e+00,1.544428e+00,1.498515e+00,1.437716e+00,1.405391e+00,1.373139e+00,7.186882e-01,6.476887e-01,9.966671e-02,8.372865e-02,7.126291e-02,4.881743e-03
2.3982,0.2398,15.998587,9.151275,1.207235e-03,2.1105,0,,9.573740e-01,1.149794e+00,1.151842e+00,1.138317e+00,1.128298e+00,1.116791e+00,7.566748e-01,7.196354e-01,1.878864e-01,1.612757e-01,1.396817e-01,1.083424e-02
2.4007,0.2401,12.067926,8.196729,1.076737e-03,1.5853,0,,9.604722e-01,1.313073e+00,1.341743e+00,1.343099e+00,1.338326e+00,1.331106e+00,8.944375e-01,8.495152e-01,2.386861e-01,2.057354e-01,1.787963e-01,1.420877e-02
2.4033,0.2403,86.851137,8.196729,2.839676e-03,30.0887,0,,1.870222e+00,2.657083e+00,2.753879e+00,2.632546e+00,2.537888e+00,2.435860e+00,9.461421e-01,8.660888e-01,2.169433e-01,1.885814e-01,1.651326e-01,1.331820e-02
2.4114,0.2411,65.512856,8.196729,1.288517e-03,10.2985,0,,1.396130e+00,1.316376e+00,1.425534e+00,1.488870e+00,1.497631e+00,1.493749e+00,5.818358e-01,5.127405e-01,7.630456e-02,6.412293e-02,5.458620e-02,3.616859e-03
2.4132,0.2413,56.898660,10.216981,2.066671e-03,11.5093,0,,1.158859e+00,1.022389e+00,1.049564e+00,1.121534e+00,1.156421e+00,1.185776e+00,6.930880e-01,6.256698e-01,1.274342e-01,1.091292e-01,9.434635e-02,7.003481e-03
2.4177,0.2418,18.420700,6.575951,7.057870e-04,1.9771,0,,1.702856e+00,1.779717e+00,1.725569e+00,1.655850e+00,1.619226e+00,1.582969e+00,8.695213e-01,7.870602e-01,1.253346e-01,1.054148e-01,8.980317e-02,6.182119e-03
2.4185,0.2419,75.431201,8.196729,2.478882e-03,22.8122,0,,1.904851e+00,2.335396e+00,2.567669e+00,2.586538e+00,2.547198e+00,2.489193e+00,9.666128e-01,8.796282e-01,2.030103e-01,1.751347e-01,1.523742e-01,1.168632e-02
2.4188,0.2419,75.431201,9.151275,1.602452e-03,13.2085,0,,1.137541e+00,1.138874e+00,1.260173e+00,1.316447e+00,1.320814e+00,1.313358e+00,5.185576e-01,4.619328e-01,7.875801e-02,6.665618e-02,5.705165e-02,3.913060e-03
2.4287,0.2429,15.998587,7.341750,6.943121e-04,1.5130,0,,1.026174e+00,1.190658e+00,1.180633e+00,1.153846e+00,1.136979e+00,1.118687e+00,6.334334e-01,5.829246e-01,1.078087e-01,9.115108e-02,7.798073e-02,5.571596e-03
2.4393,0.2439,65.512856,9.151275,1.566996e-03,11.2179,0,,1.203265e+00,1.104949e+00,1.197536e+00,1.273906e+00,1.294765e+00,1.304413e+00,5.772410e-01,5.139494e-01,8.678240e-02,7.343840e-02,6.285828e-02,4.330180e-03
2.4414,0.2441,13.894955,8.196729,8.571513e-04,1.4530,0,,7.966450e-01,1.031189e+00,1.043721e+00,1.037088e+00,1.029830e+00,1.020781e+00,6.386807e-01,5.995044e-01,1.408440e-01,1.203004e-01,1.037691e-01,7.845018e-03
2.4460,0.2446,49.417134,8.196729,1.319166e-03,7.9531,0,,1.591848e+00,1.393664e+00,1.402819e+00,1.459445e+00,1.486369e+00,1.507339e+00,7.592765e-01,6.731626e-01,1.044972e-01,8.803581e-02,7.510159e-02,5.072969e-03
2.4535,0.2454,56.898660,10.216981,2.946342e-03,16.4083,0,,1.448551e+00,1.292695e+00,1.385969e+00,1.524650e+00,1.583568e+00,1.630335e+00,9.532447e-01,8.689452e-01,2.209247e-01,1.926251e-01,1.691678e-01,1.421934e-02
2.4654,0.2465,75.431201,10.216981,2.009273e-03,14.8343,0,,9.963996e-01,9.646896e-01,1.079839e+00,1.154132e+00,1.170741e+00,1.175868e+00,5.181285e-01,4.662847e-01,9.275740e-02,7.924734e-02,6.835550e-02,4.955455e-03
2.4702,0.2470,13.894955,9.151275,1.175069e-03,1.7842,0,,8.119445e-01,1.068612e+00,1.085648e+00,1.083105e+00,1.077911e+00,1.070943e+00,7.279786e-01,6.936928e-01,1.974976e-01,1.703106e-01,1.480676e-01,1.178507e-02
2.4756,0.2476,100.000000,7.341750,2.225522e-03,30.3132,0,,2.082702e+00,3.000807e+00,2.835130e+00,2.552295e+00,2.412649e+00,2.282930e+00,8.425021e-01,7.632558e-01,1.623068e-01,1.391039e-01,1.203675e-01,8.783391e-03
2.4803,0.2480,75.431201,9.151275,1.581323e-03,13.0344,0,,1.128151e+00,1.126385e+00,1.245125e+00,1.300538e+00,1.304898e+00,1.297612e+00,5.113902e-01,4.552492e-01,7.693989e-02,6.508784e-02,5.568869e-02,3.811212e-03
2.4908,0.2491,75.431201,12.735167,3.977924e-03,23.5615,0,,8.593318e-01,8.027183e-01,9.181637e-01,1.023780e+00,1.059480e+00,1.083634e+00,5.744393e-01,5.285532e-01,1.611505e-01,1.429620e-01,1.275316e-01,1.245340e-02
2.4908,0.2491,100.000000,12.735167,4.007271e-03,31.4662,0,,7.225893e-01,8.606621e-01,9.842515e-01,1.022978e+00,1.019529e+00,1.005994e+00,4.359743e-01,4.039290e-01,1.236937e-01,1.097237e-01,9.787549e-02,9.495815e-03
2.4918,0.2492,86.851137,9.151275,1.644951e-03,15.6116,0,,1.066954e+00,1.204379e+00,1.313702e+00,1.327044e+00,1.310140e+00,1.283785e+00,4.647771e-01,4.147648e-01,7.186223e-02,6.083743e-02,5.207444e-02,3.567140e-03
2.4932,0.2493,75.431201,10.216981,1.997886e-03,14.7502,0,,9.929678e-01,9.604371e-01,1.074512e+00,1.148325e+00,1.164866e+00,1.170005e+00,5.153852e-01,4.637043e-01,9.188702e-02,7.848406e-02,6.768298e-02,4.900036e-03
2.5033,0.2503,75.431201,11.406795,2.670145e-03,17.6572,0,,8.993624e-01,8.498099e-01,9.592624e-01,1.047296e+00,1.073576e+00,1.088770e+00,5.319034e-01,4.836781e-01,1.163198e-01,1.008424e-01,8.809987e-02,7.040559e-03
2.5126,0.2513,15.998587,6.575951,5.612177e-04,1.3654,0,,1.147927e+00,1.296990e+00,1.276112e+00,1.237569e+00,1.214853e+00,1.190926e+00,6.153342e-01,5.578716e-01,9.061347e-02,7.626204e-02,6.500403e-02,4.530243e-03
2.5161,0.2516,100.000000,11.406795,2.862508e-03,25.0948,0,,7.871131e-01,9.581569e-01,1.066684e+00,1.084917e+00,1.072281e+00,1.050911e+00,4.226455e-01,3.867931e-01,9.800959e-02,8.526760e-02,7.470909e-02,6.081731e-03
2.5245,0.2524,86.851137,11.406795,2.705009e-03,20.5959,0,,8.356770e-01,8.786474e-01,1.005288e+00,1.067476e+00,1.076268e+00,1.074010e+00,4.653555e-01,4.240911e-01,1.034322e-01,8.971062e-02,7.841431e-02,6.265780e-03
2.5320,0.2532,18.420700,7.341750,7.066922e-04,1.7731,0,,1.157894e+00,1.260148e+00,1.233633e+00,1.193163e+00,1.170421e+00,1.147016e+00,6.398527e-01,5.838114e-01,9.923100e-02,8.364194e-02,7.138035e-02,4.992607e-03
2.5344,0.2534,86.851137,7.341750,1.140184e-03,13.4881,0,,1.461844e+00,1.767173e+00,1.813274e+00,1.739542e+00,1.682721e+00,1.620662e+00,4.861619e-01,4.249926e-01,5.760092e-02,4.817035e-02,4.082426e-02,2.625986e-03
2.5357,0.2536,10.481131,8.196729,1.051313e-03,1.3443,0,,7.729423e-01,1.183428e+00,1.231951e+00,1.247381e+00,1.248543e+00,1.246820e+00,8.636676e-01,8.196605e-01,2.498149e-01,2.165653e-01,1.891066e-01,1.555605e-02
2.5447,0.2545,65.512856,12.735167,4.637510e-03,23.8565,0,,1.009638e+00,9.043744e-01,9.909152e-01,1.114859e+00,1.167434e+00,1.209683e+00,7.385383e-01,6.804661e-01,2.225646e-01,1.991461e-01,1.790994e-01,1.931408e-02
2.5462,0.2546,18.420700,8.196729,8.634750e-04,1.9405,0,,1.014982e+00,1.130471e+00,1.114785e+00,1.086094e+00,1.069116e+00,1.051165e+00,6.373456e-01,5.904011e-01,1.147685e-01,9.722563e-02,8.330820e-02,5.991180e-03
2.5546,0.2555,75.431201,7.341750,1.804786e-03,18.5429,0,,2.078455e+00,2.572618e+00,2.745976e+00,2.706094e+00,2.643431e+00,2.566430e+00,9.111900e-01,8.175151e-01,1.512458e-01,1.284133e-01,1.102395e-01,7.670312e-03
2.5553,0.2555,56.898660,11.406795,3.015065e-03,15.0396,0,,1.111554e+00,9.833566e-01,1.004788e+00,1.085525e+00,1.128936e+00,1.168138e+00,7.775597e-01,7.099391e-01,1.824539e-01,1.593116e-01,1.400886e-01,1.197156e-02
2.5624,0.2562,75.431201,9.151275,3.434324e-03,28.3081,0,,1.744243e+00,2.097022e+00,2.370717e+00,2.441191e+00,2.424214e+00,2.385055e+00,1.000215e+00,9.215650e-01,2.601471e-01,2.287488e-01,2.023759e-01,1.798917e-02
2.5669,0.2567,13.894955,9.151275,1.322515e-03,2.0081,0,,9.610224e-01,1.236820e+00,1.252630e+00,1.247812e+00,1.241269e+00,1.232851e+00,8.578397e-01,8.214831e-01,2.452462e-01,2.120198e-01,1.847191e-01,1.492990e-02
2.5706,0.2571,100.000000,9.151275,1.738348e-03,18.9957,0,,1.013269e+00,1.301830e+00,1.361952e+00,1.319946e+00,1.280996e+00,1.236931e+00,4.271813e-01,3.826575e-01,6.890588e-02,5.842614e-02,5.006778e-02,3.446936e-03
2.5719,0.2572,15.998587,9.151275,1.072641e-03,1.8752,0,,8.146287e-01,9.974482e-01,1.001628e+00,9.909477e-01,9.825181e-01,9.726803e-01,6.394278e-01,6.051379e-01,1.509204e-01,1.292460e-01,1.117263e-01,8.546371e-03
2.5746,0.2575,10.481131,8.196729,9.341027e-04,1.1944,0,,6.386875e-01,1.000962e+00,1.046282e+00,1.061686e+00,1.063408e+00,1.062488e+00,7.259698e-01,6.861395e-01,2.003011e-01,1.732851e-01,1.510567e-01,1.229064e-02
2.5747,0.2575,100.000000,8.196729,3.273283e-03,39.9340,0,,1.902796e+00,2.883396e+00,2.776491e+00,2.516485e+00,2.381628e+00,2.255111e+00,9.405058e-01,8.632921e-01,2.312547e-01,2.026052e-01,1.786677e-01,1.529423e-02
2.5782,0.2578,86.851137,10.216981,2.035508e-03,17.3032,0,,9.269816e-01,1.004463e+00,1.123605e+00,1.164660e+00,1.162297e+00,1.149591e+00,4.560229e-01,4.109803e-01,8.266305e-02,7.062044e-02,6.094011e-02,4.408770e-03
