chi2,chi2_dof,m_chi_GeV,m_phi_MeV,alpha,lambda,is_relic,omega_h2,sigma_m_12,sigma_m_30,sigma_m_40,sigma_m_50,sigma_m_55,sigma_m_60,sigma_m_250,sigma_m_280,sigma_m_1000,sigma_m_1100,sigma_m_1200,sigma_m_4700
1.2185,0.1219,100.000000,9.151275,2.849607e-03,31.1389,0,,1.323703e+00,1.915229e+00,1.958347e+00,1.852921e+00,1.779517e+00,1.702863e+00,6.629288e-01,6.068147e-01,1.520402e-01,1.321830e-01,1.157270e-01,9.325524e-03
1.2216,0.1222,100.000000,9.151275,2.769831e-03,30.2672,0,,1.304314e+00,1.876015e+00,1.921594e+00,1.821178e+00,1.750261e+00,1.675850e+00,6.471239e-01,5.917649e-01,1.458203e-01,1.265660e-01,1.106671e-01,8.814983e-03
1.2224,0.1222,100.000000,9.151275,2.762080e-03,30.1825,0,,1.302412e+00,1.872170e+00,1.917981e+00,1.818050e+00,1.747374e+00,1.673183e+00,6.455827e-01,5.902972e-01,1.452190e-01,1.260243e-01,1.101784e-01,8.766722e-03
1.2234,0.1223,100.000000,9.151275,2.915611e-03,31.8602,0,,1.339495e+00,1.947185e+00,1.988166e+00,1.878569e+00,1.803116e+00,1.724625e+00,6.759261e-01,6.191887e-01,1.571743e-01,1.368226e-01,1.199255e-01,9.752630e-03
1.2285,0.1228,100.000000,9.151275,2.720080e-03,29.7235,0,,1.292048e+00,1.851225e+00,1.898267e+00,1.800957e+00,1.731595e+00,1.658596e+00,6.372125e-01,5.823257e-01,1.419543e-01,1.230835e-01,1.074981e-01,8.488888e-03
1.2344,0.1234,100.000000,9.151275,2.979135e-03,32.5543,0,,1.354488e+00,1.977533e+00,2.016377e+00,1.902745e+00,1.825329e+00,1.745087e+00,6.883690e-01,6.310325e-01,1.621267e-01,1.413085e-01,1.240203e-01,1.019324e-02
1.2457,0.1246,100.000000,9.151275,2.646994e-03,28.9249,0,,1.273772e+00,1.814330e+00,1.863418e+00,1.770636e+00,1.703565e+00,1.632656e+00,6.225716e-01,5.683810e-01,1.362730e-01,1.179713e-01,1.029125e-01,8.041307e-03
1.2529,0.1253,100.000000,9.151275,2.624050e-03,28.6742,0,,1.267970e+00,1.802628e+00,1.852331e+00,1.760964e+00,1.694613e+00,1.624363e+00,6.179548e-01,5.639834e-01,1.345013e-01,1.163820e-01,1.014841e-01,7.905069e-03
1.2547,0.1255,100.000000,10.216981,3.614745e-03,35.3798,0,,1.143477e+00,1.626052e+00,1.719430e+00,1.664727e+00,1.611214e+00,1.550705e+00,6.402056e-01,5.909984e-01,1.692885e-01,1.492234e-01,1.323452e-01,1.202627e-02
1.2568,0.1257,100.000000,10.216981,3.517620e-03,34.4291,0,,1.128407e+00,1.594555e+00,1.688803e+00,1.637761e+00,1.586292e+00,1.527715e+00,6.262293e-01,5.776204e-01,1.632761e-01,1.437096e-01,1.272742e-01,1.138801e-02
1.2572,0.1257,100.000000,10.216981,3.670560e-03,35.9261,0,,1.152010e+00,1.643933e+00,1.736757e+00,1.679930e+00,1.625244e+00,1.563631e+00,6.481936e-01,5.986406e-01,1.727301e-01,1.523859e-01,1.352564e-01,1.238737e-02
1.2575,0.1257,100.000000,9.151275,3.061392e-03,33.4532,0,,1.373619e+00,2.016252e+00,2.052216e+00,1.933336e+00,1.853392e+00,1.770910e+00,7.043903e-01,6.462748e-01,1.685542e-01,1.471458e-01,1.293090e-01,1.075696e-02
1.2580,0.1258,86.851137,9.151275,2.560486e-03,24.3006,0,,1.364760e+00,1.735372e+00,1.887030e+00,1.879895e+00,1.842579e+00,1.793231e+00,6.922479e-01,6.309908e-01,1.487616e-01,1.285886e-01,1.120118e-01,8.687758e-03
1.2590,0.1259,86.851137,9.151275,2.539373e-03,24.1002,0,,1.358835e+00,1.724036e+00,1.875158e+00,1.868741e+00,1.831967e+00,1.783193e+00,6.875181e-01,6.264587e-01,1.468970e-01,1.269201e-01,1.105158e-01,8.547518e-03
1.2591,0.1259,86.851137,9.151275,2.538293e-03,24.0899,0,,1.358531e+00,1.723455e+00,1.874549e+00,1.868168e+00,1.831423e+00,1.782677e+00,6.872757e-01,6.262265e-01,1.468017e-01,1.268348e-01,1.104394e-01,8.540373e-03
1.2610,0.1261,86.851137,9.151275,2.631184e-03,24.9715,0,,1.384345e+00,1.773038e+00,1.926373e+00,1.916769e+00,1.877623e+00,1.826343e+00,7.079757e-01,6.460679e-01,1.550194e-01,1.341968e-01,1.170472e-01,9.165188e-03
1.2626,0.1263,86.851137,9.151275,2.505889e-03,23.7824,0,,1.349366e+00,1.705978e+00,1.856211e+00,1.850916e+00,1.814997e+00,1.767131e+00,6.799845e-01,6.192419e-01,1.439175e-01,1.242484e-01,1.081376e-01,8.320574e-03
1.2645,0.1265,100.000000,10.216981,3.442614e-03,33.6950,0,,1.116568e+00,1.569892e+00,1.664727e+00,1.616481e+00,1.566590e+00,1.509514e+00,6.153709e-01,5.672216e-01,1.586271e-01,1.394355e-01,1.233457e-01,1.091550e-02
1.2648,0.1265,100.000000,9.151275,2.590552e-03,28.3081,0,,1.259442e+00,1.785439e+00,1.836017e+00,1.746705e+00,1.681407e+00,1.612123e+00,6.111954e-01,5.575450e-01,1.319177e-01,1.140666e-01,9.940457e-02,7.708127e-03
1.2673,0.1267,86.851137,9.151275,2.671812e-03,25.3571,0,,1.395429e+00,1.794484e+00,1.948700e+00,1.937635e+00,1.897426e+00,1.845032e+00,7.169424e-01,6.546676e-01,1.586332e-01,1.374440e-01,1.199989e-01,9.467444e-03
1.2682,0.1268,100.000000,10.216981,3.786875e-03,37.0645,0,,1.169505e+00,1.680695e+00,1.772247e+00,1.710953e+00,1.653822e+00,1.589926e+00,6.647341e-01,6.144553e-01,1.798958e-01,1.589879e-01,1.413492e-01,1.318660e-02
1.2688,0.1269,86.851137,9.151275,2.679309e-03,25.4283,0,,1.397461e+00,1.798426e+00,1.952798e+00,1.941460e+00,1.901054e+00,1.848454e+00,7.185917e-01,6.562497e-01,1.592991e-01,1.380423e-01,1.205375e-01,9.519637e-03
1.2731,0.1273,86.851137,9.151275,2.698084e-03,25.6064,0,,1.402531e+00,1.808275e+00,1.963029e+00,1.951005e+00,1.910104e+00,1.856988e+00,7.227148e-01,6.602051e-01,1.609673e-01,1.395418e-01,1.218880e-01,9.650932e-03
1.2738,0.1274,86.851137,9.151275,2.449161e-03,23.2440,0,,1.333112e+00,1.675149e+00,1.823777e+00,1.820329e+00,1.785845e+00,1.739509e+00,6.671241e-01,6.069280e-01,1.389305e-01,1.197971e-01,1.041545e-01,7.954053e-03
1.2752,0.1275,100.000000,9.151275,3.108663e-03,33.9697,0,,1.384473e+00,2.038214e+00,2.072470e+00,1.950562e+00,1.869174e+00,1.785418e+00,7.135466e-01,6.549857e-01,1.722359e-01,1.504903e-01,1.323511e-01,1.108313e-02
1.2783,0.1278,100.000000,10.216981,3.364680e-03,32.9322,0,,1.104073e+00,1.543946e+00,1.639309e+00,1.593934e+00,1.545682e+00,1.490173e+00,6.040289e-01,5.563557e-01,1.537797e-01,1.350049e-01,1.192829e-01,1.042089e-02
1.2899,0.1290,86.851137,9.151275,2.397276e-03,22.7516,0,,1.318007e+00,1.646694e+00,1.793737e+00,1.791919e+00,1.758730e+00,1.713787e+00,6.552476e-01,5.955636e-01,1.343775e-01,1.157381e-01,1.004975e-01,7.606665e-03
1.2910,0.1291,86.851137,9.151275,2.756478e-03,26.1606,0,,1.418140e+00,1.838715e+00,1.994579e+00,1.980379e+00,1.937932e+00,1.883205e+00,7.354761e-01,6.724507e-01,1.661876e-01,1.442478e-01,1.261160e-01,1.007245e-02
1.2923,0.1292,100.000000,9.151275,2.531907e-03,27.6673,0,,1.244343e+00,1.755045e+00,1.807083e+00,1.721348e+00,1.657893e+00,1.590310e+00,5.993060e-01,5.462198e-01,1.273963e-01,1.100177e-01,9.574357e-02,7.352249e-03
1.2963,0.1296,86.851137,9.151275,2.380595e-03,22.5933,0,,1.313101e+00,1.637492e+00,1.784002e+00,1.782695e+00,1.749919e+00,1.705421e+00,6.514046e-01,5.918878e-01,1.329206e-01,1.144418e-01,9.934113e-02,7.502762e-03
1.2964,0.1296,86.851137,10.216981,3.266043e-03,27.7635,0,,1.196610e+00,1.463762e+00,1.640915e+00,1.676350e+00,1.659232e+00,1.627851e+00,6.716578e-01,6.178033e-01,1.694171e-01,1.485123e-01,1.310462e-01,1.134285e-02
1.2967,0.1297,86.851137,10.216981,3.243316e-03,27.5703,0,,1.192379e+00,1.455928e+00,1.632379e+00,1.668137e+00,1.651359e+00,1.620370e+00,6.680478e-01,6.143112e-01,1.677958e-01,1.470320e-01,1.296930e-01,1.118988e-02
1.2970,0.1297,86.851137,10.216981,3.234241e-03,27.4932,0,,1.190683e+00,1.452793e+00,1.628961e+00,1.664846e+00,1.648204e+00,1.617370e+00,6.666041e-01,6.129147e-01,1.671482e-01,1.464410e-01,1.291529e-01,1.112906e-02
1.2982,0.1298,100.000000,10.216981,3.959006e-03,38.7493,0,,1.194724e+00,1.733892e+00,1.823289e+00,1.755292e+00,1.694557e+00,1.627325e+00,6.889351e-01,6.375668e-01,1.904337e-01,1.687140e-01,1.503392e-01,1.437116e-02
1.2991,0.1299,86.851137,9.151275,2.373933e-03,22.5301,0,,1.311135e+00,1.633810e+00,1.780104e+00,1.779000e+00,1.746388e+00,1.702067e+00,6.498665e-01,5.904169e-01,1.323394e-01,1.139249e-01,9.888019e-02,7.461461e-03
1.2993,0.1299,86.851137,10.216981,3.336730e-03,28.3644,0,,1.209630e+00,1.487986e+00,1.667247e+00,1.701642e+00,1.683453e+00,1.650847e+00,6.828378e-01,6.286219e-01,1.744592e-01,1.531338e-01,1.352806e-01,1.183305e-02
1.3003,0.1300,86.851137,10.216981,3.185061e-03,27.0751,0,,1.181432e+00,1.435743e+00,1.610343e+00,1.646899e+00,1.630986e+00,1.600995e+00,6.587580e-01,6.053272e-01,1.636372e-01,1.432388e-01,1.262283e-01,1.080212e-02
1.3029,0.1303,100.000000,10.216981,3.270483e-03,32.0103,0,,1.088696e+00,1.512140e+00,1.608021e+00,1.566071e+00,1.519797e+00,1.466191e+00,5.902389e-01,5.431399e-01,1.479261e-01,1.296570e-01,1.143896e-01,9.861805e-03
1.3058,0.1306,100.000000,10.216981,3.261332e-03,31.9207,0,,1.087186e+00,1.509023e+00,1.604947e+00,1.563327e+00,1.517245e+00,1.463824e+00,5.888943e-01,5.418511e-01,1.473526e-01,1.291188e-01,1.138923e-01,9.801642e-03
1.3070,0.1307,86.851137,10.216981,3.414017e-03,29.0214,0,,1.223631e+00,1.514226e+00,1.695671e+00,1.728863e+00,1.709486e+00,1.675531e+00,6.949870e-01,6.403806e-01,1.799694e-01,1.581737e-01,1.399018e-01,1.239620e-02
1.3134,0.1313,86.851137,10.216981,3.099481e-03,26.3476,0,,1.165074e+00,1.405818e+00,1.577555e+00,1.615209e+00,1.600544e+00,1.572006e+00,6.450085e-01,5.920385e-01,1.575106e-01,1.376648e-01,1.211440e-01,1.022155e-02
1.3135,0.1313,86.851137,10.216981,3.458163e-03,29.3967,0,,1.231521e+00,1.529101e+00,1.711738e+00,1.744215e+00,1.724150e+00,1.689420e+00,7.018913e-01,6.470664e-01,1.831062e-01,1.610486e-01,1.425402e-01,1.270878e-02
1.3168,0.1317,86.851137,9.151275,2.337835e-03,22.1875,0,,1.300410e+00,1.613786e+00,1.758874e+00,1.758849e+00,1.727123e+00,1.683762e+00,6.414962e-01,5.824144e-01,1.291957e-01,1.111309e-01,9.639050e-02,7.239541e-03
1.3182,0.1318,86.851137,9.151275,2.820325e-03,26.7666,0,,1.434935e+00,1.871664e+00,2.028611e+00,2.011969e+00,1.967815e+00,1.911322e+00,7.493313e-01,6.857472e-01,1.718776e-01,1.493783e-01,1.307486e-01,1.053450e-02
1.3187,0.1319,86.851137,10.216981,3.488400e-03,29.6537,0,,1.236882e+00,1.539242e+00,1.722672e+00,1.754648e+00,1.734109e+00,1.698846e+00,7.066067e-01,6.516334e-01,1.852525e-01,1.630170e-01,1.443480e-01,1.292491e-02
1.3192,0.1319,86.851137,10.216981,3.073923e-03,26.1304,0,,1.160124e+00,1.396818e+00,1.567666e+00,1.605629e+00,1.591332e+00,1.563224e+00,6.408770e-01,5.880474e-01,1.556836e-01,1.360034e-01,1.196311e-01,1.005785e-02
1.3195,0.1319,86.851137,10.216981,3.072615e-03,26.1193,0,,1.159870e+00,1.396356e+00,1.567159e+00,1.605138e+00,1.590859e+00,1.562773e+00,6.406653e-01,5.878430e-01,1.555901e-01,1.359184e-01,1.195537e-01,1.004951e-02
1.3199,0.1320,100.000000,9.151275,3.207173e-03,35.0462,0,,1.406779e+00,2.083322e+00,2.113899e+00,1.985663e+00,1.901283e+00,1.814907e+00,7.325127e-01,6.730232e-01,1.799319e-01,1.575033e-01,1.387563e-01,1.180828e-02
1.3228,0.1323,100.000000,10.216981,3.211740e-03,31.4353,0,,1.078948e+00,1.492052e+00,1.588186e+00,1.548344e+00,1.503301e+00,1.450886e+00,5.815931e-01,5.348494e-01,1.442668e-01,1.263048e-01,1.113221e-01,9.513870e-03
1.3252,0.1325,100.000000,9.151275,2.478270e-03,27.0811,0,,1.230340e+00,1.726905e+00,1.780196e+00,1.697704e+00,1.635937e+00,1.569917e+00,5.883657e-01,5.357990e-01,1.232825e-01,1.063433e-01,9.245482e-02,7.049111e-03
1.3300,0.1330,86.851137,10.216981,3.033391e-03,25.7858,0,,1.152210e+00,1.382484e+00,1.551890e+00,1.590326e+00,1.576605e+00,1.549176e+00,6.342992e-01,5.816925e-01,1.527814e-01,1.333518e-01,1.172134e-01,9.793399e-03
1.3371,0.1337,86.851137,9.151275,2.856794e-03,27.1127,0,,1.444405e+00,1.890330e+00,2.047837e+00,2.029770e+00,1.984636e+00,1.927130e+00,7.571993e-01,6.933019e-01,1.751389e-01,1.523258e-01,1.334430e-01,1.082712e-02
1.3376,0.1338,100.000000,9.151275,2.461025e-03,26.8927,0,,1.225797e+00,1.717787e+00,1.771464e+00,1.690008e+00,1.628784e+00,1.563269e+00,5.848340e-01,5.324352e-01,1.219354e-01,1.051333e-01,9.138875e-02,6.947539e-03
1.3402,0.1340,86.851137,10.216981,3.584718e-03,30.4725,0,,1.253728e+00,1.571293e+00,1.757130e+00,1.787448e+00,1.765384e+00,1.728413e+00,7.215595e-01,6.661182e-01,1.920804e-01,1.692985e-01,1.501287e-01,1.363339e-02
1.3426,0.1343,100.000000,9.151275,2.454138e-03,26.8174,0,,1.223977e+00,1.714136e+00,1.767965e+00,1.686922e+00,1.625914e+00,1.560601e+00,5.834217e-01,5.310900e-01,1.214090e-01,1.046640e-01,9.096917e-02,6.909338e-03
1.3436,0.1344,100.000000,10.216981,4.131137e-03,40.4340,0,,1.219196e+00,1.785711e+00,1.872658e+00,1.797864e+00,1.733547e+00,1.663035e+00,7.127796e-01,6.603012e-01,2.009144e-01,1.784027e-01,1.593162e-01,1.562691e-02
1.3510,0.1351,86.851137,9.151275,2.881773e-03,27.3498,0,,1.450841e+00,1.903051e+00,2.060916e+00,2.041863e+00,1.996054e+00,1.937855e+00,7.625708e-01,6.984601e-01,1.773683e-01,1.543407e-01,1.352668e-01,1.101310e-02
1.3533,0.1353,86.851137,10.216981,2.964721e-03,25.2021,0,,1.138621e+00,1.358028e+00,1.524898e+00,1.564082e+00,1.551324e+00,1.525035e+00,6.230788e-01,5.708639e-01,1.478713e-01,1.288973e-01,1.131661e-01,9.365161e-03
1.3555,0.1356,86.851137,10.216981,3.640069e-03,30.9430,0,,1.263254e+00,1.589539e+00,1.776679e+00,1.806006e+00,1.783053e+00,1.745096e+00,7.301080e-01,6.744005e-01,1.959931e-01,1.728961e-01,1.534412e-01,1.404303e-02
1.3580,0.1358,86.851137,9.151275,2.275020e-03,21.5913,0,,1.281461e+00,1.578648e+00,1.721500e+00,1.723278e+00,1.693073e+00,1.651370e+00,6.267814e-01,5.683531e-01,1.237218e-01,1.062669e-01,9.207900e-02,6.855140e-03
1.3583,0.1358,100.000000,10.216981,3.125443e-03,30.5907,0,,1.064396e+00,1.462183e+00,1.558587e+00,1.521797e+00,1.478559e+00,1.427898e+00,5.688258e-01,5.226090e-01,1.388794e-01,1.214051e-01,1.068519e-01,9.003852e-03
1.3586,0.1359,86.851137,10.216981,3.650284e-03,31.0298,0,,1.265000e+00,1.592893e+00,1.780267e+00,1.809408e+00,1.786290e+00,1.748150e+00,7.316822e-01,6.759257e-01,1.967234e-01,1.735643e-01,1.540584e-01,1.414675e-02
1.3710,0.1371,100.000000,10.216981,3.098353e-03,30.3255,0,,1.059769e+00,1.452716e+00,1.549179e+00,1.513337e+00,1.470664e+00,1.420555e+00,5.648011e-01,5.187500e-01,1.371918e-01,1.198703e-01,1.054540e-01,8.852390e-03
1.3722,0.1372,100.000000,9.151275,2.416820e-03,26.4097,0,,1.214058e+00,1.694256e+00,1.748882e+00,1.670068e+00,1.610235e+00,1.546016e+00,5.757479e-01,5.237811e-01,1.185611e-01,1.021265e-01,8.870232e-02,6.704069e-03
1.3728,0.1373,86.851137,9.151275,2.256260e-03,21.4133,0,,1.275730e+00,1.568081e+00,1.710231e+00,1.712528e+00,1.682772e+00,1.641561e+00,6.223481e-01,5.641204e-01,1.221029e-01,1.048330e-01,9.080461e-02,6.744076e-03
1.3736,0.1374,86.851137,9.151275,2.255300e-03,21.4042,0,,1.275435e+00,1.567539e+00,1.709653e+00,1.711977e+00,1.682244e+00,1.641057e+00,6.221208e-01,5.639034e-01,1.220202e-01,1.047597e-01,9.073953e-02,6.738418e-03
1.3800,0.1380,86.851137,10.216981,2.901915e-03,24.6682,0,,1.125986e+00,1.335471e+00,1.499914e+00,1.539725e+00,1.527828e+00,1.502571e+00,6.127264e-01,5.608804e-01,1.433678e-01,1.248248e-01,1.094704e-01,8.960531e-03
1.3897,0.1390,86.851137,10.216981,2.881722e-03,24.4965,0,,1.121881e+00,1.328179e+00,1.491821e+00,1.531820e+00,1.520197e+00,1.495268e+00,6.093783e-01,5.576533e-01,1.419248e-01,1.235195e-01,1.082877e-01,8.838985e-03
1.3910,0.1391,100.000000,10.216981,3.058800e-03,29.9384,0,,1.052962e+00,1.438817e+00,1.535342e+00,1.500873e+00,1.459024e+00,1.409722e+00,5.589099e-01,5.131012e-01,1.347226e-01,1.176104e-01,1.033918e-01,8.627273e-03
1.3937,0.1394,86.851137,10.216981,2.873658e-03,24.4280,0,,1.120235e+00,1.325262e+00,1.488581e+00,1.528653e+00,1.517139e+00,1.492341e+00,6.080385e-01,5.563622e-01,1.413487e-01,1.229985e-01,1.078159e-01,8.790664e-03
1.3946,0.1395,86.851137,10.216981,3.755419e-03,31.9236,0,,1.282761e+00,1.627167e+00,1.816844e+00,1.844014e+00,1.819187e+00,1.779160e+00,7.478263e-01,6.915684e-01,2.041332e-01,1.803868e-01,1.603501e-01,1.494317e-02
1.3986,0.1399,86.851137,9.151275,2.226510e-03,21.1309,0,,1.266569e+00,1.551253e+00,1.692256e+00,1.695359e+00,1.666310e+00,1.625875e+00,6.152790e-01,5.573737e-01,1.195423e-01,1.025670e-01,8.879236e-02,6.569725e-03
1.3995,0.1399,100.000000,8.196729,2.200333e-03,26.8440,0,,1.524357e+00,2.190541e+00,2.170615e+00,2.014716e+00,1.923280e+00,1.832476e+00,6.643667e-01,6.019777e-01,1.276106e-01,1.093408e-01,9.454326e-02,6.900150e-03
1.4003,0.1400,86.851137,9.151275,2.961341e-03,28.1049,0,,1.471075e+00,1.943229e+00,2.102111e+00,2.079855e+00,2.031883e+00,1.971470e+00,7.795927e-01,7.148096e-01,1.844966e-01,1.608002e-01,1.411086e-01,1.162385e-02
1.4014,0.1401,100.000000,8.196729,2.182189e-03,26.6227,0,,1.517255e+00,2.177109e+00,2.158405e+00,2.004278e+00,1.913650e+00,1.823551e+00,6.594210e-01,5.972928e-01,1.259236e-01,1.078517e-01,9.322382e-02,6.788277e-03
1.4016,0.1402,100.000000,8.196729,2.181261e-03,26.6114,0,,1.516890e+00,2.176420e+00,2.157778e+00,2.003741e+00,1.913155e+00,1.823092e+00,6.591676e-01,5.970528e-01,1.258374e-01,1.077757e-01,9.315645e-02,6.782577e-03
1.4017,0.1402,100.000000,9.151275,3.352953e-03,36.6392,0,,1.439059e+00,2.148497e+00,2.173355e+00,2.035717e+00,1.946964e+00,1.856798e+00,7.602834e-01,6.994186e-01,1.912745e-01,1.678546e-01,1.482385e-01,1.289800e-02
1.4017,0.1402,100.000000,8.196729,2.261086e-03,27.5852,0,,1.547922e+00,2.235041e+00,2.210937e+00,2.049092e+00,1.954964e+00,1.861818e+00,6.808434e-01,6.175850e-01,1.333311e-01,1.144100e-01,9.905177e-02,7.286823e-03
1.4071,0.1407,100.000000,8.196729,2.153415e-03,26.2716,0,,1.505927e+00,2.155668e+00,2.138878e+00,1.987557e+00,1.898214e+00,1.809240e+00,6.515485e-01,5.898396e-01,1.232563e-01,1.054993e-01,9.114099e-02,6.612660e-03
1.4092,0.1409,100.000000,8.196729,2.295999e-03,28.0112,0,,1.561318e+00,2.260285e+00,2.233724e+00,2.068455e+00,1.972789e+00,1.878314e+00,6.902566e-01,6.265011e-01,1.366251e-01,1.173314e-01,1.016516e-01,7.527625e-03
1.4109,0.1411,100.000000,8.196729,2.302442e-03,28.0898,0,,1.563778e+00,2.264918e+00,2.237899e+00,2.071998e+00,1.976049e+00,1.881329e+00,6.919895e-01,6.281425e-01,1.372318e-01,1.178691e-01,1.021298e-01,7.569327e-03
1.4156,0.1416,100.000000,8.196729,2.318576e-03,28.2866,0,,1.569924e+00,2.276483e+00,2.248313e+00,2.080827e+00,1.984171e+00,1.888842e+00,6.963233e-01,6.322472e-01,1.387526e-01,1.192177e-01,1.033295e-01,7.674240e-03
1.4170,0.1417,86.851137,10.216981,2.829961e-03,24.0565,0,,1.111260e+00,1.309402e+00,1.470938e+00,1.511392e+00,1.500461e+00,1.476369e+00,6.007500e-01,5.493408e-01,1.382276e-01,1.201785e-01,1.052635e-01,8.530963e-03
1.4238,0.1424,100.000000,8.196729,2.104666e-03,25.6769,0,,1.486553e+00,2.118953e+00,2.105334e+00,1.958755e+00,1.871597e+00,1.784544e+00,6.381445e-01,5.771429e-01,1.187464e-01,1.015238e-01,8.762219e-02,6.305079e-03
1.4300,0.1430,100.000000,10.216981,2.989554e-03,29.2606,0,,1.040893e+00,1.414258e+00,1.510823e+00,1.478729e+00,1.438318e+00,1.390429e+00,5.485516e-01,5.031689e-01,1.304080e-01,1.136957e-01,9.983406e-02,8.250227e-03
1.4303,0.1430,86.851137,10.216981,3.842404e-03,32.6630,0,,1.297172e+00,1.655192e+00,1.846628e+00,1.872099e+00,1.845838e+00,1.804242e+00,7.611065e-01,7.044355e-01,2.102457e-01,1.860337e-01,1.655701e-01,1.562654e-02
1.4322,0.1432,86.851137,9.151275,3.007067e-03,28.5389,0,,1.482526e+00,1.966085e+00,2.125467e+00,2.101330e+00,2.052106e+00,1.990419e+00,7.893174e-01,7.241517e-01,1.885821e-01,1.645044e-01,1.444711e-01,1.197693e-02
1.4325,0.1433,100.000000,9.151275,2.351882e-03,25.7001,0,,1.196564e+00,1.659268e+00,1.715180e+00,1.640208e+00,1.582417e+00,1.520111e+00,5.623074e-01,5.109779e-01,1.136158e-01,9.772536e-02,8.474627e-02,6.338784e-03
1.4342,0.1434,100.000000,8.196729,2.368757e-03,28.8988,0,,1.588904e+00,2.312140e+00,2.280335e+00,2.107919e+00,2.009073e+00,1.911863e+00,7.097526e-01,6.449662e-01,1.434974e-01,1.234301e-01,1.070809e-01,8.004952e-03
1.4360,0.1436,86.851137,8.196729,2.011437e-03,21.3128,0,,1.557511e+00,2.033413e+00,2.141524e+00,2.082652e+00,2.023175e+00,1.954890e+00,7.021471e-01,6.335157e-01,1.265497e-01,1.080060e-01,9.308928e-02,6.654660e-03
1.4360,0.1436,86.851137,8.196729,2.010545e-03,21.3034,0,,1.557131e+00,2.032681e+00,2.140784e+00,2.081971e+00,2.022531e+00,1.954282e+00,7.018654e-01,6.332480e-01,1.264569e-01,1.079247e-01,9.301761e-02,6.648821e-03
1.4371,0.1437,86.851137,8.196729,1.997441e-03,21.1645,0,,1.551540e+00,2.021901e+00,2.129896e+00,2.071944e+00,2.013038e+00,1.945324e+00,6.977206e-01,6.293097e-01,1.250960e-01,1.067317e-01,9.196684e-02,6.563351e-03
1.4383,0.1438,86.851137,9.151275,3.015505e-03,28.6190,0,,1.484625e+00,1.970285e+00,2.129752e+00,2.105265e+00,2.055810e+00,1.993887e+00,7.911076e-01,7.258716e-01,1.893361e-01,1.651885e-01,1.450925e-01,1.204263e-02
1.4383,0.1438,86.851137,8.196729,2.054971e-03,21.7741,0,,1.575903e+00,2.068996e+00,2.177388e+00,2.115617e+00,2.054352e+00,1.984287e+00,7.158231e-01,6.465163e-01,1.310930e-01,1.119932e-01,9.660477e-02,6.942551e-03
1.4386,0.1439,75.431201,9.151275,2.367128e-03,19.5115,0,,1.431709e+00,1.566239e+00,1.767917e+00,1.842639e+00,1.842390e+00,1.824941e+00,7.462024e-01,6.768869e-01,1.511581e-01,1.301469e-01,1.130187e-01,8.570978e-03
1.4390,0.1439,75.431201,9.151275,2.304547e-03,18.9957,0,,1.410397e+00,1.532890e+00,1.728945e+00,1.802988e+00,1.803417e+00,1.787019e+00,7.295494e-01,6.610029e-01,1.449013e-01,1.245872e-01,1.080355e-01,8.107806e-03
1.4391,0.1439,75.431201,9.151275,2.303525e-03,18.9873,0,,1.410045e+00,1.532343e+00,1.728305e+00,1.802336e+00,1.802775e+00,1.786394e+00,7.292750e-01,6.607414e-01,1.447996e-01,1.244969e-01,1.079552e-01,8.100715e-03
1.4408,0.1441,75.431201,9.151275,2.288511e-03,18.8635,0,,1.404869e+00,1.524301e+00,1.718888e+00,1.792736e+00,1.793331e+00,1.777197e+00,7.252358e-01,6.568923e-01,1.433065e-01,1.231727e-01,1.067772e-01,7.996920e-03
1.4431,0.1443,75.431201,9.151275,2.403678e-03,19.8128,0,,1.443970e+00,1.585593e+00,1.790478e+00,1.865537e+00,1.864873e+00,1.846795e+00,7.558008e-01,6.860524e-01,1.548232e-01,1.334080e-01,1.159291e-01,8.833638e-03
1.4440,0.1444,75.431201,9.151275,2.408959e-03,19.8563,0,,1.445731e+00,1.588382e+00,1.793725e+00,1.868829e+00,1.868104e+00,1.849935e+00,7.571800e-01,6.873700e-01,1.553536e-01,1.338803e-01,1.163508e-01,8.871898e-03
1.4445,0.1445,86.851137,8.196729,1.961563e-03,20.7844,0,,1.536106e+00,1.992231e+00,2.099868e+00,2.044246e+00,1.986800e+00,1.920548e+00,6.863059e-01,6.184677e-01,1.213714e-01,1.034661e-01,8.908943e-02,6.326521e-03
1.4467,0.1447,75.431201,9.151275,2.254408e-03,18.5824,0,,1.393021e+00,1.505977e+00,1.697403e+00,1.770807e+00,1.771746e+00,1.756165e+00,7.159971e-01,6.480935e-01,1.399236e-01,1.201752e-01,1.041127e-01,7.763533e-03
1.4467,0.1447,100.000000,8.196729,2.060080e-03,25.1329,0,,1.468626e+00,2.084936e+00,2.074134e+00,1.931875e+00,1.846725e+00,1.761446e+00,6.257989e-01,5.654495e-01,1.146632e-01,9.793444e-02,8.445334e-02,6.043788e-03
1.4492,0.1449,86.851137,9.151275,2.176106e-03,20.6526,0,,1.250847e+00,1.522548e+00,1.661512e+00,1.665926e+00,1.638059e+00,1.598931e+00,6.031898e-01,5.458439e-01,1.152145e-01,9.874023e-02,8.536710e-02,6.262802e-03
