timestamp_utc,ic,ip,m_chi_GeV,m_phi_MeV,tasks_done,tasks_total,elapsed_s,eta_s,raw_this_grain,rep_this_grain,raw_total,rep_total,grains_per_sec
2026-03-29T09:36:29Z,0,11,0.100000,0.335932,1,3500,3.0,10336,0,0,0,0,0.339
2026-03-29T09:36:29Z,0,5,0.100000,0.173462,2,3500,3.0,92,0,0,0,0,0.671
2026-03-29T09:36:29Z,0,10,0.100000,0.300892,3,3500,3.0,74,0,0,0,0,1.001
2026-03-29T09:36:29Z,0,3,0.100000,0.139163,4,3500,3.0,105,0,0,0,0,1.314
2026-03-29T09:36:29Z,0,4,0.100000,0.155369,5,3500,3.0,79,0,0,0,0,1.642
2026-03-29T09:36:29Z,0,12,0.100000,0.375053,6,3500,3.0,66,0,0,0,0,1.968
2026-03-29T09:36:29Z,0,2,0.100000,0.124647,7,3500,3.1,71,0,0,0,0,2.276
2026-03-29T09:36:29Z,0,1,0.100000,0.111645,8,3500,3.1,68,0,0,0,0,2.589
2026-03-29T09:36:29Z,0,6,0.100000,0.193663,9,3500,3.1,78,0,0,0,0,2.873
2026-03-29T09:36:29Z,0,9,0.100000,0.269506,10,3500,3.1,72,0,0,0,0,3.185
2026-03-29T09:36:29Z,0,7,0.100000,0.216216,11,3500,3.2,72,0,0,0,0,3.482
2026-03-29T09:36:29Z,0,0,0.100000,0.100000,12,3500,3.2,76,0,0,0,0,3.757
2026-03-29T09:36:29Z,0,8,0.100000,0.241395,13,3500,3.2,83,0,0,0,0,4.014
2026-03-29T09:36:29Z,0,13,0.100000,0.418729,14,3500,3.2,79,0,0,0,0,4.311
2026-03-29T09:36:30Z,0,14,0.100000,0.467492,15,3500,3.9,232,0,0,0,0,3.860
2026-03-29T09:36:30Z,0,18,0.100000,0.726337,16,3500,3.9,222,0,0,0,0,4.093
2026-03-29T09:36:30Z,0,21,0.100000,1.010791,17,3500,4.0,219,0,0,0,0,4.294
2026-03-29T09:36:30Z,0,15,0.100000,0.521934,18,3500,4.0,222,0,0,0,0,4.457
2026-03-29T09:36:30Z,0,22,0.100000,1.128502,19,3500,4.1,218,0,0,0,0,4.653
2026-03-29T09:36:30Z,0,16,0.100000,0.582715,20,3500,4.1,209,0,0,0,0,4.885
2026-03-29T09:36:30Z,0,17,0.100000,0.650575,21,3500,4.1,205,0,0,0,0,5.083
2026-03-29T09:36:30Z,0,20,0.100000,0.905358,22,3500,4.2,200,0,0,0,0,5.289
2026-03-29T09:36:30Z,0,19,0.100000,0.810922,23,3500,4.2,191,0,0,0,0,5.527
2026-03-29T09:36:30Z,0,27,0.100000,1.957525,24,3500,4.2,186,0,0,0,0,5.733
2026-03-29T09:36:30Z,0,25,0.100000,1.570455,25,3500,4.3,190,0,0,0,0,5.861
2026-03-29T09:36:30Z,0,23,0.100000,1.259921,26,3500,4.4,201,0,0,0,0,5.907
2026-03-29T09:36:30Z,0,24,0.100000,1.406644,27,3500,4.4,196,0,0,0,0,6.111
2026-03-29T09:36:30Z,0,26,0.100000,1.753341,28,3500,4.5,200,0,0,0,0,6.209
2026-03-29T09:36:30Z,0,28,0.100000,2.185488,29,3500,4.8,226,0,0,0,0,6.071
2026-03-29T09:36:30Z,0,29,0.100000,2.439998,30,3500,4.8,223,0,0,0,0,6.232
2026-03-29T09:36:30Z,0,33,0.100000,3.790997,31,3500,4.9,220,0,0,0,0,6.389
2026-03-29T09:36:31Z,0,32,0.100000,3.395568,32,3500,5.0,226,0,0,0,0,6.429
2026-03-29T09:36:31Z,0,30,0.100000,2.724146,33,3500,5.0,222,0,0,0,0,6.601
2026-03-29T09:36:31Z,0,31,0.100000,3.041385,34,3500,5.0,219,0,0,0,0,6.748
2026-03-29T09:36:31Z,0,38,0.100000,6.575951,35,3500,5.1,217,0,0,0,0,6.887
2026-03-29T09:36:31Z,0,36,0.100000,5.275657,36,3500,5.1,211,0,0,0,0,7.072
2026-03-29T09:36:31Z,0,37,0.100000,5.890030,37,3500,5.1,206,0,0,0,0,7.266
